rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,52966.2,768.839,0.412009,0.159,0.202304,0.187848,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,52966.2,768.839,0.984435,0.159,0.00746161,0.187848,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,52966.2,768.839,1.07315,0.159,7.35873,0.187848,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,52966.2,768.839,1.39791,0.159,0.0202278,0.187848,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,52966.2,768.839,0.549504,0.159,0.00325433,0.187848,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,52966.2,768.839,2.7774,0.158999,0.000674887,0.187848,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,52966.2,768.839,1.14976,0.159,0.00677335,0.187848,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,52966.2,768.839,3.53453,0.159,0.0707703,0.187848,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,52966.2,768.839,6.03756,0.159,0.00237858,0.187848,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,52966.2,768.839,1.32573,0.159,0.00188367,0.187848,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,52966.2,766.078,0.861877,0.159,0.00292154,0.187848,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,52966.2,766.078,0.633976,0.159001,3838.97,0.187848,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,52966.2,766.078,1.88876,0.158999,2.03318,0.187848,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,52966.2,766.078,1.52606,0.159,4715.91,0.187848,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,52966.2,766.078,0.255582,0.159,0.0448686,0.187848,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,52966.2,766.078,2.61473,0.159,1.00448,0.187848,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,52966.2,766.078,1.3485,0.159,0.0081993,0.187848,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,52966.2,766.078,0.266801,0.159,9.71331,0.187848,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,52966.2,766.078,5.33647,0.159,714.386,0.187848,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,52966.2,766.078,0.88338,0.159,0.558714,0.187848,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,52966.2,766.078,0.794386,0.159,1.60667e-05,0.187848,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,52966.2,766.078,1.55718,0.159,393555,0.187848,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,52966.2,766.078,3.06615,0.159,0.00285816,0.187848,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,52966.2,766.078,0.504043,0.159,7.65117,0.187848,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,52966.2,766.078,0.874052,0.159,0.0208481,0.187848,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,52966.2,766.078,0.882452,0.159001,4.28683,0.187848,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,52965.1,767.538,2.54806,0.158999,0.00172306,1.74208,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,52965.1,767.538,0.825412,0.159001,4.43712e-05,1.74208,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,52965.1,767.538,1.11032,0.159,0.0177529,1.74208,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,52965.1,767.538,0.952786,0.159,0.000658332,1.74208,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,52965.1,767.538,2.50863,0.159,0.000143042,1.74208,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,52965.1,767.538,1.69221,0.159,0.000502581,1.74208,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,52964.7,767.538,0.706817,0.159,3.38122e-08,1.74208,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,52964.7,767.538,1.26554,0.159,1.19111e-07,1.74208,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,52964.7,767.538,1.43915,0.158999,2.73997e-06,1.74208,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,52964.7,767.538,1.29046,0.159,1.53661e-07,1.74208,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,52964.8,765.719,3.2057,0.159,434.881,1.74208,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,52964.8,765.719,2.43679,0.159,0.084561,1.74208,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,52964.8,765.719,0.938217,0.158999,3.18601e-05,1.74208,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,52964.8,765.719,1.00638,0.159,30711.1,1.74208,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,52964.8,765.719,1.17861,0.159,0.0321871,1.74208,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,52964.8,765.719,0.673297,0.159,0.280264,1.74208,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,52964.8,765.719,0.131882,0.159,0.0223137,1.74208,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,52964.8,765.719,1.71747,0.159001,2.78148e-07,1.74208,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,52964.8,765.719,1.96244,0.159,371.722,1.74208,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,52964.8,765.719,0.213845,0.159,1.50214,1.74208,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,52964.8,765.719,2.76404,0.158999,0.0190024,1.74208,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,52964.8,765.719,0.885215,0.159,0.000428648,1.74208,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,52964.8,765.719,2.2404,0.159,0.000206301,1.74208,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,52964.8,765.719,2.46678,0.159,7.79926e-07,1.74208,False,69.0|233,705
1,14|705|14|705|vc|7|2|233|2|233|69.0,52964.8,765.719,0.791063,0.159,6.17472,1.74208,False,69.0|233,705
1,14|705|14|705|vc|8|2|233|2|233|69.0,52964.8,765.719,1.90455,0.159,2.80551,1.74208,False,69.0|233,705
1,8|152|8|152|sample|8|322|8|322|65.0,52966.7,768.388,2.24501,0.159,29.4152,-0.532983,True,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,52966.7,768.388,1.34438,0.159,357.396,-0.532983,True,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,52966.7,768.388,2.67376,0.159,0.498137,-0.532983,True,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,52966.7,768.388,2.50607,0.159,47.3962,-0.532983,True,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,52966.5,768.484,0.626348,0.158999,0.00525687,-0.532983,True,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,52966.5,768.484,0.633107,0.159,0.87521,-0.532983,True,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,52966.5,768.484,0.729668,0.159,1.8931,-0.532983,True,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,52966.5,768.484,0.533466,0.159,0.0427517,-0.532983,True,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,52966.6,768.689,0.934373,0.159001,0.032012,-0.532983,True,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,52966.6,768.689,0.981688,0.159,0.641055,-0.532983,True,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,52966.7,765.73,0.62843,0.159,790.376,-0.532983,False,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,52966.7,765.73,1.41303,0.159,21.704,-0.532983,False,69.0|322,152
