id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,4.55288e-08,-3.8893e-07,-1.31522,0,0,0,-1.44404e-11,-1.29603e-11,-1.28594,0,0,0,True,70.0|274,411
9|411|sample|3|274,-6.32571e-07,-7.11263e-07,-0.983898,0,0,0,-1.30091e-11,3.75167e-12,-1.03224,0,0,0,True,70.0|274,411
9|411|sample|5|274,-1.77232e-07,9.58671e-08,-1.48035,0,0,0,2.59326e-12,-1.02318e-11,-1.44242,0,0,0,True,70.0|274,411
9|411|sample|6|274,-2.74813e-07,-1.6757e-07,-1.43774,0,0,0,-1.10221e-11,4.54747e-13,-1.40863,0,0,0,True,70.0|274,411
9|411|sample|8|274,-5.89369e-07,1.73426e-07,-1.21366,0,0,0,-4.79949e-12,-5.00222e-12,-1.17922,0,0,0,True,70.0|274,411
9|411|sample|7|274,-1.43341e-07,-3.66538e-08,-1.15239,0,0,0,1.08047e-11,4.43379e-12,-1.15121,0,0,0,True,70.0|274,411
9|411|sample|9|274,2.47357e-08,-2.29144e-07,-1.40128,0,0,0,5.30687e-12,1.10276e-11,-1.37261,0,0,0,True,70.0|274,411
9|411|sample|10|274,3.97048e-07,-2.07954e-07,-1.46029,0,0,0,-8.49654e-12,6.48015e-12,-1.45054,0,0,0,True,70.0|274,411
9|411|sample|12|274,-4.94806e-07,-6.31767e-07,-1.11596,0,0,0,2.79954e-12,2.09184e-11,-1.12928,0,0,0,True,70.0|274,411
9|411|sample|11|274,-1.05694e-08,5.70422e-07,-1.20009,0,0,0,5.54712e-12,-3.75167e-12,-1.16887,0,0,0,True,70.0|274,411
9|411|cc|1|1|274,7.22616e-08,-1.0466e-07,0.100764,0,0,0,-1.15297e-12,5.68434e-13,1.63283e-07,0,0,0,False,69.0|274,411
9|411|cc|2|1|274,4.30992e-08,-2.35422e-07,-0.032404,0,0,0,1.48881e-13,1.25056e-12,2.1574e-07,0,0,0,False,69.0|274,411
9|411|cc|3|1|274,-1.28707e-07,8.45878e-08,-0.054902,0,0,0,-2.88658e-14,-4.54747e-13,-1.91183e-07,0,0,0,False,69.0|274,411
9|411|cc|4|1|274,-8.84672e-08,-5.97213e-08,-0.0502842,0,0,0,1.07203e-12,-1.02318e-12,4.57201e-08,0,0,0,False,69.0|274,411
9|411|cc|5|1|274,9.97602e-08,8.96946e-09,0.147235,0,0,0,-1.30784e-13,-2.27374e-13,-3.24287e-07,0,0,0,False,69.0|274,411
9|411|cc|6|1|274,-4.09319e-07,3.73053e-07,-0.0183305,0,0,0,-1.03739e-12,0.0,-6.46335e-08,0,0,0,False,69.0|274,411
