rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,52966.2,353.573,0.391297,0.159,0.0560312,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,52966.2,353.573,0.749947,0.158999,0.0001246,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,52966.2,353.573,0.5231,0.159,0.100227,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,52966.2,353.573,2.39361,0.159,0.569561,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,52966.2,353.573,1.62059,0.159,0.000764729,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,52966.2,353.573,0.499289,0.158999,0.000230036,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,52966.2,353.573,2.35368,0.158999,0.8727,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,52966.2,353.573,1.50843,0.159,0.0800495,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,52966.2,353.573,1.54256,0.159,5.09663e-05,-1.2487,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,52966.2,353.573,0.989548,0.159,0.0394723,-1.2487,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,52966.2,353.573,2.34437,0.158999,147.898,-1.2487,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,52966.2,353.573,0.559261,0.159,0.00148841,-1.2487,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,52966.2,353.573,1.36847,0.159,958145,-1.2487,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,52966.2,353.573,0.429703,0.159,427.587,-1.2487,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,52966.2,353.573,0.675207,0.159,342567,-1.2487,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,52966.2,353.573,4.02266,0.159,233.342,-1.2487,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,52966.2,353.573,7.87706,0.159,0.317081,-1.2487,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,52966.2,353.573,0.708367,0.159001,10.2634,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,52966.2,353.573,1.58623,0.159,3.24727,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,52966.2,353.573,4.99476,0.159001,43432.3,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,52966.2,353.573,0.548209,0.159,5.98296e-09,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,52966.2,353.573,3.09286,0.159,1.46248e+10,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,52966.2,353.573,1.37956,0.159,6.41693e-06,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,52966.2,353.573,2.01997,0.159,2.37922,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,52966.2,353.573,1.17984,0.159,28.079,-1.2487,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,52966.2,353.573,0.518881,0.159,0.388656,-1.2487,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,52965.1,544.668,1.42067,0.158999,2.14742e-05,1.51193,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,52965.1,544.668,0.927978,0.159,0.000165284,1.51193,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,52965.1,544.668,1.0916,0.159,0.00020909,1.51193,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,52965.1,544.668,2.26638,0.159,0.000196429,1.51193,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,52965.1,544.668,1.68923,0.159,1.78334e-05,1.51193,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,52965.1,544.668,0.816009,0.158999,0.000959835,1.51193,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,52964.7,544.668,0.77118,0.159,1.08497e-07,1.51193,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,52964.7,544.668,0.187025,0.159,3.99944e-08,1.51193,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,52964.7,544.668,1.39518,0.159,5.21112e-07,1.51193,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,52964.7,544.668,1.20561,0.158999,3.68841e-07,1.51193,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,52964.8,544.668,1.44048,0.158999,8.63678e-10,1.51193,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,52964.8,544.668,0.682237,0.158999,84.5552,1.51193,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,52964.8,544.668,1.51679,0.159,8730.35,1.51193,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,52964.8,544.668,1.65098,0.159,0.0416255,1.51193,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,52964.8,544.668,9.89118,0.159,0.0932872,1.51193,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,52964.8,544.668,0.509102,0.158999,0.404285,1.51193,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,52964.8,544.668,0.612269,0.159,100218,1.51193,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,52964.8,544.668,0.903202,0.158999,0.0280049,1.51193,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,52964.8,544.668,1.49476,0.159,0.100112,1.51193,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,52964.8,544.668,3.39746,0.158999,0.000492499,1.51193,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,52964.8,544.668,2.62112,0.159,0.00893998,1.51193,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,52964.8,544.668,1.71584,0.158999,0.496193,1.51193,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,52964.8,544.668,1.07187,0.159,2.29362e+06,1.51193,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,52964.8,544.668,1.48771,0.159,1.39039,1.51193,False,69.0|233,705
1,14|705|14|705|vc|7|2|233|2|233|69.0,52964.8,544.668,1.15233,0.159,6.83105,1.51193,False,69.0|233,705
1,14|705|14|705|vc|8|2|233|2|233|69.0,52964.8,544.668,0.730995,0.159,6.89857e+08,1.51193,False,69.0|233,705
1,8|152|8|152|sample|8|322|8|322|65.0,52966.7,353.572,2.02139,0.159,0.142763,-1.24947,True,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,52966.7,353.572,0.854492,0.159001,0.536569,-1.24947,True,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,52966.7,353.572,1.13708,0.158999,1713.39,-1.24947,True,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,52966.7,353.572,1.37742,0.158999,3.44825,-1.24947,True,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,52966.5,353.572,2.56099,0.158999,0.0011502,-1.24947,True,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,52966.5,353.572,0.382983,0.159,0.0117204,-1.24947,True,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,52966.5,353.572,4.48287,0.159,76.9069,-1.24947,True,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,52966.5,353.572,0.989062,0.159,32.7383,-1.24947,True,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,52966.6,353.572,2.98264,0.158999,0.0353118,-1.24947,True,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,52966.6,353.572,0.999882,0.158999,0.0934767,-1.24947,True,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,52966.7,353.572,7.00383,0.159,11.0301,-1.24947,False,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,52966.7,353.572,0.912607,0.159,0.00193842,-1.24947,False,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,52966.7,353.572,0.395988,0.158999,0.1112,-1.24947,False,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,52966.7,353.572,0.556108,0.158999,307.97,-1.24947,False,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,52966.7,353.572,3.18159,0.159001,0.0212273,-1.24947,False,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,52966.7,353.572,1.15327,0.159,0.0456959,-1.24947,False,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,52966.7,353.572,1.7298,0.158999,0.288446,-1.24947,False,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,52966.7,353.572,3.96885,0.159,0.00320191,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,52966.7,353.572,0.380523,0.158999,0.758662,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,52966.7,353.572,0.787699,0.159,0.000981872,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,52966.7,353.572,3.08111,0.159,5.61711e+06,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,52966.7,353.572,0.639702,0.159,441.677,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,52966.7,353.572,1.16538,0.158999,0.482935,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,52966.7,353.572,3.63261,0.159,560.77,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,52966.7,353.572,0.798299,0.159,0.00464366,-1.24947,False,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,52966.7,353.572,1.62526,0.159,1.07918,-1.24947,False,69.0|322,152
1,8|1159|8|1159|sample|8|292|8|292|65.0,52966.9,353.573,0.953931,0.159,10.4425,-1.24867,True,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,52966.9,353.573,0.993252,0.159,540.543,-1.24867,True,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,52966.9,353.573,1.00164,0.159,982036,-1.24867,True,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,52966.9,353.573,1.09478,0.159,56674.2,-1.24867,True,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,52966.8,353.573,0.727279,0.159,2141.82,-1.24867,True,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,52966.8,353.573,0.719985,0.159,0.000409804,-1.24867,True,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,52966.8,353.573,0.372791,0.159,79357.2,-1.24867,True,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,52966.8,353.573,1.4919,0.159,39.6118,-1.24867,True,28.0|292,1159
1,8|1159|8|1159|sample|4|292|4|292|22.0,52967,353.573,2.48859,0.159,2.20047e+06,-1.24867,True,22.0|292,1159
1,8|1159|8|1159|sample|3|292|3|292|22.0,52967,353.573,0.400956,0.158999,1085.06,-1.24867,True,22.0|292,1159
1,8|1159|8|1159|cc|1|1|292|1|292|69.0,52967,353.573,1.63728,0.159,8.91959,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|cc|2|1|292|1|292|69.0,52967,353.573,0.529211,0.159,0.583558,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|cc|3|1|292|1|292|69.0,52967,353.573,0.283456,0.158999,0.0114354,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|cc|4|1|292|1|292|69.0,52967,353.573,2.19441,0.159,4.07946e+07,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|cc|5|1|292|1|292|69.0,52967,353.573,0.851151,0.159,0.0116683,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|cc|6|1|292|1|292|69.0,52967,353.573,0.660986,0.159,0.000731243,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|cc|7|1|292|1|292|69.0,52967,353.573,0.411981,0.158999,0.000108654,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|cc|8|1|292|1|292|69.0,52967,353.573,0.323214,0.159,2351,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|1|2|292|2|292|69.0,52967,353.573,2.66664,0.159,5.16188e-07,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|2|2|292|2|292|69.0,52967,353.573,0.896901,0.159,0.0649224,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|3|2|292|2|292|69.0,52967,353.573,0.293803,0.159,2.82709e+07,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|4|2|292|2|292|69.0,52967,353.573,0.774568,0.159,5.48632e-05,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|5|2|292|2|292|69.0,52967,353.573,0.480822,0.158999,16.7354,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|6|2|292|2|292|69.0,52967,353.573,0.594954,0.158999,7.14375e-08,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|7|2|292|2|292|69.0,52967,353.573,1.98281,0.159,2.84671,-1.24867,False,69.0|292,1159
1,8|1159|8|1159|vc|8|2|292|2|292|69.0,52967,353.573,1.51212,0.159,18.9087,-1.24867,False,69.0|292,1159
1,8|1197|8|1197|sample|7|103|7|103|65.0,52966.6,292.707,0.939921,0.159,0.161083,-1.24826,True,65.0|103,1197
1,8|1197|8|1197|sample|8|103|8|103|65.0,52966.6,292.707,0.789146,0.159,0.0584431,-1.24826,True,65.0|103,1197
1,8|1197|8|1197|sample|6|103|6|103|65.0,52966.6,292.707,2.88166,0.159,0.655479,-1.24826,True,65.0|103,1197
1,8|1197|8|1197|sample|5|103|5|103|65.0,52966.6,292.707,2.59775,0.159,0.390043,-1.24826,True,65.0|103,1197
1,8|1197|8|1197|sample|12|103|12|103|28.0,52966.4,292.707,0.50549,0.158999,0.00248812,-1.24826,True,28.0|103,1197
1,8|1197|8|1197|sample|10|103|10|103|28.0,52966.4,292.707,0.664583,0.158999,0.00524274,-1.24826,True,28.0|103,1197
1,8|1197|8|1197|sample|9|103|9|103|28.0,52966.4,292.707,2.34976,0.158999,0.00551324,-1.24826,True,28.0|103,1197
1,8|1197|8|1197|sample|3|103|3|103|22.0,52966.6,292.707,1.77423,0.158999,0.011039,-1.24826,True,22.0|103,1197
1,8|1197|8|1197|sample|4|103|4|103|22.0,52966.6,292.707,0.980775,0.159,0.206273,-1.24826,True,22.0|103,1197
1,8|1197|8|1197|sample|11|103|11|103|28.0,52966.4,292.707,0.884902,0.159,0.0120214,-1.24826,True,28.0|103,1197
1,8|1197|8|1197|cc|1|1|103|1|103|69.0,52966.7,292.707,0.208482,0.159,1.6209e-06,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|cc|2|1|103|1|103|69.0,52966.7,292.707,0.833646,0.159,19.5692,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|cc|3|1|103|1|103|69.0,52966.7,292.707,0.9952,0.159,0.0286256,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|cc|4|1|103|1|103|69.0,52966.7,292.707,0.455309,0.159,52.7751,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|cc|5|1|103|1|103|69.0,52966.7,292.707,1.41761,0.158999,0.00432288,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|cc|6|1|103|1|103|69.0,52966.7,292.707,1.24597,0.159,0.00091269,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|cc|7|1|103|1|103|69.0,52966.7,292.707,0.65985,0.159,8.54094,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|cc|8|1|103|1|103|69.0,52966.7,292.707,0.454454,0.159,0.0159214,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|1|2|103|2|103|69.0,52966.7,292.707,2.27093,0.158999,0.000250137,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|2|2|103|2|103|69.0,52966.7,292.707,0.194271,0.159,3.72906e-05,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|3|2|103|2|103|69.0,52966.7,292.707,0.902371,0.158999,2.56395e+06,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|4|2|103|2|103|69.0,52966.7,292.707,1.28082,0.159,64474.1,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|5|2|103|2|103|69.0,52966.7,292.707,2.93366,0.159,0.00032857,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|6|2|103|2|103|69.0,52966.7,292.707,0.40687,0.158999,297.763,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|7|2|103|2|103|69.0,52966.7,292.707,0.481359,0.159,19.7596,-1.24826,False,69.0|103,1197
1,8|1197|8|1197|vc|8|2|103|2|103|69.0,52966.7,292.707,0.628192,0.159,0.00854785,-1.24826,False,69.0|103,1197
