id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52966.2,353.657,1.41123,0.159,0.943117,-1.25065,52966.2,353.573,1.01121,0.159,0.00219121,-1.2487,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52966.2,353.657,1.4538,0.159,5.60314,-1.25065,52966.2,353.573,0.999521,0.159,0.000711917,-1.2487,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52966.2,353.657,1.37195,0.159,43320.4,-1.25065,52966.2,353.573,0.999935,0.159,0.0546773,-1.2487,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52966.2,353.657,1.35036,0.159,187525,-1.25065,52966.2,353.573,0.999947,0.159,0.14573,-1.2487,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52966.2,353.657,1.40566,0.159,0.0162365,-1.25065,52966.2,353.573,0.99958,0.159,0.00106783,-1.2487,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52966.2,353.657,1.42105,0.159,0.0387728,-1.25065,52966.2,353.573,1.0018,0.159,0.00114894,-1.2487,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52966.2,353.657,1.34087,0.159,190862,-1.25065,52966.2,353.573,0.996317,0.159,0.0937634,-1.2487,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52966.2,353.657,1.3987,0.159,2480.06,-1.25065,52966.2,353.573,1.00523,0.159,0.0718116,-1.2487,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52966.2,353.657,1.35154,0.159,0.00158121,-1.25065,52966.2,353.573,0.999296,0.159,9.72243e-05,-1.2487,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52966.2,353.657,1.27374,0.159,0.0272999,-1.25065,52966.2,353.573,0.999536,0.159,0.000793232,-1.2487,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52966.2,353.657,1.36931,0.159,4.32915e+08,-1.25065,52966.2,353.573,0.989015,0.159,0.992122,-1.2487,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52966.2,353.657,1.27925,0.159,1.51915e+07,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,52966.2,353.657,1.41816,0.159,4.74875e+08,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,52966.2,353.657,1.42223,0.159,451029,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,52966.2,353.657,1.3435,0.159,3.95675e+07,-1.25065,52966.2,353.573,1,0.159,0.999999,-1.2487,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,52966.2,353.657,1.50748,0.159,3.97426e+07,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,52966.2,353.657,1.34677,0.159,2.15089e+07,-1.25065,52966.2,353.573,1.00003,0.159,1.02997,-1.2487,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,52966.2,353.657,1.38017,0.159,5.23426e+08,-1.25065,52966.2,353.573,1.00063,0.159,1.05787,-1.2487,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,52966.2,353.657,1.37476,0.159,1.62949e+10,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,52966.2,353.657,1.39164,0.159,1.12847e+07,-1.25065,52966.2,353.573,0.998442,0.159,1.05208,-1.2487,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,52966.2,353.657,1.37124,0.159,3.40064e+09,-1.25065,52966.2,353.573,1.00374,0.159,1.00416,-1.2487,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,52966.2,353.657,1.35458,0.159,3.61952e+07,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,52966.2,353.657,1.37004,0.159,4.15278e+06,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,52966.2,353.657,1.48874,0.159,7.10045e+06,-1.25065,52966.2,353.573,1.00004,0.159,1.02996,-1.2487,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,52966.2,353.657,1.55575,0.159,1.61951e+07,-1.25065,52966.2,353.573,1,0.159,1,-1.2487,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,52966.2,353.657,1.37532,0.159,8.71273e+06,-1.25065,52966.2,353.573,0.999222,0.159,0.934286,-1.2487,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,52965.1,536.507,1.3294,0.159,0.00168601,1.49069,52965.1,544.668,0.997905,0.159,0.00011576,1.51193,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,52965.1,536.507,1.44602,0.159,0.0611518,1.49069,52965.1,544.668,1.00036,0.159,0.00021736,1.51193,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,52965.1,536.507,1.51824,0.159,0.00575032,1.49069,52965.1,544.668,1.00038,0.159,0.000207567,1.51193,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,52965.1,536.507,1.38815,0.159,0.00954797,1.49069,52965.1,544.668,1.00914,0.159,0.000224902,1.51193,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,52965.1,536.507,1.43997,0.159,0.145217,1.49069,52965.1,544.668,1.00028,0.159,0.000124975,1.51193,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,52965.1,536.507,1.42797,0.159,0.00254345,1.49069,52965.1,544.668,0.993014,0.159,0.000210348,1.51193,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,52964.7,536.507,1.43201,0.159,1.16105e-06,1.49069,52964.7,544.668,0.998423,0.159,1.20605e-07,1.51193,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,52964.7,536.507,1.30424,0.159,1.08664e-05,1.49069,52964.7,544.668,0.998444,0.159,1.14501e-07,1.51193,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,52964.7,536.507,1.18713,0.159,3.40699e-06,1.49069,52964.7,544.668,0.998778,0.159,3.00481e-07,1.51193,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,52964.7,536.507,1.28138,0.159,8.89606e-06,1.49069,52964.7,544.668,0.998633,0.159,1.62944e-07,1.51193,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,52964.8,536.507,1.42663,0.159,1.10992e+08,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,52964.8,536.507,1.38724,0.159,9.88141e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,52964.8,536.507,1.44351,0.159,1.86909e+11,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,52964.8,536.507,1.40585,0.159,2.89167e+06,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,52964.8,536.507,1.47002,0.159,1.42079e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,52964.8,536.507,1.42871,0.159,6.87122e+10,1.49069,52964.8,544.668,1,0.159,0.999999,1.51193,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,52964.8,536.507,1.4228,0.159,1.12227e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,52964.8,536.507,1.51946,0.159,2.40524e+09,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,52964.8,536.507,1.4397,0.159,2.24126e+08,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,52964.8,536.507,1.37585,0.159,1.03134e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,52964.8,536.507,1.37051,0.159,5.02467e+12,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,52964.8,536.507,1.32267,0.159,2.60611e+09,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,52964.8,536.507,1.42208,0.159,3.8363e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,52964.8,536.507,1.34992,0.159,2.64275e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,52964.8,536.507,1.39591,0.159,8.72969e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,52964.8,536.507,1.41956,0.159,1.26352e+07,1.49069,52964.8,544.668,1,0.159,1,1.51193,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,52966.7,353.656,1.44535,0.159,6537.46,-1.24901,52966.7,353.572,0.999882,0.159,0.343626,-1.24947,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,52966.7,353.656,1.3399,0.159,2690.14,-1.24901,52966.7,353.572,0.999889,0.159,0.444208,-1.24947,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,52966.7,353.656,1.40291,0.159,1.97263e+07,-1.24901,52966.7,353.572,0.999951,0.159,1.91036,-1.24947,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,52966.7,353.656,1.3358,0.159,6.71575e+07,-1.24901,52966.7,353.572,0.999958,0.159,2.73463,-1.24947,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,52966.5,353.656,1.35561,0.159,2.0421,-1.24901,52966.5,353.572,0.999496,0.159,0.000580961,-1.24947,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,52966.5,353.656,1.35613,0.159,86.1315,-1.24901,52966.5,353.572,0.999747,0.159,0.0151271,-1.24947,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,52966.5,353.656,1.38245,0.159,53574.6,-1.24901,52966.5,353.572,0.996238,0.159,0.151891,-1.24947,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,52966.5,353.656,1.35585,0.159,22001.1,-1.24901,52966.5,353.572,0.999898,0.159,0.18981,-1.24947,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,52966.6,353.656,1.32752,0.159,436361,-1.24901,52966.6,353.572,0.999878,0.159,0.214776,-1.24947,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,52966.6,353.656,1.40968,0.159,132403,-1.24901,52966.6,353.572,1.00888,0.159,0.337899,-1.24947,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,52966.7,353.656,1.33144,0.159,1.57439e+08,-1.24901,52966.7,353.572,0.999931,0.159,0.980651,-1.24947,False,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,52966.7,353.656,1.44013,0.159,6.97257e+07,-1.24901,52966.7,353.572,1,0.159,1,-1.24947,False,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,52966.7,353.656,1.38515,0.159,3.35434e+07,-1.24901,52966.7,353.572,1,0.159,1,-1.24947,False,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,52966.7,353.656,1.51415,0.159,1.29665e+07,-1.24901,52966.7,353.572,1,0.159,1,-1.24947,False,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,52966.7,353.656,1.29001,0.159,5.74602e+07,-1.24901,52966.7,353.572,1,0.159,1,-1.24947,False,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,52966.7,353.656,1.42467,0.159,2.43639e+08,-1.24901,52966.7,353.572,1.00078,0.159,1.00004,-1.24947,False,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,52966.7,353.656,1.38651,0.159,6.09559e+07,-1.24901,52966.7,353.572,1,0.159,1,-1.24947,False,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,52966.7,353.656,1.24142,0.159,5.65037e+07,-1.24901,52966.7,353.572,1,0.159,1,-1.24947,False,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,52966.7,353.656,1.38975,0.159,1.37824e+09,-1.24901,52966.7,353.572,1,0.159,1,-1.24947,False,69.0|322,152
