id,importanceSampling
411|4,135.155073
411|3,142.606238
411|5,160.256198
411|6,162.500173
411|8,136.515397
411|7,137.372255
411|9,156.638358
411|10,162.362039
411|12,136.034801
411|11,134.451693
411|1,82.979103
411|2,147.578672
152|8,148.502337
152|7,149.131793
152|6,152.925525
152|5,152.194104
152|12,145.823272
152|11,142.047686
152|10,150.046589
152|9,150.240458
152|3,145.704977
152|4,147.008466
152|1,77.842697
152|2,151.911512
1056|8,144.892005
1056|7,146.457956
1056|6,152.810551
1056|5,153.771556
1056|12,156.717883
1056|11,151.374389
1056|10,147.581425
1056|9,147.556072
1056|4,145.899771
1056|3,143.163489
1056|1,77.098931
1056|2,163.454751
462|6,168.354046
462|5,170.186400
462|4,175.140054
462|3,174.858716
462|9,157.145058
462|10,159.142828
462|7,167.578774
462|8,166.310115
462|11,162.328862
462|12,160.267349
462|1,90.953384
462|2,161.604656
1159|8,152.731999
1159|7,155.635339
1159|5,159.182509
1159|6,158.840450
1159|11,157.070108
1159|12,165.809383
1159|9,156.543262
1159|10,165.088823
1159|4,159.727664
1159|3,157.005590
1159|1,81.583644
1159|2,158.584824
1197|7,132.733143
1197|8,132.204395
1197|6,139.595601
1197|5,138.796729
1197|12,137.828426
1197|10,143.058519
1197|9,139.247991
1197|3,136.148565
1197|4,133.605120
1197|11,137.704471
1197|1,81.400557
1197|2,159.194212
