id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.5218,1.48693,-18.9347,0.513532,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.351215,1.48693,-18.5339,0.347561,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.564439,1.48693,-16.9397,0.557884,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.577334,1.48693,-14.4046,0.579612,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.434924,1.48693,-17.4732,0.42564,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.41331,1.48693,-18.1541,0.405702,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.522047,1.48693,-15.9971,0.51855,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.597348,1.48693,-21.2006,0.583156,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.394857,1.48693,-18.3881,0.394342,1.47963,-16.0786,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.443975,1.48693,-19.3104,0.433494,1.47963,-16.0786,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0755543,1.71634,-14.8893,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.0768003,1.71634,-14.8762,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0770345,1.71634,-16.266,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0779225,1.71634,-16.7989,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.0777199,1.71634,-15.6427,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.078194,1.71634,-15.8209,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.0777543,1.71634,-15.2643,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0778098,1.71634,-17.6486,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.0775041,1.71634,-15.8033,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.076284,1.71634,-16.2401,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0785587,1.71634,-16.9945,0.0758826,1.71888,-16.0786,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.077018,1.71634,-15.3148,0.0758826,1.71888,-16.0786,69.0|274,411
