id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,605.696,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|cc|2|1|162,605.78,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|cc|3|1|162,605.782,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|cc|4|1|162,605.543,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|cc|5|1|162,605.921,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|cc|6|1|162,605.62,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|cc|7|1|162,605.879,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|cc|8|1|162,605.752,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|sample|10|162,611.057,0.942803,3.14334,1.2867,0.0884187,0.377591,610.759,0.933266,3.07073,1.3082,0.0891782,0.382814,True,32.0|162,84
8|84|sample|11|162,610.984,0.942803,3.14334,0.981303,0.0884187,0.377591,610.759,0.933266,3.07073,0.997365,0.0891782,0.382814,True,22.0|162,84
8|84|sample|12|162,610.626,0.942803,3.14334,0.981303,0.0884187,0.377591,610.759,0.933266,3.07073,0.997365,0.0891782,0.382814,True,22.0|162,84
8|84|sample|3|162,611.195,0.942803,3.14334,0.626564,0.0884187,0.377591,610.765,0.933266,3.07073,0.63648,0.0891782,0.382814,True,55.0|162,84
8|84|sample|4|162,610.879,0.942803,3.14334,0.626564,0.0884187,0.377591,610.765,0.933266,3.07073,0.63648,0.0891782,0.382814,True,55.0|162,84
8|84|sample|5|162,610.737,0.942803,3.14334,0.626564,0.0884187,0.377591,610.764,0.933266,3.07073,0.63648,0.0891782,0.382814,True,55.0|162,84
8|84|sample|6|162,610.839,0.942803,3.14334,0.626564,0.0884187,0.377591,610.765,0.933266,3.07073,0.63648,0.0891782,0.382814,True,55.0|162,84
8|84|sample|7|162,610.866,0.942803,3.14334,1.2867,0.0884187,0.377591,610.764,0.933266,3.07073,1.3082,0.0891782,0.382814,True,32.0|162,84
8|84|sample|8|162,610.828,0.942803,3.14334,1.2867,0.0884187,0.377591,610.763,0.933266,3.07073,1.3082,0.0891782,0.382814,True,32.0|162,84
8|84|sample|9|162,611.076,0.942803,3.14334,1.2867,0.0884187,0.377591,610.759,0.933266,3.07073,1.3082,0.0891782,0.382814,True,32.0|162,84
8|84|vc|1|2|162,605.549,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
8|84|vc|2|2|162,606.149,0.942802,3.14334,0.981303,0.0884187,0.377591,605.728,0.933266,3.07073,0.997365,0.0891782,0.382814,False,69.0|162,84
