rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-0.0287951,0.24257,0.303075,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-2.94425,0.0828191,-0.543418,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-0.488978,0.278789,0.451764,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.215188,0.0945523,0.341192,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-1.2837,0.0968776,-0.0712047,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.961651,0.0316641,-0.194228,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-1.34633,0.038181,0.0611216,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.0290993,0.151519,0.304995,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-1.50616,0.0807224,-0.312431,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.534948,0.0203544,-0.252524,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-0.731412,0.420952,0.533065,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-0.400649,-0.781999,1.78996,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-0.562335,-0.227779,-0.69568,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-0.275077,0.582055,-1.16037,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.86268,0.890989,-0.724248,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-0.0927055,-0.726465,0.963196,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-1.47613,-0.420279,0.819634,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-1.15445,-0.34233,1.97649,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-0.221576,0.0475698,-1.3288,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-0.909441,0.397471,2.05917,0,0,False,69.0|274,411
