rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,0,-0.327753,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,0,-0.525157,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,0,-0.514294,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,0,-0.253393,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,0,0.17887,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,0,0.16671,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,0,0.286577,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,0,0.578169,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,0,-0.00462999,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,0,0.0556026,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0,-1.34342,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0,-0.922787,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0,-1.3747,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0,0.591411,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0,-0.010625,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0,0.0885869,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0,0.0465559,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0,0.558503,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0,-0.530635,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0,-0.47782,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0,-0.118261,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0,-0.628184,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0,0.116763,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0,0.393707,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,0,0.148557,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0,-0.484256,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,0,-0.740562,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,0,0,1.04226,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,0,0,0.110284,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,0,0,-0.406847,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,0,0,-0.478991,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,0,0,0.107637,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,0,0,-0.0501372,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,0,0,-0.638897,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,0,0,0.85841,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,0,0,0.365039,22.0|322,152
