id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,4.21062,1.6202,0.671054,0.0824057,0.0051612,4.20519,1.61795,0.645425,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,4.21062,1.6202,0.379773,0.0824057,0.0051612,4.20519,1.61795,0.363694,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.21062,1.6202,0.758074,0.0824057,0.0051612,4.20519,1.61795,0.703745,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,4.21062,1.6202,0.789041,0.0824057,0.0051612,4.20519,1.61795,0.762434,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,4.21062,1.6202,0.495749,0.0824057,0.0051612,4.20519,1.61795,0.499588,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,4.21062,1.6202,0.468944,0.0824057,0.0051612,4.20519,1.61795,0.463775,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,4.21062,1.6202,0.691044,0.0824057,0.0051612,4.20519,1.61795,0.646989,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,4.21062,1.6202,0.79643,0.0824057,0.0051612,4.20519,1.61795,0.740348,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.21062,1.6202,0.430045,0.0824057,0.0051612,4.20519,1.61795,0.422355,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,4.21062,1.6202,0.504095,0.0824057,0.0051612,4.20519,1.61795,0.503154,0.0820895,0.00534813,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,4.21063,1.62016,0.993048,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,4.21063,1.62016,0.989187,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,4.21063,1.62016,1.06743,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,4.21063,1.62016,1.34786,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,4.21063,1.62016,1.28772,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,4.21063,1.62016,0.99681,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,4.21063,1.62016,0.84187,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,4.21063,1.62016,1.36651,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,4.21063,1.62016,0.953508,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,4.21063,1.62016,1.25875,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,4.21063,1.62016,1.01274,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,4.21063,1.62016,1.1225,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,4.21063,1.62016,0.88023,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,4.21063,1.62016,1.32822,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,4.21063,1.62016,1.20814,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,4.21063,1.62016,1.27711,0.0824057,0.0051612,4.2052,1.6179,0.501505,0.0820895,0.00534813,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,4.21067,1.62008,34.6507,0.0823702,0.00518522,4.20524,1.61783,33.2449,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,4.21067,1.62008,38.6299,0.0823702,0.00518522,4.20524,1.61783,34.1092,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,4.21067,1.62008,21.2717,0.0823702,0.00518522,4.20524,1.61783,21.4771,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,4.21067,1.62008,20.3433,0.0823702,0.00518522,4.20524,1.61783,21.3502,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,4.21067,1.62008,0.0763115,0.0823702,0.00518522,4.20524,1.61783,0.0727469,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,4.21067,1.62008,0.0867863,0.0823702,0.00518522,4.20524,1.61783,0.0860165,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,4.21067,1.62008,34.4553,0.0823702,0.00518522,4.20524,1.61783,33.1963,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,4.21067,1.62008,33.9956,0.0823702,0.00518522,4.20524,1.61783,34.1726,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,4.21067,1.62008,0.0233496,0.0823702,0.00518522,4.20524,1.61783,0.0211665,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,4.21067,1.62008,0.0221252,0.0823702,0.00518522,4.20524,1.61783,0.0211631,0.0820541,0.00537184,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,4.21063,1.62015,1178.97,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,4.21063,1.62015,1066.77,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,4.21063,1.62015,1265.56,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,4.21063,1.62015,1444.88,0.0823702,0.00518522,4.2052,1.6179,606.329,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,4.21063,1.62015,1344.56,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,4.21063,1.62015,927.346,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,4.21063,1.62015,1016.62,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,4.21063,1.62015,1198.78,0.0823702,0.00518522,4.2052,1.6179,606.329,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,4.21063,1.62015,1487.32,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,4.21063,1.62015,1403.3,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,4.21063,1.62015,1158.14,0.0823702,0.00518522,4.2052,1.6179,606.329,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,4.21063,1.62015,1588.46,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,4.21063,1.62015,1512.49,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,4.21063,1.62015,1358.46,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,4.21063,1.62015,1258.65,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,4.21063,1.62015,1211.35,0.0823702,0.00518522,4.2052,1.6179,606.328,0.0820541,0.00537184,False,69.0|71,783
14|491|14|491|sample|10|99|10|99|6.0,4.21064,1.17109,0.00514041,0.0823888,0.00515799,4.20521,1.16634,0.0051454,0.0820725,0.00534497,True,6.0|99,491
14|491|14|491|sample|9|99|9|99|6.0,4.21064,1.17109,0.00595728,0.0823888,0.00515799,4.20521,1.16634,0.00532827,0.0820725,0.00534497,True,6.0|99,491
14|491|14|491|sample|12|99|12|99|6.0,4.21064,1.17109,0.0263636,0.0823888,0.00515799,4.20521,1.16634,0.0257951,0.0820725,0.00534497,True,6.0|99,491
14|491|14|491|sample|11|99|11|99|6.0,4.21064,1.17109,0.0382537,0.0823888,0.00515799,4.20521,1.16634,0.0361931,0.0820725,0.00534497,True,6.0|99,491
14|491|14|491|sample|4|99|4|99|44.0,4.21064,1.61999,0.103115,0.0823888,0.00515799,4.20521,1.61774,0.100026,0.0820725,0.00534497,True,44.0|99,491
14|491|14|491|sample|3|99|3|99|44.0,4.21064,1.61999,0.115578,0.0823888,0.00515799,4.20521,1.61774,0.106884,0.0820725,0.00534497,True,44.0|99,491
14|491|14|491|sample|6|99|6|99|44.0,4.21064,1.61999,0.328573,0.0823888,0.00515799,4.20521,1.61774,0.316398,0.0820725,0.00534497,True,44.0|99,491
14|491|14|491|sample|5|99|5|99|44.0,4.21064,1.61999,0.315784,0.0823888,0.00515799,4.20521,1.61774,0.303765,0.0820725,0.00534497,True,44.0|99,491
14|491|14|491|sample|7|99|7|99|63.0,4.21064,1.62014,0.00354559,0.0823888,0.00515799,4.20521,1.61789,0.00336651,0.0820725,0.00534497,True,63.0|99,491
14|491|14|491|sample|8|99|8|99|63.0,4.21064,1.62014,0.00361453,0.0823888,0.00515799,4.20521,1.61789,0.00342866,0.0820725,0.00534497,True,63.0|99,491
14|491|14|491|cc|1|1|99|1|99|69.0,4.21064,1.62016,3.46307,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|cc|2|1|99|1|99|69.0,4.21064,1.62016,4.80873,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|cc|3|1|99|1|99|69.0,4.21064,1.62016,5.02114,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|cc|4|1|99|1|99|69.0,4.21064,1.62016,5.49751,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|cc|5|1|99|1|99|69.0,4.21064,1.62016,4.0365,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|cc|6|1|99|1|99|69.0,4.21064,1.62016,4.51289,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|cc|7|1|99|1|99|69.0,4.21064,1.62016,6.08967,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|cc|8|1|99|1|99|69.0,4.21064,1.62016,7.03587,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|vc|1|2|99|2|99|69.0,4.21064,1.62016,4.72122,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|vc|2|2|99|2|99|69.0,4.21064,1.62016,4.00443,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|vc|3|2|99|2|99|69.0,4.21064,1.62016,5.48283,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|vc|4|2|99|2|99|69.0,4.21064,1.62016,4.99019,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|vc|5|2|99|2|99|69.0,4.21064,1.62016,5.47459,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
14|491|14|491|vc|6|2|99|2|99|69.0,4.21064,1.62016,5.34941,0.0823888,0.00515799,4.20521,1.6179,1.98918,0.0820725,0.00534497,False,69.0|99,491
