rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,58996.2,-2.60589,7.63201,268496,14.013,False,69.0|162,84
1,8|84|cc|2|1|162,58996.2,-2.76789,7.63178,268496,14.013,False,69.0|162,84
1,8|84|cc|3|1|162,58996.2,-3.48146,7.63182,268496,14.013,False,69.0|162,84
1,8|84|cc|4|1|162,58996.2,-2.32793,7.63185,268496,14.013,False,69.0|162,84
1,8|84|cc|5|1|162,58996.2,-2.4646,7.63173,268496,14.013,False,69.0|162,84
1,8|84|cc|6|1|162,58996.2,-2.73417,7.63204,268496,14.013,False,69.0|162,84
1,8|84|cc|7|1|162,58996.2,-2.05061,7.63238,268496,14.013,False,69.0|162,84
1,8|84|cc|8|1|162,58996.2,-3.35096,7.63192,268496,14.013,False,69.0|162,84
1,8|84|sample|10|162,58996.2,0.64822,323705.0,268496,14.013,True,32.0|162,84
1,8|84|sample|11|162,58996.2,0.0703485,145266.0,268496,14.013,True,22.0|162,84
1,8|84|sample|12|162,58996.2,-0.750093,145263.0,268496,14.013,True,22.0|162,84
1,8|84|sample|3|162,58996.2,0.451817,334924.0,268496,14.013,True,55.0|162,84
1,8|84|sample|4|162,58996.2,0.814272,334922.0,268496,14.013,True,55.0|162,84
1,8|84|sample|5|162,58996.2,0.751552,334927.0,268496,14.013,True,55.0|162,84
1,8|84|sample|6|162,58996.2,0.0755879,334936.0,268496,14.013,True,55.0|162,84
1,8|84|sample|7|162,58996.2,-1.31705,323700.0,268496,14.013,True,32.0|162,84
1,8|84|sample|8|162,58996.2,0.38234,323679.0,268496,14.013,True,32.0|162,84
1,8|84|sample|9|162,58996.2,0.406002,323697.0,268496,14.013,True,32.0|162,84
1,8|84|vc|1|2|162,58996.2,-1.97315,7.63192,268496,14.013,False,69.0|162,84
1,8|84|vc|2|2|162,58996.2,-3.23021,7.6319,268496,14.013,False,69.0|162,84
1,8|84|vc|3|2|162,58996.2,-3.96358,7.63219,268496,14.013,False,69.0|162,84
1,8|84|vc|4|2|162,58996.2,-2.92795,7.63188,268496,14.013,False,69.0|162,84
1,8|84|vc|5|2|162,58996.2,-2.50603,7.63202,268496,14.013,False,69.0|162,84
1,8|84|vc|6|2|162,58996.2,-2.53663,7.63184,268496,14.013,False,69.0|162,84
1,8|84|vc|7|2|162,58996.2,-2.72966,7.63203,268496,14.013,False,69.0|162,84
1,8|84|vc|8|2|162,58996.2,-1.88793,7.6321,268496,14.013,False,69.0|162,84
1,8|719|cc|1|1|274,58996.2,-2.44787,4.09485,268496,14.618,False,69.0|274,719
1,8|719|cc|2|1|274,58996.2,-2.13343,4.09487,268496,14.618,False,69.0|274,719
1,8|719|cc|3|1|274,58996.2,-1.65065,4.09507,268496,14.618,False,69.0|274,719
1,8|719|cc|4|1|274,58996.2,-2.55218,4.09488,268496,14.618,False,69.0|274,719
1,8|719|cc|5|1|274,58996.2,-3.00919,4.09504,268496,14.618,False,69.0|274,719
1,8|719|cc|6|1|274,58996.2,-2.5962,4.09484,268496,14.618,False,69.0|274,719
1,8|719|cc|7|1|274,58996.2,-2.32194,4.09499,268496,14.618,False,69.0|274,719
1,8|719|cc|8|1|274,58996.2,-2.78569,4.09509,268496,14.618,False,69.0|274,719
1,8|719|sample|10|274,58996.2,-0.38079,2427600.0,268496,14.618,True,32.0|274,719
1,8|719|sample|11|274,58996.2,0.587099,17186.0,268496,14.618,True,22.0|274,719
1,8|719|sample|12|274,58996.2,0.251777,17186.5,268496,14.618,True,22.0|274,719
1,8|719|sample|3|274,58996.2,0.190186,168891.0,268496,14.618,True,55.0|274,719
1,8|719|sample|4|274,58996.2,0.482756,168890.0,268496,14.618,True,55.0|274,719
1,8|719|sample|5|274,58996.2,0.242507,168890.0,268496,14.618,True,55.0|274,719
1,8|719|sample|6|274,58996.2,0.478431,168891.0,268496,14.618,True,55.0|274,719
1,8|719|sample|7|274,58996.2,0.665415,2427440.0,268496,14.618,True,32.0|274,719
1,8|719|sample|8|274,58996.2,1.13658,2427440.0,268496,14.618,True,32.0|274,719
1,8|719|sample|9|274,58996.2,0.137382,2427470.0,268496,14.618,True,32.0|274,719
1,8|719|vc|1|2|274,58996.2,-2.50034,4.09508,268496,14.618,False,69.0|274,719
1,8|719|vc|2|2|274,58996.2,-3.22601,4.09513,268496,14.618,False,69.0|274,719
1,8|719|vc|3|2|274,58996.2,-3.55084,4.09509,268496,14.618,False,69.0|274,719
1,8|719|vc|4|2|274,58996.2,-2.58166,4.09506,268496,14.618,False,69.0|274,719
1,8|719|vc|5|2|274,58996.2,-2.86509,4.09507,268496,14.618,False,69.0|274,719
1,8|719|vc|6|2|274,58996.2,-1.81969,4.09496,268496,14.618,False,69.0|274,719
1,8|719|vc|7|2|274,58996.2,-1.53433,4.0949,268496,14.618,False,69.0|274,719
1,8|719|vc|8|2|274,58996.2,-1.04289,4.09497,268496,14.618,False,69.0|274,719
1,8|488|cc|1|1|322,58996.2,-1.31811,0.8014,268496,14.0131,False,69.0|322,488
1,8|488|cc|2|1|322,58996.2,-2.71582,0.801423,268496,14.0131,False,69.0|322,488
1,8|488|cc|3|1|322,58996.2,-2.68991,0.801399,268496,14.0131,False,69.0|322,488
1,8|488|cc|4|1|322,58996.2,-2.37188,0.801412,268496,14.0131,False,69.0|322,488
