id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0.00747322,0,0.0581585,0,0,0,-4.17666e-08,0,3.23085e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0.0216974,0,0.100365,0,0,0,-1.78082e-07,0,3.0397e-07,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,-0.00143639,0,0.21237,0,0,0,-1.78348e-08,0,-2.65865e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0.011165,0,-0.0217824,0,0,0,-3.76004e-09,0,-3.21784e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0.00696812,0,-0.0376298,0,0,0,4.92204e-08,0,5.49824e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0.00725759,0,0.021619,0,0,0,4.28123e-08,0,-3.6864e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0.011134,0,-0.113319,0,0,0,-6.63637e-08,0,8.6166e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0.0026931,0,-0.115662,0,0,0,-1.19659e-08,0,-2.25446e-07,0,0,False,69.0|162,84
8|84|sample|10|162,0,-0.023014,0,-0.888977,0,0,0,-0.0233425,0,-0.896185,0,0,True,32.0|162,84
8|84|sample|11|162,0,0.113792,0,-0.787993,0,0,0,0.0266652,0,-1.01734,0,0,True,22.0|162,84
8|84|sample|12|162,0,-0.0740685,0,-1.09489,0,0,0,-0.0979584,0,-1.12849,0,0,True,22.0|162,84
8|84|sample|3|162,0,0.0271233,0,-1.80534,0,0,0,0.00404824,0,-1.80454,0,0,True,55.0|162,84
8|84|sample|4|162,0,-0.0188061,0,-1.80043,0,0,0,-0.0312207,0,-1.79956,0,0,True,55.0|162,84
8|84|sample|5|162,0,-0.209859,0,-2.29236,0,0,0,-0.23965,0,-2.27535,0,0,True,55.0|162,84
8|84|sample|6|162,0,-0.19886,0,-2.36244,0,0,0,-0.204328,0,-2.30874,0,0,True,55.0|162,84
8|84|sample|7|162,0,0.0764509,0,-0.788928,0,0,0,0.00534684,0,-0.951653,0,0,True,32.0|162,84
8|84|sample|8|162,0,0.0170988,0,-0.851432,0,0,0,-0.00166813,0,-0.922879,0,0,True,32.0|162,84
8|84|sample|9|162,0,0.0983386,0,-0.53342,0,0,0,0.0401618,0,-0.725229,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0.00766928,0,-0.127891,0,0,0,9.88954e-09,0,-3.08582e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0.00377592,0,0.0591435,0,0,0,-5.95554e-08,0,-1.38668e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0.00731598,0,-0.177341,0,0,0,5.13049e-08,0,-5.99529e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0.00438252,0,0.0548161,0,0,0,2.50605e-09,0,-4.66314e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0.0265576,0,-0.101973,0,0,0,-3.34479e-08,0,3.99844e-07,0,0,False,69.0|162,84
