id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0.161509,1.51696,0,0,0,0.115686,1.47658,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0.0471669,0.849788,0,0,0,0.130406,0.917945,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0.0317121,1.53648,0,0,0,0.0284207,1.51758,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-0.118237,1.46281,0,0,0,-0.142558,1.43271,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0.177447,1.2558,0,0,0,0.129968,1.23105,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0.170219,1.19347,0,0,0,0.166336,1.18527,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-0.0121752,1.38128,0,0,0,-0.0380178,1.36914,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0.0101327,1.56819,0,0,0,0.0278667,1.56962,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0.0604893,1.02718,0,0,0,0.0127759,0.984852,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0.0430495,1.22145,0,0,0,0.0458778,1.18181,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-0.0378115,-0.118769,0,0,0,-1.59642e-07,-1.25306e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-0.0181468,-0.0352358,0,0,0,-1.74471e-07,5.00183e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-0.0218565,-0.243906,0,0,0,-1.2546e-08,3.51834e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0.0151706,0.291535,0,0,0,-9.03648e-08,-3.40372e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-0.0125014,-0.137938,0,0,0,-1.02093e-07,1.24122e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0.0185652,0.107424,0,0,0,1.45507e-08,-2.30952e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-0.0168192,-0.0980905,0,0,0,-2.15625e-08,3.64229e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0.0561039,0.0292625,0,0,0,-1.30828e-07,-1.26921e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0.0312343,0.185362,0,0,0,5.1347e-08,-1.81698e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0.00331293,0.148426,0,0,0,-3.41789e-08,-2.01282e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,-0.000729951,0.0585431,0,0,0,1.21149e-07,1.14575e-07,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,-0.0310108,0.152723,0,0,0,2.50237e-08,1.17742e-07,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,-0.0431008,-0.0169294,0,0,0,-6.15518e-08,2.26579e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0.0325209,0.136638,0,0,0,-7.89579e-08,2.72957e-07,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,-0.00812194,-0.00140272,0,0,0,1.09743e-07,1.67889e-08,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,-0.0144368,0.105827,0,0,0,-2.23532e-09,-2.24491e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,-0.742921,4.47374,0,0,0,-0.700356,4.50958,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,-0.719886,4.53906,0,0,0,-0.76909,4.35455,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,-0.748641,3.52596,0,0,0,-0.7903,3.35527,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,-0.866355,3.26267,0,0,0,-0.805455,3.29543,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,-0.100809,-0.951401,0,0,0,-0.0541376,-0.893974,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,-0.0199338,-0.683476,0,0,0,-0.0821143,-0.770773,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,-0.708872,4.57298,0,0,0,-0.712528,4.46794,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,-0.645567,4.74298,0,0,0,-0.712064,4.53717,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,0.0987607,-1.94567,0,0,0,0.186127,-1.87033,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,0.36596,-1.73641,0,0,0,0.273048,-1.82457,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,0.0876959,0.192155,0,0,0,3.31858e-08,-3.00137e-07,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0,-0.0209437,0.297913,0,0,0,-9.18267e-08,5.425e-08,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,0,-0.0478552,0.135754,0,0,0,7.91522e-08,2.59988e-07,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,0,0.0578188,0.220802,0,0,0,1.79565e-09,-4.29735e-07,0,0,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,0,-0.00961995,0.117387,0,0,0,-4.44106e-09,-4.63602e-07,0,0,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,0,-0.00419873,-0.139306,0,0,0,-1.68697e-07,1.41722e-07,0,0,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,0,-0.0220532,0.00919436,0,0,0,-1.32842e-07,5.86962e-07,0,0,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,0,-0.00111501,0.348014,0,0,0,2.98544e-08,3.47907e-07,0,0,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,0,-0.0728725,0.417328,0,0,0,-1.38518e-08,-2.55928e-07,0,0,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,0,-0.011192,0.0940667,0,0,0,2.28387e-07,-4.21487e-07,0,0,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,0,-0.0172933,0.161245,0,0,0,-8.68719e-08,4.95292e-08,0,0,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,0,0.0135725,-0.080937,0,0,0,-4.22676e-08,-1.66128e-07,0,0,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,0,-0.0359094,-0.0381463,0,0,0,3.32332e-08,-1.63918e-07,0,0,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,0,-0.0236294,-0.0246833,0,0,0,-2.64742e-07,-9.53545e-08,0,0,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,0,-0.0406051,0.140655,0,0,0,-5.36638e-08,2.87415e-07,0,0,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,0,-0.0444944,-0.0798101,0,0,0,-4.25115e-08,-3.00608e-07,0,0,False,69.0|71,783
14|491|14|491|sample|10|99|10|99|6.0,0,0.0917982,-2.89443,0,0,0,0.0245991,-3.01189,0,0,True,6.0|99,491
14|491|14|491|sample|9|99|9|99|6.0,0,-0.113208,-3.11612,0,0,0,-0.0423632,-3.02552,0,0,True,6.0|99,491
14|491|14|491|sample|12|99|12|99|6.0,0,-0.528481,-2.18333,0,0,0,-0.492328,-2.08206,0,0,True,6.0|99,491
14|491|14|491|sample|11|99|11|99|6.0,0,-0.497875,-1.69959,0,0,0,-0.482121,-1.7309,0,0,True,6.0|99,491
14|491|14|491|sample|4|99|4|99|44.0,0,-0.0754281,-0.540934,0,0,0,-0.101112,-0.581415,0,0,True,44.0|99,491
14|491|14|491|sample|3|99|3|99|44.0,0,0.039646,-0.337392,0,0,0,-0.00604155,-0.410264,0,0,True,44.0|99,491
14|491|14|491|sample|6|99|6|99|44.0,0,-0.499178,-0.434855,0,0,0,-0.527662,-0.499606,0,0,True,44.0|99,491
14|491|14|491|sample|5|99|5|99|44.0,0,-0.56866,-0.695228,0,0,0,-0.56615,-0.697113,0,0,True,44.0|99,491
14|491|14|491|sample|7|99|7|99|63.0,0,0.133091,-3.64079,0,0,0,-0.0183974,-3.89693,0,0,True,63.0|99,491
14|491|14|491|sample|8|99|8|99|63.0,0,-0.0142843,-3.88791,0,0,0,0.0356427,-3.80999,0,0,True,63.0|99,491
14|491|14|491|cc|1|1|99|1|99|69.0,0,0.0201974,0.125402,0,0,0,9.3538e-08,-2.12904e-07,0,0,False,69.0|99,491
14|491|14|491|cc|2|1|99|1|99|69.0,0,0.00597633,0.0484089,0,0,0,-7.26667e-08,-5.4203e-07,0,0,False,69.0|99,491
