parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
U_pop,118904.99447299,,9096.86633472241,7.65053341538886,101075,136735
beta_U_mean_cc_643_5,25790.4337736582,,15581.2761569935,60.4149441367979,-4748.31,56329.2
beta_U_mean_cc_654_75,2.22349268271898e-07,,nan,nan,nan,nan
beta_U_mean_cc_695_25,-24820.3218068595,,10138.89638615,40.8491737739996,-44692.2,-4948.45
beta_U_mean_cc_713_75,3939.45697998089,,10212.9403480427,259.247414045686,-16077.5,23956.5
beta_U_mean_cc_910_0,-1.41355604624484e-07,,25589.7837588716,18103126386004.7,-50155.1,50155.1
L_pop,675.126966779318,,19.6615393998089,2.91227285640862,636.591,713.663
beta_L_mean_cc_643_5,-31.6279200418488,,25.7119837645894,81.2952092030343,-82.0225,18.7666
beta_L_mean_cc_654_75,-20.3772284050473,,25.4731579163133,125.007961877699,-70.3037,29.5492
beta_L_mean_cc_695_25,20.1105081644653,,25.4461113025994,126.531418771217,-29.763,69.984
beta_L_mean_cc_713_75,1.44769914673144e-08,,32.0088185391822,221101315224.579,-62.7361,62.7361
beta_L_mean_cc_910_0,234.874745891655,,25.4998259757176,10.8567763975274,184.896,284.853
alpha_pop,0.899472677400458,,0.497215973428677,55.2786077800237,0.359134,2.25279
beta_alpha_mean_cc_643_5,-0.276164409962201,,0.817520122696684,296.026603431115,-1.87847,1.32615
beta_alpha_mean_cc_654_75,-24.86885783806,,nan,nan,nan,nan
beta_alpha_mean_cc_695_25,-19.0788740414623,,nan,nan,nan,nan
beta_alpha_mean_cc_713_75,-22.2399108486985,,nan,nan,nan,nan
beta_alpha_mean_cc_910_0,1.08944189528327,,0.462516122786934,42.4544094356378,0.182927,1.99596
acc,46.0499601834304,,39.9833134006268,86.8259456498152,13.1934,160.732
bcc,2.22044604925031e-16,,0.0557550801691103,2.51098558273617e+16,2.78645e-21,1.76941e-11
avc,15682.6478587208,,nan,nan,nan,nan
bvc,2.22044604925031e-16,,0.0490757882833325,2.2101770182573e+16,2.84769e-21,1.73136e-11
