id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mean,eta_h_mean,eta_L_gap_mean,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_f_sd,eta_h_sd,eta_L_gap_sd,mab_virus,run_id
8|1159|8|1159|sample|9|292|9|292|28.0,-2.39461,2.56939e-09,-5.16651e-09,-2.37044,-1.08398e-09,2.15698e-09,-2.36245,2.65565e-13,-6.75016e-14,0.0672049,3.68724e-08,5.17168e-08,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,-2.37224,6.39929e-09,-7.09411e-09,-2.37744,5.23822e-09,-3.14801e-09,-2.38543,1.54765e-13,2.2915e-13,0.0719063,3.16673e-08,4.85391e-08,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,-1.06472,1.46184e-08,4.97238e-09,-1.09326,-3.69035e-09,9.79379e-09,-1.09566,-1.75415e-14,-1.3356e-13,0.0642913,3.65629e-08,4.95517e-08,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,-1.14543,-4.52939e-09,2.86473e-09,-1.1337,-2.63035e-09,8.17841e-09,-1.16082,-1.04361e-14,2.73115e-13,0.074611,3.50048e-08,4.30976e-08,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,0.0820209,-2.38652e-09,8.6491e-10,-0.114999,-9.45667e-10,-7.55233e-09,-2.81823e-07,3.33067e-15,8.27116e-15,2.2023,3.5191e-08,5.40026e-08,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,0.284203,-7.49195e-09,-9.05447e-09,0.225407,1.74679e-09,-3.13558e-09,2.45155e-07,0,7.71605e-15,2.38332,3.55107e-08,5.30096e-08,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,-0.0900058,6.65255e-09,3.36356e-09,-0.327094,-5.45795e-09,8.50666e-09,3.44639e-07,8.88178e-15,-7.21645e-15,2.49209,3.37191e-08,4.81953e-08,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,-0.377658,-9.58288e-11,-1.38961e-09,0.166967,2.8926e-09,1.63435e-09,-2.3882e-07,4.44089e-16,9.60343e-15,2.58193,3.16055e-08,4.76835e-08,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,0.0734493,1.59829e-09,3.31976e-09,-0.00790143,-3.03689e-09,1.07262e-10,3.25033e-08,-3.55271e-15,3.71925e-15,2.51957,3.26503e-08,5.35266e-08,69.0|292,1159
8|1159|8|1159|cc|6|1|292|1|292|69.0,-0.267106,1.76332e-09,9.44076e-10,0.0851794,-5.69708e-11,4.69666e-09,-6.04032e-08,1.17684e-14,1.91513e-15,2.10661,3.28247e-08,4.87782e-08,69.0|292,1159
8|1159|8|1159|cc|7|1|292|1|292|69.0,-0.0723718,2.17878e-09,7.56149e-10,-0.196485,-1.64612e-09,2.03018e-09,-3.02029e-07,1.9984e-15,9.82547e-15,2.44825,3.76295e-08,4.88929e-08,69.0|292,1159
8|1159|8|1159|cc|8|1|292|1|292|69.0,0.26694,-2.464e-09,-5.40966e-09,-0.0152792,2.21369e-09,2.94723e-09,-2.54684e-07,3.55271e-15,-2.55351e-15,2.34031,3.83053e-08,4.75703e-08,69.0|292,1159
8|1159|8|1159|vc|1|2|292|2|292|69.0,0.248026,-5.06453e-09,-5.6801e-09,0.381167,-2.0317e-09,-4.7273e-09,3.39016e-07,-8.88178e-16,5.32907e-15,2.49415,3.69313e-08,4.68759e-08,69.0|292,1159
8|1159|8|1159|vc|2|2|292|2|292|69.0,-0.355544,4.98945e-09,9.39443e-11,-0.191466,2.1488e-09,-1.96041e-09,5.56447e-08,7.77156e-15,7.02216e-15,2.60337,3.27138e-08,5.22492e-08,69.0|292,1159
8|1159|8|1159|vc|3|2|292|2|292|69.0,-0.361746,1.47183e-09,5.42426e-09,-0.14391,2.97775e-09,1.42886e-09,-7.50408e-07,-7.54952e-15,1.65978e-14,2.54645,3.38181e-08,4.85427e-08,69.0|292,1159
8|1159|8|1159|vc|4|2|292|2|292|69.0,0.0535401,1.64723e-09,-2.37383e-09,0.157513,-3.15281e-09,-4.02541e-11,-2.35738e-07,2.66454e-15,5.30131e-15,2.35478,3.24209e-08,4.86674e-08,69.0|292,1159
8|1159|8|1159|vc|5|2|292|2|292|69.0,0.0906453,-6.86242e-10,1.1207e-08,-0.0803906,5.19101e-10,5.59799e-09,3.63418e-07,-2.44249e-15,-2.08167e-15,2.48003,3.74058e-08,5.18094e-08,69.0|292,1159
8|1159|8|1159|vc|6|2|292|2|292|69.0,0.268536,3.98986e-09,2.41983e-09,-0.0938238,2.24722e-09,-1.77414e-09,7.21375e-08,2.66454e-15,1.88738e-14,2.46522,3.26175e-08,5.40882e-08,69.0|292,1159
8|1159|8|1159|vc|7|2|292|2|292|69.0,0.235009,-2.55598e-09,4.21909e-09,0.295333,-1.00579e-09,-2.82739e-10,-5.3453e-07,4.44089e-16,1.31006e-14,2.3239,3.29237e-08,4.90989e-08,69.0|292,1159
8|1159|8|1159|vc|8|2|292|2|292|69.0,-0.157098,-1.97151e-09,-5.85312e-10,-0.0409128,-7.26734e-10,-7.89132e-09,-1.27414e-07,4.88498e-15,-1.80411e-15,2.59418,3.18699e-08,5.07675e-08,69.0|292,1159
8|1197|8|1197|sample|7|103|7|103|65.0,-3.55983,3.71433e-10,1.36679e-09,-3.55812,2.54949e-09,-4.11175e-09,-3.55984,2.9754e-13,-7.4607e-14,0.0889353,3.67033e-08,5.12457e-08,65.0|103,1197
8|1197|8|1197|sample|8|103|8|103|65.0,-3.53979,4.11441e-09,-1.83133e-09,-3.5202,3.65745e-09,2.37379e-09,-3.55751,-2.37588e-13,-4.23661e-13,0.0729059,3.45842e-08,4.96829e-08,65.0|103,1197
8|1197|8|1197|sample|6|103|6|103|65.0,-3.64527,-4.63863e-09,-4.03132e-09,-3.62611,-2.4971e-10,-9.42554e-10,-3.63597,-1.45772e-13,1.20792e-13,0.0647753,3.57919e-08,5.47312e-08,65.0|103,1197
8|1197|8|1197|sample|5|103|5|103|65.0,-3.53128,1.61206e-09,1.11762e-08,-3.54867,7.92993e-09,-3.20046e-09,-3.55371,9.79217e-14,-1.5099e-13,0.0427217,2.83562e-08,4.23802e-08,65.0|103,1197
8|1197|8|1197|sample|12|103|12|103|28.0,-3.90766,5.69834e-09,-1.17433e-09,-3.88083,5.70284e-10,6.20398e-09,-3.91635,5.79536e-14,-3.90354e-13,0.0702044,4.02262e-08,5.46432e-08,28.0|103,1197
8|1197|8|1197|sample|10|103|10|103|28.0,-3.67136,-5.08967e-09,3.49349e-09,-3.70703,7.48631e-09,1.90527e-09,-3.70359,1.86517e-14,-2.52687e-13,0.0676033,3.47435e-08,5.47221e-08,28.0|103,1197
8|1197|8|1197|sample|9|103|9|103|28.0,-3.66722,-1.76025e-09,1.03559e-08,-3.66913,1.72754e-09,8.4433e-09,-3.67699,5.86531e-13,1.14619e-12,0.0630374,3.30934e-08,4.58003e-08,28.0|103,1197
8|1197|8|1197|sample|3|103|3|103|22.0,-3.66649,-8.08734e-09,-8.89757e-09,-3.67082,4.56329e-09,-7.5546e-09,-3.67582,9.41469e-14,-8.76632e-13,0.0884446,3.15599e-08,4.68687e-08,22.0|103,1197
8|1197|8|1197|sample|4|103|4|103|22.0,-3.78377,9.23447e-09,-1.50116e-09,-3.75121,-1.18386e-09,-2.12847e-10,-3.77044,-1.22125e-13,-6.17284e-13,0.0766303,3.24554e-08,4.74232e-08,22.0|103,1197
8|1197|8|1197|sample|11|103|11|103|28.0,-3.95136,2.6837e-09,-5.08052e-09,-3.96209,5.9322e-09,-1.26358e-09,-3.97727,-1.74305e-13,-2.7045e-13,0.0513484,3.19494e-08,5.15846e-08,28.0|103,1197
8|1197|8|1197|cc|1|1|103|1|103|69.0,0.0434228,3.53487e-09,7.41737e-09,-0.036513,1.60074e-09,-4.69197e-11,-4.32468e-07,7.54952e-15,-7.99361e-15,2.44841,2.9006e-08,5.12771e-08,69.0|103,1197
8|1197|8|1197|cc|2|1|103|1|103|69.0,0.0487609,-3.5893e-09,-2.20881e-09,0.16349,-5.03455e-09,3.09486e-09,-1.02819e-06,-8.32667e-15,-4.44089e-15,2.38973,3.68329e-08,5.32019e-08,69.0|103,1197
8|1197|8|1197|cc|3|1|103|1|103|69.0,0.0529454,-3.03018e-09,-8.44707e-09,-0.0602994,-2.65661e-09,4.86784e-09,2.72553e-07,-5.77316e-15,3.10862e-15,2.18327,3.38946e-08,4.8406e-08,69.0|103,1197
8|1197|8|1197|cc|4|1|103|1|103|69.0,0.339242,-5.60383e-09,3.9955e-09,0.0585974,1.9479e-09,3.96439e-09,-2.17764e-07,-2.22045e-16,-1.33227e-14,2.65003,3.33333e-08,4.91556e-08,69.0|103,1197
8|1197|8|1197|cc|5|1|103|1|103|69.0,-0.321916,-1.53927e-10,4.04501e-09,0.10238,2.52062e-09,3.40323e-09,2.13054e-08,5.55112e-16,-7.54952e-15,2.48507,3.75635e-08,4.97294e-08,69.0|103,1197
8|1197|8|1197|cc|6|1|103|1|103|69.0,-0.137256,8.8832e-09,7.34986e-09,0.197643,-7.23943e-10,-3.29173e-09,7.83013e-08,-6.66134e-15,2.22045e-14,2.33319,3.59618e-08,4.96408e-08,69.0|103,1197
8|1197|8|1197|cc|7|1|103|1|103|69.0,0.187309,9.83084e-10,-1.84923e-09,-0.239201,-4.0661e-09,2.78875e-09,3.2665e-08,8.88178e-15,-6.66134e-15,2.68788,3.45308e-08,5.66139e-08,69.0|103,1197
8|1197|8|1197|cc|8|1|103|1|103|69.0,0.0291997,1.63925e-09,-6.29065e-09,0.0184371,4.10818e-09,-6.54244e-09,2.84778e-07,8.88178e-16,-3.10862e-15,2.36262,3.0304e-08,5.23074e-08,69.0|103,1197
8|1197|8|1197|vc|1|2|103|2|103|69.0,0.0886595,3.19277e-09,2.36554e-09,0.128133,-2.54313e-09,8.71107e-09,5.56356e-07,-3.88578e-15,1.5099e-14,2.59694,3.31186e-08,5.34131e-08,69.0|103,1197
8|1197|8|1197|vc|2|2|103|2|103|69.0,0.202513,-6.68254e-09,4.87775e-09,-0.0494667,3.32172e-09,6.39077e-09,3.3086e-07,-1.55431e-15,2.22045e-15,2.47797,3.55837e-08,4.95793e-08,69.0|103,1197
8|1197|8|1197|vc|3|2|103|2|103|69.0,0.110128,1.11602e-09,-6.61965e-09,-0.128451,-4.05751e-10,-2.55576e-10,-5.98407e-07,5.9952e-15,5.77316e-15,2.3695,3.50839e-08,5.04564e-08,69.0|103,1197
8|1197|8|1197|vc|4|2|103|2|103|69.0,0.333672,8.86803e-10,-1.14374e-09,-0.02715,3.19403e-10,4.35521e-09,2.66074e-07,-2.44249e-15,1.90958e-14,2.41579,3.51123e-08,5.12764e-08,69.0|103,1197
8|1197|8|1197|vc|5|2|103|2|103|69.0,-0.289004,2.22176e-09,9.33099e-09,0.126516,-1.83031e-09,8.54945e-09,-7.13547e-08,5.77316e-15,-9.32587e-15,2.44796,3.33574e-08,4.97335e-08,69.0|103,1197
8|1197|8|1197|vc|6|2|103|2|103|69.0,-0.0278293,-8.48784e-11,-9.18095e-10,-0.11217,1.26006e-09,-4.56108e-09,1.59521e-08,3.33067e-15,1.02141e-14,2.34563,3.28639e-08,4.58243e-08,69.0|103,1197
8|1197|8|1197|vc|7|2|103|2|103|69.0,-0.260066,1.48524e-09,-1.67741e-09,-0.115309,1.41064e-09,7.59167e-09,-1.68595e-07,4.44089e-15,9.32587e-15,2.28772,3.34863e-08,5.01664e-08,69.0|103,1197
8|1197|8|1197|vc|8|2|103|2|103|69.0,-0.00402059,-1.69531e-09,1.84507e-09,-0.116756,4.67106e-09,-1.48282e-09,-4.35355e-07,6.66134e-15,-3.10862e-15,2.4984,3.86769e-08,5.06122e-08,69.0|103,1197
