rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,208.388,0.669134,44.5632,-3.6507,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,208.388,0.669134,44.5632,-3.95184,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,208.388,0.669134,44.5632,-3.87191,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,208.388,0.669134,44.5632,-3.81107,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,208.388,0.669134,44.5632,-3.85272,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,208.388,0.669134,44.5632,-3.70257,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,208.388,0.669134,44.5632,-3.93645,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,208.388,0.669134,44.5632,-3.66994,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,208.388,0.669134,44.5632,-3.93897,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,208.388,0.669134,44.5632,-4.07817,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,208.393,0.609462,208.058,-3.79508,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,208.393,0.609462,208.058,-3.83391,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,208.393,0.609462,208.058,-3.97243,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,208.393,0.609462,208.058,-4.07893,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,208.393,0.609462,208.058,-3.53545,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,208.393,0.609462,208.058,-3.91252,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,208.393,0.609462,208.058,-3.83298,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,208.393,0.609462,208.058,-3.96994,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,208.393,0.609462,208.058,-3.70245,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,208.393,0.609462,208.058,-4.10461,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,208.393,0.609462,208.058,-3.80509,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,208.393,0.609462,208.058,-3.91833,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,208.393,0.609462,208.058,-3.67423,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,208.393,0.609462,208.058,-4.26086,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,208.393,0.609462,208.058,-4.32072,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,208.393,0.609462,208.058,-3.92591,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,208.388,0.515011,28.684,5.72535,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,208.388,0.515011,28.684,5.48651,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,208.388,0.515011,28.684,5.75112,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,208.388,0.515011,28.684,5.91315,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,208.388,0.793477,208.058,5.42036,28.0|322,152
