rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.08971e-08,5.20004e-08,1.10036,2.66408e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,8.79764e-09,-4.29218e-09,1.45038,-2.50117e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,2.24767e-08,-4.22554e-08,1.01416,-1.83749e-09,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-8.84146e-09,6.55782e-08,0.949578,-2.0487e-08,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.04858e-08,2.70194e-08,1.23306,3.31104e-08,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-4.14008e-08,-4.25119e-08,1.31511,3.72169e-08,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-2.45166e-08,-1.18827e-08,1.10161,-6.93252e-08,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,3.16727e-08,6.44253e-09,0.91503,-8.48943e-09,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,8.44254e-09,-4.28605e-09,1.32247,-2.03094e-08,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-8.45288e-09,3.08438e-08,1.25042,6.38728e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.54787e-08,-1.953e-08,0.883063,-2.72196e-08,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-3.0763e-09,-3.60344e-09,-2.29662,7.45896e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-1.09536e-08,-3.96105e-08,1.02011,2.64172e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.85622e-08,-1.96015e-08,-0.632332,2.16272e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,3.94053e-09,3.24684e-08,0.107397,-2.06145e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-1.36408e-09,1.00229e-07,0.271494,-6.20417e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-1.77128e-08,8.4302e-08,-0.508783,-8.1158e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,5.36973e-09,1.31035e-08,-0.170732,-1.28475e-07,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,2.23128e-08,-3.35409e-08,0.141993,5.59583e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,9.58388e-09,7.01129e-09,-1.2927,2.32205e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,-1.43586e-08,-1.03865e-08,0.591469,-6.66109e-09,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,4.31679e-09,1.16576e-08,0.503012,-3.48387e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-2.89483e-08,4.42221e-08,-0.869513,-4.8709e-08,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,4.98947e-09,1.20172e-08,-1.02405,-2.06267e-09,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-1.30301e-08,-2.44861e-09,-1.87589,1.31931e-08,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-2.74445e-09,-3.09015e-08,-0.22633,4.4798e-08,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,-8.33004e-09,8.31972e-08,1.07115,-5.90036e-08,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,-7.39015e-09,-4.45408e-08,1.05738,-3.16067e-08,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,8.70329e-10,6.2893e-08,0.996384,-4.21591e-08,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,-1.246e-08,5.3953e-08,1.08039,-4.31959e-08,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,-1.1257e-09,-3.36888e-08,1.15075,-7.25593e-09,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,-1.84741e-08,-2.83335e-08,1.04361,6.92185e-09,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,1.54405e-08,-1.55006e-08,1.12862,3.00421e-08,28.0|322,152
