id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0.0010172,449.801,1.40294,1.73123,2794.56,11.1216,0.00103117,446.806,1.35124,1.83384,2805.84,11.1176,True,70.0|274,411
9|411|sample|3|274,0.0010172,449.801,1.34862,3.35236,2794.56,11.1216,0.00103117,446.806,1.40976,3.09749,2805.84,11.1176,True,70.0|274,411
9|411|sample|5|274,0.0010172,449.801,1.38351,1.62061,2794.56,11.1216,0.00103117,446.806,1.30004,1.744,2805.84,11.1176,True,70.0|274,411
9|411|sample|6|274,0.0010172,449.801,1.3165,1.63854,2794.56,11.1216,0.00103117,446.806,1.26301,1.7514,2805.84,11.1176,True,70.0|274,411
9|411|sample|8|274,0.0010172,449.801,1.32809,2.40515,2794.56,11.1216,0.00103117,446.806,1.33371,2.41831,2805.84,11.1176,True,70.0|274,411
9|411|sample|7|274,0.0010172,449.801,1.40282,2.36732,2794.56,11.1216,0.00103117,446.806,1.3713,2.49873,2805.84,11.1176,True,70.0|274,411
9|411|sample|9|274,0.0010172,449.801,1.40113,1.81946,2794.56,11.1216,0.00103117,446.806,1.34517,1.87868,2805.84,11.1176,True,70.0|274,411
9|411|sample|10|274,0.0010172,449.801,1.30834,1.67036,2794.56,11.1216,0.00103117,446.806,1.31341,1.63998,2805.84,11.1176,True,70.0|274,411
9|411|sample|12|274,0.0010172,449.801,1.35502,2.64501,2794.56,11.1216,0.00103117,446.806,1.30048,2.78183,2805.84,11.1176,True,70.0|274,411
9|411|sample|11|274,0.0010172,449.801,1.31708,2.49259,2794.56,11.1216,0.00103117,446.806,1.28127,2.56632,2805.84,11.1176,True,70.0|274,411
9|411|cc|1|1|274,0.0010172,449.801,1.84963,0.0452494,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|cc|2|1|274,0.0010172,449.801,1.83743,0.0522522,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|cc|3|1|274,0.0010172,449.801,1.88839,0.0361546,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|cc|4|1|274,0.0010172,449.801,1.90122,0.0295157,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|cc|5|1|274,0.0010172,449.801,1.89512,0.048891,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|cc|6|1|274,0.0010172,449.801,1.91807,0.0383134,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|cc|7|1|274,0.0010172,449.801,1.89982,0.253528,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|cc|8|1|274,0.0010172,449.801,1.9347,0.0355736,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|vc|1|2|274,0.0010172,449.801,1.93746,0.0464178,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|vc|2|2|274,0.0010172,449.801,1.91732,0.0311867,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|vc|3|2|274,0.0010172,449.801,1.8918,0.0748071,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|vc|4|2|274,0.0010172,449.801,1.8651,0.10902,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|vc|5|2|274,0.0010172,449.801,1.87915,0.0317651,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|vc|6|2|274,0.0010172,449.801,1.82868,0.0318937,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
9|411|vc|7|2|274,0.0010172,449.801,1.91818,0.0378156,2794.56,11.1216,0.00103117,446.806,1.87683,0.00351513,2805.84,11.1176,False,69.0|274,411
