rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0,0,-0.0235821,-1.49078,0,0,True,70.0|274,411
1,9|411|sample|3|274,0,0,0.175197,-1.17475,0,0,True,70.0|274,411
1,9|411|sample|5|274,0,0,-0.0290652,-1.51678,0,0,True,70.0|274,411
1,9|411|sample|6|274,0,0,-0.0804058,-1.39215,0,0,True,70.0|274,411
1,9|411|sample|8|274,0,0,0.193038,-1.38029,0,0,True,70.0|274,411
1,9|411|sample|7|274,0,0,-0.0668182,-1.16333,0,0,True,70.0|274,411
1,9|411|sample|9|274,0,0,0.184197,-1.72826,0,0,True,70.0|274,411
1,9|411|sample|10|274,0,0,0.228261,-1.70376,0,0,True,70.0|274,411
1,9|411|sample|12|274,0,0,0.10829,-1.2798,0,0,True,70.0|274,411
1,9|411|sample|11|274,0,0,-0.0252021,-1.06174,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,0,0,0.360545,-2.43695,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,0,0,0.267138,-1.23074,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,0,0,0.502002,1.81788,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,0,0,0.5746,-0.415778,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,0,0,0.29722,1.38847,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,0,0,0.591507,-3.32623,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,0,0,-0.162572,-0.454934,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,0,0,0.19911,1.99833,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,0,0,0.296771,-1.0294,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0,0,0.613903,0.619479,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,0,0,-0.343998,-1.18392,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,0,0,-0.589687,-0.240101,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,0,0,-0.0769554,1.83109,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,0,0,-0.288116,-0.380799,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,0,0,0.45594,2.57829,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,0,0,-0.835237,1.22801,0,0,False,69.0|274,411
1,14|783|sample|3|71,0,0,-0.601816,-4.58762,0,0,True,6.0|71,783
1,14|783|sample|4|71,0,0,-0.652227,-4.31405,0,0,True,6.0|71,783
1,14|783|sample|5|71,0,0,-0.495632,-3.53944,0,0,True,6.0|71,783
1,14|783|sample|6|71,0,0,-0.608308,-3.36637,0,0,True,6.0|71,783
1,14|783|sample|7|71,0,0,-0.206126,0.890474,0,0,True,6.0|71,783
1,14|783|sample|8|71,0,0,-0.00605296,0.78492,0,0,True,6.0|71,783
