id,importanceSampling
411|4,135.283058
411|3,142.479414
411|5,160.645243
411|6,163.404281
411|8,136.740050
411|7,137.316975
411|9,157.236481
411|10,162.654519
411|12,136.126461
411|11,134.818525
411|1,312.672989
411|2,147.517370
152|8,145.464247
152|7,145.567804
152|6,152.920072
152|5,119.801067
152|12,140.643656
152|11,107.094085
152|10,145.696844
152|9,148.709836
152|3,147.162892
152|4,114.975688
152|1,340.398790
152|2,151.621254
1056|8,143.751727
1056|7,144.705829
1056|6,149.985989
1056|5,149.174835
1056|12,171.467111
1056|11,167.935957
1056|10,164.393377
1056|9,163.266973
1056|4,144.623354
1056|3,143.686669
1056|1,340.845353
1056|2,163.738583
462|6,168.693848
462|5,137.530346
462|4,174.887697
462|3,174.264787
462|9,139.716618
462|10,141.727588
462|7,151.992545
462|8,151.440660
462|11,161.150068
462|12,168.302954
462|1,339.270225
462|2,162.184480
1159|8,152.560143
1159|7,124.953966
1159|5,162.051913
1159|6,161.397994
1159|11,179.927921
1159|12,186.051565
1159|9,178.366361
1159|10,181.234431
1159|4,155.696139
1159|3,124.190176
1159|1,339.273181
1159|2,158.685140
1197|7,132.378353
1197|8,131.605496
1197|6,139.416677
1197|5,139.283060
1197|12,134.085807
1197|10,141.215315
1197|9,139.188268
1197|3,100.220447
1197|4,132.715593
1197|11,134.035976
1197|1,339.359163
1197|2,159.035403
