id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,6.47483e-05,1.69116,0.68744,0.126799,0.875275,4.11398e-05,1.58015,0.601785,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,5.65741e-05,1.60788,0.344597,0.126799,0.875275,4.11399e-05,1.60372,0.346819,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,6.58415e-05,1.29433,0.519059,0.126799,0.875275,4.11399e-05,1.4739,0.616829,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,7.35689e-05,1.2486,0.55291,0.126799,0.875275,4.11399e-05,1.3147,0.567337,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,7.06862e-05,1.54744,0.451959,0.126799,0.875275,4.11399e-05,1.59174,0.468715,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,6.01115e-05,1.59511,0.437764,0.126799,0.875275,4.11398e-05,1.62927,0.448586,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,5.73655e-05,1.38417,0.511371,0.126799,0.875275,4.11399e-05,1.42178,0.537285,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,5.6726e-05,1.48687,0.672822,0.126799,0.875275,4.11399e-05,1.47664,0.656674,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,5.92114e-05,1.53046,0.386999,0.126799,0.875275,4.11399e-05,1.48849,0.377595,0.127268,0.878433,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,5.92104e-05,1.61437,0.508411,0.126799,0.875275,4.11399e-05,1.51317,0.449059,0.127268,0.878433,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.000242114,2.89161,2129.76,0.126799,0.875275,0.000150832,2.5038,188.603,0.127268,0.878433,False,69.0|274,411
