id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,-0.361713,0,0,0,0,0,7.24065e-08,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,-0.281693,0,0,0,0,0,1.26272e-07,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0.0402204,0,0,0,0,0,1.33504e-07,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0.0796439,0,0,0,0,0,2.50238e-07,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-0.131429,0,0,0,0,0,7.91197e-08,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0.27085,0,0,0,0,0,8.65549e-08,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-0.135101,0,0,0,0,0,-2.33772e-07,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0.431049,0,0,0,0,0,-1.21938e-07,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,-1.23635,0,0,0,0,0,-0.269515,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,-0.929175,0,0,0,0,0,-0.0328422,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,-1.17187,0,0,0,0,0,-0.2242,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,-0.0190286,0,0,0,0,0,0.0645509,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-0.235943,0,0,0,0,0,0.0417758,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,-0.217922,0,0,0,0,0,0.0750577,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0.00187919,0,0,0,0,0,0.120017,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0.133913,0,0,0,0,0,0.531604,0,0,0,0,True,32.0|162,84
