id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,5.3389e-09,0,-9.37535e-10,0,0,0,-3.35483e-11,0,-9.01856e-12,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,1.13303e-08,0,-1.76995e-09,0,0,0,-6.58318e-11,0,-3.17915e-11,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,1.73179e-09,0,-1.27881e-09,0,0,0,1.16778e-11,0,-4.86562e-11,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,8.71933e-09,0,5.56875e-09,0,0,0,-6.01474e-12,0,-6.42926e-11,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-6.10008e-09,0,4.29923e-09,0,0,0,-2.02718e-11,0,-3.52038e-11,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-1.11608e-09,0,-4.37027e-09,0,0,0,3.1168e-11,0,2.87033e-11,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-7.45466e-09,0,3.68512e-09,0,0,0,-1.38947e-11,0,-2.63034e-11,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,-2.13594e-09,0,-5.54764e-09,0,0,0,2.12772e-11,0,-4.25562e-11,0,0,False,69.0|162,84
8|84|sample|10|162,0,9.88902e-10,0,5.01953e-09,0,0,0,-8.49241e-11,0,-7.6299e-12,0,0,True,32.0|162,84
8|84|sample|11|162,0,-2.8861e-09,0,-1.15364e-09,0,0,0,3.2685e-11,0,-5.68379e-12,0,0,True,22.0|162,84
8|84|sample|12|162,0,3.57593e-09,0,3.82397e-09,0,0,0,-1.82681e-11,0,-3.28161e-11,0,0,True,22.0|162,84
8|84|sample|3|162,0,1.71976e-08,0,-7.51396e-09,0,0,0,-1.49676e-11,0,-2.91847e-11,0,0,True,55.0|162,84
8|84|sample|4|162,0,7.42137e-09,0,9.00028e-09,0,0,0,1.12266e-12,0,-3.85731e-11,0,0,True,55.0|162,84
8|84|sample|5|162,0,2.29581e-09,0,-3.79038e-09,0,0,0,-2.89653e-11,0,-2.36473e-11,0,0,True,55.0|162,84
8|84|sample|6|162,0,-1.20429e-08,0,-8.26221e-10,0,0,0,4.9603e-11,0,4.12759e-11,0,0,True,55.0|162,84
8|84|sample|7|162,0,-1.51253e-08,0,-4.26461e-09,0,0,0,-1.76037e-12,0,-3.5987e-11,0,0,True,32.0|162,84
8|84|sample|8|162,0,-3.40713e-09,0,4.70841e-09,0,0,0,-1.06489e-10,0,-4.61875e-12,0,0,True,32.0|162,84
8|84|sample|9|162,0,9.09893e-09,0,5.2928e-09,0,0,0,-6.82068e-11,0,5.57421e-12,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-9.54901e-10,0,6.39527e-10,0,0,0,6.30713e-11,0,-1.12976e-12,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,1.27208e-09,0,3.47249e-09,0,0,0,4.62883e-11,0,-3.69305e-12,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-2.68188e-09,0,5.40626e-09,0,0,0,1.17417e-11,0,-2.52474e-11,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-1.23908e-08,0,-8.15849e-10,0,0,0,-1.30527e-11,0,2.5226e-11,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,-3.5812e-09,0,-5.8017e-09,0,0,0,1.28217e-11,0,-2.5139e-11,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,-2.86908e-09,0,-2.75405e-09,0,0,0,2.24425e-11,0,-1.1565e-11,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,-3.80584e-09,0,-4.2189e-10,0,0,0,1.30065e-11,0,-3.05977e-11,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-6.56854e-09,0,6.81514e-09,0,0,0,4.62705e-11,0,1.78755e-11,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,6.48566e-09,0,2.7762e-09,0,0,0,-1.37469e-10,0,-5.8451e-12,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,-6.78022e-09,0,5.52733e-09,0,0,0,-2.92104e-11,0,1.48002e-11,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,3.76989e-09,0,-8.70879e-10,0,0,0,-4.30127e-11,0,5.58975e-12,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,4.52415e-09,0,-4.37049e-10,0,0,0,3.43903e-11,0,1.50968e-11,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,-1.86077e-09,0,5.16457e-10,0,0,0,2.21263e-11,0,2.98201e-11,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,-6.47713e-09,0,-4.9432e-09,0,0,0,5.12301e-11,0,1.29332e-11,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,-1.1179e-08,0,3.92151e-09,0,0,0,4.86367e-11,0,1.02736e-11,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,1.25973e-09,0,3.68898e-09,0,0,0,-8.95284e-11,0,1.50018e-11,0,0,False,69.0|274,719
8|719|sample|10|274,0,1.50606e-08,0,2.05003e-10,0,0,0,9.89147e-11,0,2.46283e-11,0,0,True,32.0|274,719
8|719|sample|11|274,0,-2.27278e-09,0,3.99464e-09,0,0,0,6.10356e-12,0,-2.31348e-11,0,0,True,22.0|274,719
8|719|sample|12|274,0,-1.19903e-08,0,-1.33214e-09,0,0,0,3.06031e-11,0,3.2395e-11,0,0,True,22.0|274,719
8|719|sample|3|274,0,-1.00877e-08,0,-5.0405e-09,0,0,0,-6.72884e-12,0,2.67385e-11,0,0,True,55.0|274,719
8|719|sample|4|274,0,-5.68948e-09,0,3.07711e-09,0,0,0,-7.05072e-11,0,-3.17456e-11,0,0,True,55.0|274,719
8|719|sample|5|274,0,2.75852e-09,0,-1.16475e-09,0,0,0,-5.35039e-11,0,2.3977e-11,0,0,True,55.0|274,719
8|719|sample|6|274,0,-3.2921e-09,0,2.94885e-09,0,0,0,3.24007e-11,0,1.83729e-11,0,0,True,55.0|274,719
8|719|sample|7|274,0,-4.61504e-09,0,3.56967e-09,0,0,0,3.89839e-11,0,6.78568e-12,0,0,True,32.0|274,719
8|719|sample|8|274,0,-1.06219e-08,0,-1.75664e-09,0,0,0,3.26956e-11,0,-1.79248e-11,0,0,True,32.0|274,719
8|719|sample|9|274,0,1.14364e-09,0,7.43945e-09,0,0,0,4.55671e-11,0,1.53841e-11,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,-2.8527e-09,0,-2.53107e-09,0,0,0,-3.35234e-11,0,-2.32587e-11,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,-1.16735e-08,0,-5.89234e-09,0,0,0,-4.65263e-11,0,1.75739e-11,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,-8.06118e-09,0,-3.89199e-09,0,0,0,-4.35563e-12,0,3.53748e-11,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,-4.35212e-09,0,-2.23162e-09,0,0,0,3.0564e-11,0,1.74127e-11,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,-2.58756e-09,0,-8.49905e-09,0,0,0,4.92157e-11,0,-1.67959e-11,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,-4.38827e-09,0,1.72971e-10,0,0,0,6.27693e-11,0,-1.14753e-11,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,4.43819e-09,0,-4.07838e-09,0,0,0,-3.80069e-11,0,-2.43126e-11,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,4.02832e-09,0,-4.21443e-09,0,0,0,-6.18172e-13,0,2.13372e-11,0,0,False,69.0|274,719
8|488|cc|1|1|322,0,-4.80202e-09,0,-1.36247e-09,0,0,0,6.93632e-11,0,-7.29439e-12,0,0,False,69.0|322,488
8|488|cc|2|1|322,0,-1.7172e-09,0,-7.08886e-09,0,0,0,-8.67928e-12,0,-1.1493e-11,0,0,False,69.0|322,488
8|488|cc|3|1|322,0,7.84919e-09,0,3.38712e-10,0,0,0,1.30541e-10,0,8.23164e-12,0,0,False,69.0|322,488
8|488|cc|4|1|322,0,-7.91744e-09,0,4.24685e-09,0,0,0,3.28093e-11,0,2.02205e-11,0,0,False,69.0|322,488
8|488|cc|5|1|322,0,7.94366e-09,0,-2.41078e-10,0,0,0,3.06066e-11,0,2.5119e-11,0,0,False,69.0|322,488
8|488|cc|6|1|322,0,3.06585e-09,0,6.07877e-09,0,0,0,-4.97344e-11,0,7.52332e-12,0,0,False,69.0|322,488
8|488|cc|7|1|322,0,-6.07727e-09,0,1.96196e-09,0,0,0,-4.34817e-11,0,-4.11269e-11,0,0,False,69.0|322,488
8|488|cc|8|1|322,0,-1.435e-09,0,2.86681e-09,0,0,0,-2.143e-11,0,-7.92966e-12,0,0,False,69.0|322,488
8|488|sample|10|322,0,1.73411e-09,0,-1.00298e-09,0,0,0,-4.01208e-11,0,1.89977e-11,0,0,True,32.0|322,488
8|488|sample|11|322,0,6.09982e-09,0,-1.05359e-09,0,0,0,-3.20028e-11,0,-2.18412e-11,0,0,True,22.0|322,488
8|488|sample|12|322,0,-9.01416e-09,0,-2.21488e-09,0,0,0,2.16929e-11,0,2.82052e-11,0,0,True,22.0|322,488
8|488|sample|3|322,0,-3.25254e-09,0,6.70507e-10,0,0,0,5.37526e-12,0,3.23985e-11,0,0,True,55.0|322,488
8|488|sample|4|322,0,1.0084e-08,0,-3.91817e-09,0,0,0,-3.68736e-11,0,-1.96139e-11,0,0,True,55.0|322,488
8|488|sample|5|322,0,-8.19823e-09,0,1.3872e-10,0,0,0,6.83791e-11,0,-5.27332e-11,0,0,True,55.0|322,488
8|488|sample|6|322,0,5.25687e-10,0,3.45015e-09,0,0,0,3.25144e-11,0,2.39622e-11,0,0,True,55.0|322,488
8|488|sample|7|322,0,5.54269e-09,0,-4.64141e-09,0,0,0,-1.1422e-11,0,2.40803e-11,0,0,True,32.0|322,488
8|488|sample|8|322,0,-1.28771e-09,0,3.6377e-09,0,0,0,-4.45404e-11,0,5.77705e-12,0,0,True,32.0|322,488
8|488|sample|9|322,0,8.32163e-09,0,-7.54698e-10,0,0,0,-2.86864e-11,0,4.43096e-11,0,0,True,32.0|322,488
8|488|vc|1|2|322,0,-1.00635e-08,0,5.51551e-09,0,0,0,-5.39764e-11,0,1.39788e-11,0,0,False,69.0|322,488
8|488|vc|2|2|322,0,-5.80244e-09,0,8.68084e-10,0,0,0,4.7681e-11,0,-2.64022e-11,0,0,False,69.0|322,488
8|488|vc|3|2|322,0,8.52368e-09,0,-4.49306e-09,0,0,0,-4.60858e-11,0,6.56142e-13,0,0,False,69.0|322,488
8|488|vc|4|2|322,0,4.73606e-09,0,-3.82091e-09,0,0,0,2.15614e-11,0,-1.68165e-11,0,0,False,69.0|322,488
8|488|vc|5|2|322,0,-1.6187e-09,0,-3.48348e-09,0,0,0,-4.30767e-11,0,-2.1936e-11,0,0,False,69.0|322,488
8|488|vc|6|2|322,0,2.77198e-10,0,-2.24645e-09,0,0,0,-1.75113e-11,0,3.04159e-11,0,0,False,69.0|322,488
8|488|vc|7|2|322,0,1.88511e-09,0,-4.1681e-09,0,0,0,2.77467e-11,0,4.6253e-11,0,0,False,69.0|322,488
8|488|vc|8|2|322,0,-1.72429e-09,0,9.34035e-10,0,0,0,3.08127e-11,0,-3.31668e-12,0,0,False,69.0|322,488
8|847|cc|1|1|69,0,-8.38374e-09,0,-2.7904e-09,0,0,0,8.75424e-11,0,-2.0687e-11,0,0,False,69.0|69,847
8|847|cc|2|1|69,0,4.75253e-09,0,6.12225e-09,0,0,0,-9.35785e-12,0,2.69553e-11,0,0,False,69.0|69,847
8|847|cc|3|1|69,0,-5.43703e-09,0,-8.74128e-10,0,0,0,3.78755e-11,0,1.07092e-11,0,0,False,69.0|69,847
8|847|cc|4|1|69,0,6.28129e-09,0,-4.04983e-09,0,0,0,-3.87974e-11,0,-1.03646e-11,0,0,False,69.0|69,847
8|847|cc|5|1|69,0,2.90045e-09,0,-6.80397e-10,0,0,0,3.21609e-11,0,-3.05267e-12,0,0,False,69.0|69,847
8|847|cc|6|1|69,0,-1.07915e-09,0,-1.89883e-09,0,0,0,1.08678e-11,0,4.31277e-11,0,0,False,69.0|69,847
8|847|cc|7|1|69,0,1.61718e-09,0,2.92414e-09,0,0,0,-4.09841e-11,0,1.72142e-11,0,0,False,69.0|69,847
8|847|cc|8|1|69,0,-3.4371e-10,0,3.21498e-10,0,0,0,-3.33316e-11,0,1.55809e-11,0,0,False,69.0|69,847
8|847|sample|10|69,0,1.32352e-09,0,1.67373e-09,0,0,0,-4.59828e-11,0,2.28941e-11,0,0,True,32.0|69,847
8|847|sample|11|69,0,-1.01092e-09,0,-2.52354e-09,0,0,0,-2.08011e-11,0,3.73277e-11,0,0,True,22.0|69,847
8|847|sample|12|69,0,-1.47767e-08,0,3.0795e-10,0,0,0,-2.2947e-11,0,4.54432e-11,0,0,True,22.0|69,847
8|847|sample|3|69,0,-5.90999e-10,0,3.41946e-10,0,0,0,4.11013e-11,0,9.98845e-12,0,0,True,55.0|69,847
8|847|sample|4|69,0,-3.66496e-09,0,4.82209e-09,0,0,0,4.4011e-11,0,1.18727e-12,0,0,True,55.0|69,847
8|847|sample|5|69,0,5.40646e-09,0,3.25735e-09,0,0,0,4.36984e-11,0,6.53846e-11,0,0,True,55.0|69,847
