id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,2.40278e-07,-2.49601e-06,1.09268e-06,0,0,0,-5.48841e-09,-2.85963e-09,-8.81176e-09,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,2.76846e-07,-3.05919e-07,-7.13768e-07,0,0,0,1.36841e-08,-1.04633e-08,-3.83301e-09,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,-1.72823e-07,-2.11324e-06,1.78068e-07,0,0,0,2.46488e-09,1.21274e-08,-3.55017e-09,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,1.12116e-06,-1.13961e-06,1.04048e-07,0,0,0,3.8519e-10,1.27091e-08,5.80732e-09,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-4.62362e-07,1.84571e-06,-1.37768e-06,0,0,0,-1.38052e-09,-5.52205e-10,-6.5136e-09,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-4.34741e-07,1.27413e-06,-1.93866e-06,0,0,0,1.06645e-09,-9.55652e-09,-3.79552e-09,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-1.50779e-07,1.84427e-06,1.07995e-07,0,0,0,1.04901e-08,9.60386e-10,5.30779e-09,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,-4.15848e-07,2.22567e-06,2.28575e-07,0,0,0,7.33365e-10,2.61925e-09,6.30854e-09,0,0,False,69.0|162,84
8|84|sample|10|162,0,-5.33613e-07,-1.20477e-06,-7.52487e-07,0,0,0,6.984e-10,1.54889e-08,-1.68122e-09,0,0,True,32.0|162,84
8|84|sample|11|162,0,-5.49215e-07,-1.79137e-06,5.93463e-07,0,0,0,-6.14327e-10,5.11414e-09,1.63616e-09,0,0,True,22.0|162,84
8|84|sample|12|162,0,-1.00927e-06,3.27134e-06,-2.98548e-07,0,0,0,2.83267e-09,-3.75405e-08,-5.9653e-09,0,0,True,22.0|162,84
8|84|sample|3|162,0,-8.89628e-07,4.81541e-07,-9.80049e-07,0,0,0,6.67936e-09,-1.39124e-09,-2.72203e-09,0,0,True,55.0|162,84
8|84|sample|4|162,0,-1.57379e-06,-1.63073e-07,3.63637e-07,0,0,0,5.25807e-09,-3.66249e-09,4.56425e-10,0,0,True,55.0|162,84
8|84|sample|5|162,0,1.31178e-06,-8.51751e-07,1.31122e-07,0,0,0,1.31398e-10,-3.29917e-09,-8.00328e-09,0,0,True,55.0|162,84
8|84|sample|6|162,0,1.17052e-07,-6.28825e-07,-1.02711e-06,0,0,0,6.39652e-09,1.2757e-09,3.36539e-09,0,0,True,55.0|162,84
8|84|sample|7|162,0,-5.78339e-07,-1.56493e-06,-1.10834e-06,0,0,0,9.46954e-12,1.05869e-08,-1.93681e-09,0,0,True,32.0|162,84
8|84|sample|8|162,0,1.6381e-06,-2.57651e-07,-7.787e-07,0,0,0,3.08611e-09,-7.47698e-09,2.03184e-09,0,0,True,32.0|162,84
8|84|sample|9|162,0,-7.99504e-07,-1.20684e-06,-5.27912e-07,0,0,0,-7.07763e-09,-1.6276e-08,-1.13899e-09,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,1.24082e-06,-1.4584e-06,-8.70022e-07,0,0,0,4.56947e-09,-7.56965e-09,-3.36276e-09,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,1.7886e-06,5.46473e-07,2.1982e-07,0,0,0,4.23688e-09,7.15262e-09,-1.1516e-09,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-9.66031e-07,7.84633e-07,4.97412e-07,0,0,0,-1.60065e-09,-2.53255e-08,7.72767e-09,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-1.51352e-06,1.21158e-06,-6.24018e-07,0,0,0,4.17442e-09,1.25613e-08,1.11985e-09,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,6.93449e-07,-9.73223e-08,2.95066e-09,0,0,0,-4.72325e-09,3.97333e-09,2.51755e-09,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,8.38592e-07,-9.75691e-07,-2.86744e-07,0,0,0,1.79106e-09,1.6085e-08,3.0205e-09,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,1.54697e-06,3.12121e-06,1.81661e-06,0,0,0,3.11502e-09,1.22666e-11,-3.78936e-09,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,9.04475e-07,-1.75957e-07,-7.12059e-07,0,0,0,-3.32063e-09,1.53323e-08,-7.82714e-09,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,6.60443e-07,4.63131e-07,-7.13027e-07,0,0,0,-8.24042e-09,-1.08179e-09,8.00549e-10,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,2.80884e-08,8.95042e-07,-5.58018e-07,0,0,0,-7.79743e-10,7.49819e-09,-4.44794e-10,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,1.69505e-06,3.78115e-07,-9.61408e-07,0,0,0,-5.63514e-09,1.25332e-09,3.78782e-09,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,1.01399e-06,-1.9783e-06,4.70336e-07,0,0,0,4.93343e-10,1.29901e-08,-1.95914e-09,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,1.14374e-06,1.48425e-06,-3.70902e-07,0,0,0,9.59772e-09,5.5473e-09,-6.06626e-10,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,5.82443e-07,-7.34464e-07,4.60258e-07,0,0,0,-2.21779e-09,7.46797e-09,3.99311e-09,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,4.14886e-07,1.86631e-06,-2.04131e-06,0,0,0,2.44519e-09,-2.98088e-09,-7.05821e-09,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,6.89988e-07,-3.21573e-07,-8.06911e-07,0,0,0,-4.27059e-09,-8.25456e-09,6.97759e-09,0,0,False,69.0|274,719
8|719|sample|10|274,0,1.65211e-06,1.0896e-06,4.66698e-07,0,0,0,-2.14357e-09,1.34395e-08,1.11869e-08,0,0,True,32.0|274,719
8|719|sample|11|274,0,2.362e-06,1.25128e-06,-1.0259e-06,0,0,0,-7.52931e-09,-8.1258e-09,-1.70985e-09,0,0,True,22.0|274,719
8|719|sample|12|274,0,5.73487e-07,9.76514e-07,-2.8556e-07,0,0,0,-6.87519e-09,-4.60586e-10,-4.15079e-09,0,0,True,22.0|274,719
8|719|sample|3|274,0,1.55664e-07,-1.27369e-06,-8.16156e-08,0,0,0,8.84769e-10,2.79601e-09,4.11366e-09,0,0,True,55.0|274,719
8|719|sample|4|274,0,-1.90874e-06,5.91505e-08,5.41812e-07,0,0,0,1.42464e-09,-6.34699e-09,1.94284e-09,0,0,True,55.0|274,719
8|719|sample|5|274,0,1.04084e-07,1.86669e-07,2.79176e-07,0,0,0,6.12245e-09,-8.08613e-09,5.36984e-09,0,0,True,55.0|274,719
8|719|sample|6|274,0,1.62639e-07,-2.59239e-06,-8.73601e-07,0,0,0,-1.0457e-08,5.83891e-09,-4.71955e-09,0,0,True,55.0|274,719
8|719|sample|7|274,0,4.57683e-07,4.13032e-06,3.98609e-09,0,0,0,1.0345e-09,-1.35317e-08,6.14946e-10,0,0,True,32.0|274,719
8|719|sample|8|274,0,1.7354e-06,-1.93964e-06,-1.49114e-06,0,0,0,-1.39574e-08,-1.21202e-08,9.7907e-09,0,0,True,32.0|274,719
8|719|sample|9|274,0,1.21059e-06,1.11688e-08,-4.59391e-07,0,0,0,9.4186e-09,-1.1667e-08,-1.32057e-09,0,0,True,32.0|274,719
