rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,2.68358,0.855884,3.35693,-4.81928,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,2.68358,0.855884,4.81766,-4.81928,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,2.68358,0.855884,3.19396,-4.81928,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,2.68358,0.855884,2.87109,-4.81928,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,2.68358,0.855884,3.77299,-4.81928,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,2.68358,0.855884,4.26719,-4.81928,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,2.68358,0.855884,3.48699,-4.81928,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,2.68358,0.855884,3.08931,-4.81928,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,2.68358,0.855884,4.0715,-4.81928,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,2.68358,0.855884,3.91492,-4.81928,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,2.68358,0.765222,0.151787,-2.76134,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,2.68358,0.765222,2.9139,-2.76134,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,2.68358,0.765222,2.24101,-2.76134,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,2.68358,0.765222,0.759655,-2.76134,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,2.68358,0.765222,3.89395,-2.76134,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,2.68358,0.765222,1.66131,-2.76134,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,2.68358,0.765222,0.230513,-2.76134,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,2.68358,0.765222,0.307515,-2.76134,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,2.68358,0.765222,0.800864,-2.76134,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,2.68358,0.765222,18.0469,-2.76134,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,2.68358,0.765222,6.11953,-2.76134,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,2.68358,0.765222,2.31255,-2.76134,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,2.68358,0.765222,5.68396,-2.76134,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,2.68358,0.765222,0.861418,-2.76134,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,2.68358,0.765222,2.81407,-2.76134,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,2.68358,0.765222,0.6169,-2.76134,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,1.39745,0.667656,3.25027,-2.77841,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,1.39745,0.667656,3.19926,-2.77841,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,1.39745,0.667656,2.98895,-2.77841,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,1.39745,0.667656,3.05232,-2.77841,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,1.39745,0.5635,5.22088,-6.15622,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,1.39745,0.5635,4.84772,-6.15622,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,1.39745,0.5635,5.19442,-6.15622,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,1.39745,0.5635,4.33,-6.15622,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,1.39745,0.614087,3.52702,-4.51618,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,1.39745,0.614087,3.50566,-4.51618,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,1.39745,0.765222,0.0709049,-4.60801,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,1.39745,0.765222,12.3769,-4.60801,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,1.39745,0.765222,4.44126,-4.60801,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,1.39745,0.765222,2.94511,-4.60801,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,1.39745,0.765222,1.35171,-4.60801,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,1.39745,0.765222,1.29734,-4.60801,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,1.39745,0.765222,24.7802,-4.60801,69.0|322,152
