id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,6.94499,769.249,1.18199,4.91858,20857,12.9707,7.20621,769.267,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|3|274,7.28198,769.058,1.18199,4.91858,20857,12.9707,7.64716,769.262,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|5|274,6.98134,769.153,1.18199,4.91858,20857,12.9707,7.21979,769.271,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|6|274,6.92447,769.15,1.18199,4.91858,20857,12.9707,7.15036,769.271,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|8|274,7.16255,769.407,1.18199,4.91858,20857,12.9707,7.44466,769.264,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|7|274,7.1374,769.209,1.18199,4.91858,20857,12.9707,7.47361,769.264,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|9|274,6.975,769.411,1.18199,4.91858,20857,12.9707,7.27199,769.269,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|10|274,6.88557,769.459,1.18199,4.91858,20857,12.9707,7.15967,769.271,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|12|274,7.27578,769.194,1.18199,4.91858,20857,12.9707,7.55494,769.264,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|sample|11|274,7.10871,769.201,1.18199,4.91858,20857,12.9707,7.46303,769.264,1.1849,4.89617,21071.1,13.0061,True,70.0|274,411
9|411|cc|1|1|274,4.93057,771.289,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|cc|2|1|274,4.96485,771.557,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|cc|3|1|274,4.94692,771.532,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|cc|4|1|274,4.95838,771.5,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|cc|5|1|274,4.99773,771.454,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|cc|6|1|274,4.98416,771.382,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|cc|7|1|274,5.00345,771.455,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|cc|8|1|274,4.93344,771.125,1.18201,0.0292325,20857,12.9707,4.86857,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|vc|1|2|274,4.87707,771.475,1.18201,0.0292325,20857,12.9707,4.86921,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
9|411|vc|2|2|274,4.93074,771.31,1.18201,0.0292325,20857,12.9707,4.87049,771.412,1.18491,0.0290625,21071.1,13.0061,False,69.0|274,411
