rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.91026,0.728953,2.84822,-3.9387,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.91026,0.728953,3.68947,-3.81707,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.91026,0.728953,2.68473,-3.859,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.91026,0.728953,2.46466,-3.68991,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.91026,0.728953,3.26365,-3.75426,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.91026,0.728953,3.28756,-3.73359,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.91026,0.728953,2.5267,-3.99502,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.91026,0.728953,2.44625,-3.9556,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.91026,0.728953,3.19426,-3.52535,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.91026,0.728953,3.25306,-3.90404,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.91027,0.72896,0.700034,-4.46562,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.91027,0.72896,3.17962,-3.57696,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.91027,0.72896,42.7479,-3.42334,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.91027,0.72896,13.9993,-4.09604,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.91027,0.72896,12.4838,-3.84615,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.91027,0.72896,5.66378,-4.33661,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.91027,0.72896,6.69318,-3.26773,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.91027,0.72896,20.4728,-3.64446,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.91027,0.72896,11.8507,-3.85362,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.91027,0.72896,10.4592,-3.98056,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.91027,0.72896,25.4214,-3.51673,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.91027,0.72896,2.85613,-3.62109,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.91027,0.72896,4.03257,-3.87675,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.91027,0.72896,2.2648,-4.17112,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.91027,0.72896,10.0239,-3.26278,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.91027,0.72896,12.6925,-3.34798,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,1.91027,0.633264,3.79862,-4.33141,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,1.91027,0.633264,3.82035,-3.81706,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,1.91027,0.633264,3.60825,-4.5428,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,1.91027,0.633264,3.83286,-4.2593,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,1.91027,0.72896,5.94815,-4.38973,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,1.91027,0.72896,6.36684,-4.25531,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,1.91027,0.72896,6.10748,-3.86025,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,1.91027,0.72896,5.87142,-4.08096,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,1.91027,0.728983,4.09565,-3.87009,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,1.91027,0.728983,4.05375,-4.07374,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,1.91027,0.72896,3.52241,-3.94561,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,1.91027,0.72896,8.21964,-4.0828,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,1.91027,0.72896,10.9544,-4.10951,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,1.91027,0.72896,5.59395,-3.83414,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,1.91027,0.72896,4.6584,-4.14107,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,1.91027,0.72896,20.8138,-4.33298,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,1.91027,0.72896,21.8079,-3.94279,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,1.91027,0.72896,5.78808,-4.17147,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,1.91027,0.72896,8.06507,-3.75777,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,1.91027,0.72896,24.2218,-4.67394,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,1.91027,0.72896,17.4273,-4.3467,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,1.91027,0.72896,7.44351,-4.45502,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,1.91027,0.72896,4.08991,-4.52132,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,1.91027,0.72896,12.3472,-4.35115,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,1.91027,0.72896,5.11224,-3.6929,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,1.91027,0.72896,5.13575,-4.8066,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,1.91086,0.851,7.2585,-0.528229,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,1.91086,0.851,7.23565,-0.66287,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,1.91086,0.851,7.71673,-0.649032,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,1.91086,0.851,7.55522,0.0468458,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,1.91027,0.72896,17.2485,0.0826943,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,1.91027,0.72896,13.8396,0.0912312,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,1.91027,0.72896,11.3115,-0.144343,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,1.91027,0.72896,11.2583,-0.493722,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,1.91027,0.938747,9.33896,-0.295004,22.0|276,1056
