id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.64943,0.946562,2.48134,-4.06485,1.63259,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.957633,0.946562,2.48134,-4.06485,0.934985,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.76559,0.946562,2.48134,-4.06485,1.78349,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.94065,0.946562,2.48134,-4.06485,1.92312,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.27269,0.946562,2.48134,-4.06485,1.25788,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.1553,0.946562,2.48134,-4.06485,1.17282,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.63308,0.946562,2.48134,-4.06485,1.65459,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.89957,0.946562,2.48134,-4.06485,1.89777,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.12625,0.946562,2.48134,-4.06485,1.13338,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.31252,0.946562,2.48134,-4.06485,1.28481,0.946562,2.48134,-4.06485,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.57497,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.64291,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.6672,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,2.01167,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.74142,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.61847,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.88759,1.49325,18.2249,-2.70942,1.00616,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.32282,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.71751,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.82946,1.49325,18.2249,-2.70942,1.04282,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.81749,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.99035,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.64597,1.49325,18.2249,-2.70942,1.00855,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,2.35016,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.52447,1.49325,18.2249,-2.70942,1,1.49325,18.2249,-2.70942,69.0|274,411
