rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,-2.41484e-08,5.14779e-08,-0.283864,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,-2.16095e-08,1.79999e-08,-1.09037,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,1.47886e-08,2.48285e-08,0.108692,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,-1.96395e-08,-5.63014e-08,0.952408,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,2.80458e-08,4.03659e-08,-0.680257,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,5.67664e-09,-3.76549e-08,-0.433567,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-3.32395e-08,-6.50318e-08,-0.258022,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-1.63857e-08,-5.86736e-09,-0.583565,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,2.80467e-08,6.1506e-08,-0.372418,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,-2.96951e-09,3.82676e-08,-0.219919,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,2.47163e-08,1.31099e-08,0.243118,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-2.8029e-08,-6.89063e-09,-1.48324,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,6.72125e-09,1.09502e-08,-1.90391,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-4.70482e-08,3.58407e-08,0.245449,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,5.67543e-09,2.15251e-08,-3.16818,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,8.75075e-09,-1.22438e-08,1.49444,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-2.30193e-08,-1.19722e-08,-3.67787,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-9.16649e-09,1.1307e-08,1.85317,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-9.90304e-10,2.63759e-08,0.628093,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,2.14376e-08,-7.82637e-08,-2.99725,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,3.74472e-08,6.61518e-08,0.238488,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-5.51237e-09,-3.60426e-08,-0.297202,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,1.30561e-08,-1.33473e-08,0.231886,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-2.11333e-08,-1.93775e-08,2.06429,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-3.15723e-09,-6.81682e-08,-0.276307,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-1.07121e-08,-5.67166e-08,1.35597,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,-1.22746e-08,-4.19466e-08,4.48501,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,2.86507e-09,-1.13106e-08,2.4251,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,-1.56136e-08,1.09126e-08,2.58648,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,-1.24848e-08,1.88687e-08,1.86581,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,-6.90853e-09,-4.49189e-09,-3.32233,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,-6.68563e-09,4.91196e-09,-2.53615,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,1.69604e-08,-9.72844e-09,3.06826,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,-4.6335e-08,5.85707e-09,3.00187,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,2.33904e-08,-2.64384e-08,-3.78462,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,-7.14517e-09,5.6796e-08,-3.49249,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,0,2.57656e-08,-5.86518e-08,-6.16423,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,0,2.50037e-08,-5.28102e-08,-1.70829,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,0,-1.57116e-08,-2.89121e-08,4.08567,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,0,-3.70143e-09,-2.87484e-08,-1.74158,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0,0,1.99071e-08,-9.77072e-09,-0.134793,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,0,0,-2.88533e-09,-1.6759e-08,1.42659,0,0,False,69.0|71,783
