id,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|cc|2|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|cc|3|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|cc|4|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|cc|5|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|cc|6|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|cc|7|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|cc|8|1|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
8|84|sample|10|162,209.345,1.05716,5.27772,49827.1,12.8518,211.096,1.05692,5.28019,49792.9,12.8517,True,32.0|162,84
8|84|sample|11|162,209.345,0.9279,5.27772,49827.1,12.8518,211.096,0.927656,5.28019,49792.9,12.8517,True,22.0|162,84
8|84|sample|12|162,209.345,0.9279,5.27772,49827.1,12.8518,211.096,0.927656,5.28019,49792.9,12.8517,True,22.0|162,84
8|84|sample|3|162,209.345,0.580644,5.27772,49827.1,12.8518,211.096,0.580469,5.28019,49792.9,12.8517,True,55.0|162,84
8|84|sample|4|162,209.345,0.580644,5.27772,49827.1,12.8518,211.096,0.580469,5.28019,49792.9,12.8517,True,55.0|162,84
8|84|sample|5|162,209.345,0.580644,5.27772,49827.1,12.8518,211.096,0.580469,5.28019,49792.9,12.8517,True,55.0|162,84
8|84|sample|6|162,209.345,0.580644,5.27772,49827.1,12.8518,211.096,0.580469,5.28019,49792.9,12.8517,True,55.0|162,84
8|84|sample|7|162,209.345,1.05716,5.27772,49827.1,12.8518,211.096,1.05692,5.28019,49792.9,12.8517,True,32.0|162,84
8|84|sample|8|162,209.345,1.05716,5.27772,49827.1,12.8518,211.096,1.05692,5.28019,49792.9,12.8517,True,32.0|162,84
8|84|sample|9|162,209.345,1.05716,5.27772,49827.1,12.8518,211.096,1.05692,5.28019,49792.9,12.8517,True,32.0|162,84
8|84|vc|1|2|162,209.345,0.580634,5.27747,49827.1,12.8518,211.096,0.580459,5.27994,49792.9,12.8517,False,69.0|162,84
