id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.09374,0,1.08266e-08,0.0135076,1.08228,0,5.973e-14,-6.36554e-07,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.539198,0,-1.89923e-08,0.0168885,0.527043,0,-1.04361e-14,2.84166e-05,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.17375,0,1.21604e-08,0.0246748,1.16402,0,-3.14637e-13,-5.81668e-06,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.25155,0,-2.39048e-10,-0.0102157,1.25154,0,1.99174e-13,2.25549e-05,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.834884,0,5.44149e-09,0.0186254,0.822761,0,-2.62679e-13,-6.3505e-05,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.761512,0,-1.03587e-08,0.00628417,0.750182,0,-1.7053e-13,-2.52637e-05,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.09981,0,-4.60243e-09,-0.016946,1.10023,0,-1.108e-13,1.7035e-05,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.22929,0,9.05876e-09,-0.0116,1.22594,0,1.98508e-13,-7.11596e-06,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.725582,0,1.18866e-09,0.0309725,0.727018,0,-8.10463e-14,-1.46927e-06,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.848284,0,9.75657e-09,-0.0145109,0.843454,0,-4.46532e-13,2.66569e-05,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0942373,0,4.67433e-09,0.0245775,3.79625e-07,0,1.77636e-14,3.1338e-09,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.0177422,0,2.29683e-09,0.00412579,-9.23485e-09,0,-1.64313e-14,-2.9214e-08,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.139502,0,6.92889e-10,-0.00432427,-1.14964e-08,0,-1.13243e-14,4.29307e-08,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0430769,0,4.003e-09,-0.0186222,2.11154e-07,0,-3.10862e-15,2.85744e-08,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.13918,0,2.58026e-09,-0.00170116,1.46795e-07,0,-1.35447e-14,-2.69753e-08,69.0|274,411
