rep,id,U,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,1,0.00439282,1.78337,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|cc|2|1|162,1,0.00439282,1.48257,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|cc|3|1|162,1,0.00439282,2.07106,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|cc|4|1|162,1,0.00439282,2.7547,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|cc|5|1|162,1,0.00439282,2.27999,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|cc|6|1|162,1,0.00439282,2.2504,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|cc|7|1|162,1,0.00439282,2.08733,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|cc|8|1|162,1,0.00439282,1.81721,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
1,8|84|sample|10|162,1,0.00439244,1.09807,0.00296821,896.389,0.220802,2.74903e-05,True,32.0|162,84
1,8|84|sample|11|162,1,0.00439244,1.2952,0.00296821,896.388,0.220802,2.74903e-05,True,22.0|162,84
1,8|84|sample|12|162,1,0.00439244,1.24582,0.00296821,896.388,0.220802,2.74903e-05,True,22.0|162,84
1,8|84|sample|3|162,1,0.00439244,1.49563,0.00296821,896.392,0.220802,2.74903e-05,True,55.0|162,84
1,8|84|sample|4|162,1,0.00439244,1.49969,0.00296821,896.392,0.220802,2.74903e-05,True,55.0|162,84
1,8|84|sample|5|162,1,0.00439244,2.91042,0.00296821,896.392,0.220802,2.74903e-05,True,55.0|162,84
1,8|84|sample|6|162,1,0.00439244,2.9915,0.00296821,896.392,0.220802,2.74903e-05,True,55.0|162,84
1,8|84|sample|7|162,1,0.00439244,1.1877,0.00296821,896.389,0.220802,2.74903e-05,True,32.0|162,84
1,8|84|sample|8|162,1,0.00439244,1.11821,0.00296821,896.389,0.220802,2.74903e-05,True,32.0|162,84
1,8|84|sample|9|162,1,0.00439244,1.08906,0.00296821,896.389,0.220802,2.74903e-05,True,32.0|162,84
1,8|84|vc|1|2|162,1,0.00439282,2.44941,0.00296821,896.388,0.220802,2.74903e-05,False,69.0|162,84
