id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.530213,1.5727,3.53874,0.530213,1.5727,3.53874,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.0462599,1.5727,5.23223,0.0462599,1.5727,5.23223,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.336334,1.5727,5.46359,0.336334,1.5727,5.46359,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.336334,1.5727,5.46359,0.336334,1.5727,5.46359,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.336334,1.5727,5.46359,0.336334,1.5727,5.46359,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.336334,1.5727,5.46359,0.336334,1.5727,5.46359,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.139531,1.5727,1.93133,0.139531,1.5727,1.93133,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.139531,1.5727,1.93133,0.139531,1.5727,1.93133,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.139531,1.5727,1.93133,0.139531,1.5727,1.93133,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.139531,1.5727,1.93133,0.139531,1.5727,1.93133,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.2959,1.5727,0.772663,0.2959,1.5727,0.772663,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.2959,1.5727,0.772663,0.2959,1.5727,0.772663,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.00137423,1.5727,4.38654,0.000321,1.5727,4.38654,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.00137423,1.5727,4.38654,0.000321,1.5727,4.38654,69.0|322,152
