id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.35844,0.0290283,1.09355,-6.11948,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.3955,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.35844,0.0290283,1.09355,-6.48935,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-2.00207,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.35844,0.0290283,1.09355,-6.40294,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.25273,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.35844,0.0290283,1.09355,-6.09145,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.31485,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.35844,0.0290283,1.09355,-6.24475,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.57464,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.35844,0.0290283,1.09355,-5.57099,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.60162,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.35844,0.0290283,1.09355,-5.14131,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.25791,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.35844,0.0290283,1.09355,-6.19899,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.26371,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.35844,0.0290283,1.09355,-5.97155,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.82104,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.35844,0.0290283,1.09355,-6.33631,0.0840332,0.000837838,5.82613e-10,1.35823,0.0289952,1.09355,-1.73231,0.0840332,0.000829551,5.72176e-10,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.35844,0.0290283,7.71662,0.171799,1.07433,0.000837838,5.82613e-10,1.35823,0.0289952,7.71662,-4.84423e-07,1.07433,0.000829551,5.72176e-10,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.35844,0.0290283,7.71662,-0.395345,1.07433,0.000837838,5.82613e-10,1.35823,0.0289952,7.71662,-2.18977e-07,1.07433,0.000829551,5.72176e-10,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.35844,0.0290283,7.71662,-0.435556,1.07433,0.000837838,5.82613e-10,1.35823,0.0289952,7.71662,2.72233e-07,1.07433,0.000829551,5.72176e-10,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.35844,0.0290283,7.71662,-0.139111,1.07433,0.000837838,5.82613e-10,1.35823,0.0289952,7.71662,6.83445e-07,1.07433,0.000829551,5.72176e-10,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.35844,0.0290283,7.71662,-0.324895,1.07433,0.000837838,5.82613e-10,1.35823,0.0289952,7.71662,-3.09856e-07,1.07433,0.000829551,5.72176e-10,False,69.0|274,411
