id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0.265992,3.55211e-09,0,0,0,0,-4.34649e-07,4.44089e-16,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,1.75056,7.59292e-09,0,0,0,0,-2.17685e-07,6.66134e-16,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,2.39909,-8.35519e-10,0,0,0,0,-1.41293e-07,-9.99201e-16,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,-0.92559,1.55388e-08,0,0,0,0,8.29292e-07,-2.77556e-15,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-0.586622,5.99376e-09,0,0,0,0,-2.9258e-07,1.77636e-15,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-1.67261,-1.94963e-10,0,0,0,0,2.1792e-08,-3.66374e-15,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-2.09197,-5.39614e-09,0,0,0,0,-4.44613e-07,4.44089e-16,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,1.33743,-5.99128e-09,0,0,0,0,2.18733e-07,1.88738e-15,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,-21.4634,5.51643e-09,0,0,0,0,-9.49918,2.21628e-14,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,-16.8909,7.85164e-09,0,0,0,0,-8.96937,4.00791e-14,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,-17.8134,7.72171e-09,0,0,0,0,-9.08623,5.25968e-14,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,-15.3522,-6.87938e-09,0,0,0,0,-4.2231,1.52101e-14,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-17.833,4.64111e-09,0,0,0,0,-5.43632,1.95399e-14,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,-20.0193,3.63989e-09,0,0,0,0,-7.57818,3.95239e-14,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,-19.1473,-6.31217e-09,0,0,0,0,-7.40069,2.95319e-14,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,-15.0578,3.65134e-10,0,0,0,0,-6.32755,-3.66235e-14,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,-21.3499,-8.89e-09,0,0,0,0,-7.3077,-1.18516e-14,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,-17.8172,1.35575e-08,0,0,0,0,-9.51024,2.59653e-14,0,0,0,True,32.0|162,84
