rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,6.89818e-09,-0.298513,-3.50833e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,9.08983e-08,-0.136428,1.62746e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,4.32906e-08,0.476216,1.54905e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,5.91505e-08,-0.201194,-1.26289e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-2.07302e-08,-0.295641,1.15003e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-3.3116e-08,-0.119502,1.24585e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,6.07927e-08,0.0178501,2.78451e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-1.84305e-08,0.407409,3.18686e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-2.93536e-08,-0.119151,7.10278e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,6.81473e-09,0.255679,3.83427e-09,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-8.25725e-08,0.0159589,1.02033e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-1.45943e-07,-0.0325592,-2.83094e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-4.12138e-09,0.19174,2.19995e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,2.81794e-08,0.102316,4.18763e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-1.68121e-08,-0.417542,-2.58252e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,5.82139e-08,-0.563751,-3.54461e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,2.23898e-08,-0.101497,1.96846e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-3.20324e-08,0.119058,-1.29444e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,9.89827e-08,0.743417,4.5064e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,1.19901e-08,-0.508201,2.01005e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-1.56091e-07,0.381436,-8.07723e-09,0,0,False,69.0|274,411
