id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.00036,793.814,-0.00567223,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.0042089,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.00036,793.814,-0.023102,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.00324334,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.00036,793.814,-0.0041595,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.00237037,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.00036,793.814,-0.0258003,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.0023246,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.00036,793.814,-0.0432782,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.00367183,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.00036,793.814,-0.00815257,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.0036268,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.00036,793.814,-0.00391354,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.00239764,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.00036,793.814,0.023114,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.00253458,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.00036,793.814,-0.0157709,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.00319822,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.00036,793.814,-0.0146797,0.0166679,2.16026e-10,12.9997,1.00036,793.814,0.00363278,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.00036,789.326,0.0127363,14.2926,2.16026e-10,12.9997,1.00036,789.326,5.49905e-08,14.2926,2.1664e-10,13.0565,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.00036,789.326,-0.0500898,14.2926,2.16026e-10,12.9997,1.00036,789.326,6.28515e-07,14.2926,2.1664e-10,13.0565,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.00036,789.326,-8.37521e-05,14.2926,2.16026e-10,12.9997,1.00036,789.326,-8.30698e-05,14.2926,2.1664e-10,13.0565,False,69.0|274,411
