rep,id,U,L,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.00036,793.814,-0.298513,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.00036,793.814,-0.136428,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.00036,793.814,0.476216,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.00036,793.814,-0.201194,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.00036,793.814,-0.295641,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.00036,793.814,-0.119502,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.00036,793.814,0.0178501,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.00036,793.814,0.407409,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.00036,793.814,-0.119151,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.00036,793.814,0.255679,0.0166679,2.1664e-10,13.0565,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.00036,789.326,0.0159589,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.00036,789.326,-0.0325592,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.00036,789.326,0.19174,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.00036,789.326,0.102316,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.00036,789.326,-0.417542,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.00036,789.326,-0.563751,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.00036,789.326,-0.101497,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.00036,789.326,0.119058,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.00036,789.326,0.743417,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.00036,789.326,-0.508201,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.00036,789.326,0.381436,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.00036,789.326,-0.120813,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.00036,789.326,-0.45671,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.00036,789.326,-0.390508,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.00036,789.326,-0.545115,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.00036,789.326,0.183596,14.2926,2.1664e-10,13.0565,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,1.00033,795.254,0.408877,0.00135407,2.16674e-10,13.0576,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,1.00033,795.254,-0.0661293,0.00135407,2.16674e-10,13.0576,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,1.00033,795.254,-0.406166,0.00135407,2.16674e-10,13.0576,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,1.00033,795.254,-0.414683,0.00135407,2.16674e-10,13.0576,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,1.00033,795.254,-0.5723,0.00135407,2.16674e-10,13.0576,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,1.00033,795.254,0.328119,0.00135407,2.16674e-10,13.0576,True,6.0|71,783
