rep,id,U,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,1,0.155866,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|cc|2|1|162,1,5.04678e-06,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|cc|3|1|162,1,5.16476e-05,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|cc|4|1|162,1,0.000903047,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|cc|5|1|162,1,96.2232,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|cc|6|1|162,1,9944.21,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|cc|7|1|162,1,26933400000000.0,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|cc|8|1|162,1,1.33163e-15,1.62129,5.60132,0.0329227,3.08741e-13,False,69.0|162,84
1,8|84|sample|10|162,1,2.92514e-07,1.11474,5.60135,0.0329227,3.08741e-13,True,32.0|162,84
1,8|84|sample|11|162,1,3.92334e-06,0.94374,5.60135,0.0329227,3.08741e-13,True,22.0|162,84
1,8|84|sample|12|162,1,1.92063e-10,0.94374,5.60135,0.0329227,3.08741e-13,True,22.0|162,84
1,8|84|sample|3|162,1,1.60945e-07,0.504156,5.60135,0.0329227,3.08741e-13,True,55.0|162,84
1,8|84|sample|4|162,1,0.000143787,0.504156,5.60135,0.0329227,3.08741e-13,True,55.0|162,84
1,8|84|sample|5|162,1,0.000460312,0.504156,5.60135,0.0329227,3.08741e-13,True,55.0|162,84
1,8|84|sample|6|162,1,3.5237e-10,0.504156,5.60135,0.0329227,3.08741e-13,True,55.0|162,84
1,8|84|sample|7|162,1,0.000200362,1.11474,5.60135,0.0329227,3.08741e-13,True,32.0|162,84
1,8|84|sample|8|162,1,1.63676e-14,1.11474,5.60135,0.0329227,3.08741e-13,True,32.0|162,84
1,8|84|sample|9|162,1,3.64545e-07,1.11474,5.60135,0.0329227,3.08741e-13,True,32.0|162,84
