id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|cc|2|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|cc|3|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|cc|4|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|cc|5|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|cc|6|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|cc|7|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|cc|8|1|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|sample|10|162,0.296029,0.655126,1.8597,1.24912,0.129666,0.553296,0.309462,0.659904,1.86346,1.23982,0.129252,0.540913,True,32.0|162,84
8|84|sample|11|162,0.296035,1.1487,1.85997,1.24912,0.129666,0.553296,0.309468,1.15587,1.86372,1.23982,0.129252,0.540913,True,22.0|162,84
8|84|sample|12|162,0.296035,1.1487,1.85997,1.24912,0.129666,0.553296,0.309468,1.15587,1.86372,1.23982,0.129252,0.540913,True,22.0|162,84
8|84|sample|3|162,0.296001,0.655096,1.86007,1.24912,0.129666,0.553296,0.309434,0.659873,1.86383,1.23982,0.129252,0.540913,True,55.0|162,84
8|84|sample|4|162,0.296001,0.655096,1.86007,1.24912,0.129666,0.553296,0.309434,0.659873,1.86383,1.23982,0.129252,0.540913,True,55.0|162,84
8|84|sample|5|162,0.296001,0.655096,1.86007,1.24912,0.129666,0.553296,0.309434,0.659873,1.86383,1.23982,0.129252,0.540913,True,55.0|162,84
8|84|sample|6|162,0.296001,0.655096,1.86007,1.24912,0.129666,0.553296,0.309434,0.659873,1.86383,1.23982,0.129252,0.540913,True,55.0|162,84
8|84|sample|7|162,0.296029,0.655126,1.8597,1.24912,0.129666,0.553296,0.309462,0.659904,1.86346,1.23982,0.129252,0.540913,True,32.0|162,84
8|84|sample|8|162,0.296029,0.655126,1.8597,1.24912,0.129666,0.553296,0.309462,0.659904,1.86346,1.23982,0.129252,0.540913,True,32.0|162,84
8|84|sample|9|162,0.296029,0.655126,1.8597,1.24912,0.129666,0.553296,0.309462,0.659904,1.86346,1.23982,0.129252,0.540913,True,32.0|162,84
8|84|vc|1|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|vc|2|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|vc|3|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|vc|4|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|vc|5|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|vc|6|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|vc|7|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|84|vc|8|2|162,0.296049,0.655091,1.85994,1.24906,0.129666,0.553296,0.309482,0.659867,1.8637,1.23977,0.129252,0.540913,False,69.0|162,84
8|719|cc|1|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|cc|2|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|cc|3|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|cc|4|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|cc|5|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|cc|6|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|cc|7|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|cc|8|1|274,0.296019,0.655081,1.86,1.24906,0.129547,0.0459099,0.309452,0.659857,1.86376,1.23977,0.129132,0.0422453,False,69.0|274,719
8|719|sample|10|274,0.296023,0.655124,1.85998,1.24912,0.129547,0.0459099,0.309456,0.659902,1.86374,1.23982,0.129132,0.0422453,True,32.0|274,719
8|719|sample|11|274,0.296023,0.655101,1.85997,1.24912,0.129547,0.0459099,0.309457,0.659877,1.86373,1.23982,0.129132,0.0422453,True,22.0|274,719
8|719|sample|12|274,0.296023,0.655101,1.85997,1.24912,0.129547,0.0459099,0.309457,0.659877,1.86373,1.23982,0.129132,0.0422453,True,22.0|274,719
