id,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|cc|2|1|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|cc|3|1|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|cc|4|1|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|cc|5|1|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|cc|6|1|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|cc|7|1|162,401.268,1.27823,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|cc|8|1|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|sample|10|162,401.268,1.14109,4.02579,14523.4,12.0655,401.257,1.14109,4.02311,14488.3,12.0173,True,32.0|162,84
8|84|sample|11|162,401.268,0.739144,8.14777,14523.4,12.0655,401.257,0.739145,8.14682,14488.3,12.0173,True,22.0|162,84
8|84|sample|12|162,401.268,0.739143,8.14777,14523.4,12.0655,401.257,0.739145,8.14682,14488.3,12.0173,True,22.0|162,84
8|84|sample|3|162,401.268,0.430754,8.14784,14523.4,12.0655,401.257,0.430753,8.14689,14488.3,12.0173,True,55.0|162,84
8|84|sample|4|162,401.268,0.430754,8.14784,14523.4,12.0655,401.257,0.430753,8.14689,14488.3,12.0173,True,55.0|162,84
8|84|sample|5|162,401.268,0.430753,8.14784,14523.4,12.0655,401.257,0.430753,8.14689,14488.3,12.0173,True,55.0|162,84
8|84|sample|6|162,401.268,0.430753,8.14784,14523.4,12.0655,401.257,0.430753,8.14689,14488.3,12.0173,True,55.0|162,84
8|84|sample|7|162,401.268,1.1411,4.02579,14523.4,12.0655,401.257,1.14109,4.02311,14488.3,12.0173,True,32.0|162,84
8|84|sample|8|162,401.268,1.14109,4.02579,14523.4,12.0655,401.257,1.14109,4.02311,14488.3,12.0173,True,32.0|162,84
8|84|sample|9|162,401.268,1.14109,4.02579,14523.4,12.0655,401.257,1.14109,4.02311,14488.3,12.0173,True,32.0|162,84
8|84|vc|1|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|vc|2|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|vc|3|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|vc|4|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|vc|5|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|vc|6|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|vc|7|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|84|vc|8|2|162,401.268,1.27822,8.14809,14523.4,12.0655,401.257,1.27823,8.14714,14488.3,12.0173,False,69.0|162,84
8|719|cc|1|1|274,401.268,1.30202,8.14789,14523.4,12.2269,401.257,1.30203,8.14694,14488.3,12.2295,False,69.0|274,719
8|719|cc|2|1|274,401.268,1.30203,8.14789,14523.4,12.2269,401.257,1.30203,8.14694,14488.3,12.2295,False,69.0|274,719
8|719|cc|3|1|274,401.268,1.30203,8.14789,14523.4,12.2269,401.257,1.30203,8.14694,14488.3,12.2295,False,69.0|274,719
8|719|cc|4|1|274,401.268,1.30203,8.14789,14523.4,12.2269,401.257,1.30203,8.14694,14488.3,12.2295,False,69.0|274,719
8|719|cc|5|1|274,401.268,1.30203,8.14789,14523.4,12.2269,401.257,1.30203,8.14694,14488.3,12.2295,False,69.0|274,719
8|719|cc|6|1|274,401.268,1.30203,8.14789,14523.4,12.2269,401.257,1.30203,8.14694,14488.3,12.2295,False,69.0|274,719
