id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,0.899435,5.51157e-09,0,0,0.899865,-2.54019e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,1.24606,-6.78805e-10,0,0,1.24498,-2.57572e-14,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,0.845111,5.35183e-09,0,0,0.841784,-7.27418e-13,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,0.77868,-6.27496e-09,0,0,0.788569,4.76952e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,1.07129,-3.21356e-09,0,0,1.05583,-1.00364e-13,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,1.10228,-4.36671e-09,0,0,1.10491,4.53859e-13,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,0.873869,-3.20675e-09,0,0,0.881761,2.44249e-13,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,0.787894,-7.11073e-09,0,0,0.80367,-3.73035e-14,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,1.12078,1.00964e-08,0,0,1.1034,-1.06581e-13,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,1.06083,-1.58901e-10,0,0,1.03677,-6.30607e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-0.157457,-6.40628e-09,0,0,4.33178e-07,0,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0.0665117,-4.3901e-09,0,0,-2.18271e-09,-1.86517e-14,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-0.118378,-3.03402e-09,0,0,5.4756e-07,1.24345e-14,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-0.0563866,6.89325e-09,0,0,4.27629e-07,-6.66134e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0.248506,-4.31095e-10,0,0,5.2555e-07,-8.88178e-16,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-0.0879688,2.13995e-09,0,0,-6.64877e-08,1.59872e-14,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-0.00915323,-3.68355e-09,0,0,6.29765e-07,1.42109e-14,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-0.115873,2.80075e-09,0,0,7.71922e-08,-1.68754e-14,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0.1871,-2.50265e-09,0,0,8.51566e-08,-1.59872e-14,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-0.0994124,8.71925e-10,0,0,2.98412e-07,1.77636e-15,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0.277209,5.14637e-09,0,0,3.9821e-07,-9.76996e-15,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0.130564,2.26447e-09,0,0,5.30895e-07,-7.99361e-15,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-0.0780534,-5.74028e-09,0,0,-1.20128e-07,-6.21725e-15,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0.210008,4.8361e-09,0,0,7.7145e-08,-1.42109e-14,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-0.00680133,5.97443e-10,0,0,4.14331e-07,-7.10543e-15,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0.0721394,-6.66248e-09,0,0,-2.56592e-07,1.24345e-14,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,1.21864,-2.46083e-09,0,0,1.23468,7.01661e-14,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,1.1874,8.78394e-09,0,0,1.18378,1.19904e-13,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,1.14555,-3.76204e-09,0,0,1.1515,3.57048e-13,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,0,1.16303,4.75348e-10,0,0,1.19524,-4.61853e-14,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,0,1.7028,7.3483e-09,0,0,1.69608,-1.11289e-12,28.0|322,152
