rep,id,f,h,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.502859,1.53307,-4.8899,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.502859,1.53307,-4.88776,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.502859,1.53307,-9.33412,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.502859,1.53307,-5.61922,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.502859,1.53307,-5.48958,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.502859,1.53307,-9.12608,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.502859,1.53307,-3.74827,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.502859,1.53307,-7.18681,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.502859,1.53307,-9.18746,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.502859,1.53307,-8.3232,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.133749,1.53307,-7.10716,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.133749,1.53307,-6.03618,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.133749,1.53307,-8.24736,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.133749,1.53307,-6.33372,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.133749,1.53307,-5.74775,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.133749,1.53307,-8.5163,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.133749,1.53307,-7.41274,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.133749,1.53307,-8.39784,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.133749,1.53307,-8.06755,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.133749,1.53307,-8.47174,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.133749,1.53307,-9.53163,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.133749,1.53307,-9.9983,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.133749,1.53307,-7.77265,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.133749,1.53307,-6.62092,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.133749,1.53307,-9.31344,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.133749,1.53307,-6.70533,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.19391,1.17181,2.84079,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.19391,1.17181,4.08783,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.19391,1.17181,3.68335,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.19391,1.17181,5.15731,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.133752,1.53307,5.43192,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.133752,1.53307,4.1159,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.133752,1.53307,0.958385,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.133752,1.53307,4.17722,28.0|322,152
