id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-4.16636e-09,-0.00567223,1.59595e-10,0,0,0,0,0.0042089,1.59872e-14,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,6.96304e-09,-0.023102,-3.44822e-10,0,0,0,-1.13687e-13,0.00324334,-1.42109e-14,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,3.85625e-09,-0.0041595,4.48351e-10,0,0,0,1.13687e-13,0.00237037,-2.13163e-14,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-5.48383e-09,-0.0258003,-3.69738e-09,0,0,0,-1.13687e-13,0.0023246,-5.32907e-14,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,1.39291e-09,-0.0432782,7.77991e-10,0,0,0,-2.27374e-13,0.00367183,-5.32907e-15,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-8.21327e-09,-0.00815257,1.16872e-09,0,0,0,1.13687e-13,0.0036268,-6.21725e-15,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-8.93404e-09,-0.00391354,-1.33894e-10,0,0,0,-1.13687e-13,0.00239764,1.95399e-14,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-1.29403e-09,0.023114,7.73991e-10,0,0,0,-2.27374e-13,0.00253458,-5.68434e-14,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-4.8417e-09,-0.0157709,1.1928e-09,0,0,0,-1.13687e-13,0.00319822,8.88178e-15,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,7.07963e-09,-0.0146797,-4.31885e-10,0,0,0,1.13687e-13,0.00363278,3.55271e-15,0,0,True,70.0|274,411
