id,f_SAEM,h_SAEM,eta_alpha_SAEM,eta_U_SAEM,eta_L_SAEM,f_mode,h_mode,eta_alpha_mode,eta_U_mode,eta_L_mode,mab_virus,run_id
411|4,2.19818,8549.75,0.011302,-20219.8,-58227.1,1.23443,8549.75,0.010577,-18729,-58422.2,70.0|274,411
411|3,1.96275,8549.75,0.011302,-16463.8,-59125.5,1.2343,8549.75,0.010577,-18497.5,-59515.8,70.0|274,411
411|5,1.33577,8549.75,0.011302,-14185.3,-32051.9,1,8549.75,0.010577,-16855.9,-51519.6,70.0|274,411
411|6,1.1286,8549.75,0.011302,-7881.03,-47551.9,1,8549.75,0.010577,-12391.8,-52187.7,70.0|274,411
411|8,2.07478,8549.75,0.011302,-18975.9,-58950.7,1.23439,8549.75,0.010577,-20956.6,-59069.3,70.0|274,411
411|7,1.85562,8549.75,0.011302,-18536.3,-58875.2,1.23438,8549.75,0.010577,-20000.8,-59286.8,70.0|274,411
411|9,1.46616,8549.75,0.011302,-12320.7,-27194.9,1,8549.75,0.010577,-15592.6,-53260.4,70.0|274,411
411|10,1.33626,8549.75,0.011302,-11109.7,-41607.7,1,8549.75,0.010577,-14982.7,-50886.4,70.0|274,411
411|12,2.14122,8549.75,0.011302,-21849,-58922.5,1.23435,8549.75,0.010577,-21466.2,-59077.9,70.0|274,411
411|11,2.09667,8549.75,0.011302,-15935.2,-58752.4,1.23439,8549.75,0.010577,-18526.2,-59051.5,70.0|274,411
411|1,1.4419,8552.6,0.011302,2150.33,18808.9,1,8552.6,0.010577,-0.00193537,0.00145798,69.0|274,411
411|2,1.3939,8552.6,0.011302,2486.56,9864.06,1,8552.6,0.010577,0.00203727,0.00205277,69.0|274,411
152|8,1.91627,8549.39,0.0131052,-23709.1,-94072.7,1.0478,8549.39,0.0114744,-23583,-95130.5,65.0|322,152
152|7,1.99674,8549.39,0.0131052,-22219.8,-93977.4,1.04781,8549.39,0.0114744,-23154.1,-94959,65.0|322,152
152|6,1.87068,8549.39,0.0131052,-20252.9,-92078.2,1.35965,8549.39,0.0114744,-22019.7,-94620.9,65.0|322,152
152|5,0.795489,8549.39,0.0131052,-17646.4,-89651.1,1,8549.39,0.0114744,-21595.8,-90962.1,65.0|322,152
152|12,1.93717,8549.38,0.0131052,-34868.3,-95615.4,1,8549.38,0.0114744,-39364.9,-95662.6,28.0|322,152
152|11,1.93631,8549.38,0.0131052,-22199.8,-95475.1,1,8549.38,0.0114744,-33500.4,-95642.6,28.0|322,152
152|10,0.720864,8549.38,0.0131052,-24104.7,-93449.8,1,8549.38,0.0114744,-27637.8,-94391,28.0|322,152
152|9,0.88768,8549.38,0.0131052,-19934.4,-93290.7,1,8549.38,0.0114744,-28074.3,-93436.1,28.0|322,152
152|3,1.38056,8549.4,0.0131052,-23791.4,-94199.6,0.99996,8549.4,0.0114744,-28997.1,-94618.5,22.0|322,152
152|4,1.18293,8549.4,0.0131052,-19151.3,-90303.3,1,8549.4,0.0114744,-27549.2,-94254.2,22.0|322,152
152|1,1.4284,8551.64,0.0131052,-2225.31,-3782.32,0.999999,8551.64,0.0114744,0.0768848,0.901427,69.0|322,152
152|2,1.45843,8551.64,0.0131052,-126.222,10915.7,0.999997,8551.64,0.0114744,0.769858,-2.29174,69.0|322,152
1056|8,1.20129,8550.19,-0.00102512,-24775.9,-120641,1,8550.19,-7.18909e-05,-29900.6,-120370,65.0|276,1056
1056|7,1.40716,8550.19,-0.00102512,-28662,-120953,1.04756,8550.19,-7.18909e-05,-27945.3,-121923,65.0|276,1056
1056|6,0.893199,8550.19,-0.00102512,-15844.7,-120790,1,8550.19,-7.18909e-05,-22622.2,-121067,65.0|276,1056
1056|5,0.785553,8550.19,-0.00102512,-15739.4,-121030,1,8550.19,-7.18909e-05,-19823.1,-121297,65.0|276,1056
1056|12,0.587693,8550.16,-0.00102512,-36555.3,-121955,0.891188,8550.16,-7.18909e-05,-41609,-121998,28.0|276,1056
1056|11,0.55741,8550.16,-0.00102512,-27868.2,-121846,0.891324,8550.16,-7.18909e-05,-39554,-121966,28.0|276,1056
1056|10,0.79055,8550.16,-0.00102512,-20886.8,-121769,0.999991,8550.16,-7.18909e-05,-28995.5,-121969,28.0|276,1056
1056|9,0.790737,8550.16,-0.00102512,-19586.3,-121804,1,8550.16,-7.18909e-05,-30176.6,-121967,28.0|276,1056
1056|4,1.01289,8550.18,-0.00102512,-11340.1,-121807,1,8550.18,-7.18909e-05,-25973.3,-121950,22.0|276,1056
1056|3,1.37603,8550.18,-0.00102512,-18562.5,-121916,1,8550.18,-7.18909e-05,-23319.5,-121961,22.0|276,1056
1056|1,1.46904,8548.11,-0.00102512,-2336.69,-2633.33,1,8548.11,-7.18909e-05,-2.47408e-05,0.00394783,69.0|276,1056
1056|2,1.32497,8548.11,-0.00102512,736.411,-6898.35,1,8548.11,-7.18909e-05,0.000115933,0.00383203,69.0|276,1056
462|6,1.29893,8548.63,0.0127376,-39049.5,-120539,1,8548.63,0.0114842,-45298,-126205,55.0|292,462
