id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.03546e-09,-1.71742e-09,-4.22089e-09,-3.65972,0,-1.45519e-11,0,4.27067e-12,-4.62795,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-7.88714e-12,8.02567e-10,5.48337e-09,-4.26205,0,0,0,9.42635e-13,-5.17985,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.11834e-09,1.5238e-09,-3.63152e-10,-0.784831,0,0,0,2.68091e-13,-2.23354,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,3.60829e-10,-4.4129e-09,-7.57981e-09,0.50619,0,0,0,3.34149e-13,-1.10784,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-2.36653e-09,1.08559e-09,7.22171e-09,-4.60581,0,0,0,8.57897e-13,-5.31298,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.36517e-09,-1.21616e-09,1.30275e-08,-4.36342,0,0,0,8.87068e-13,-5.14881,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.61665e-09,-1.01064e-09,6.22775e-09,-0.147453,0,0,0,2.46164e-13,-1.74923,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,4.60423e-10,6.0398e-10,1.69443e-09,-0.0289086,0,0,0,2.83218e-13,-1.66164,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-2.32876e-09,2.14208e-10,-3.28424e-09,-4.98552,0,7.27596e-12,1.81899e-12,2.22841e-11,-5.79822,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,2.44234e-09,2.16381e-09,6.90542e-09,-4.38149,0,-7.27596e-12,9.09495e-13,1.38558e-11,-5.00394,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.98194e-09,5.2202e-10,-2.33886e-09,-0.222751,0,0,0,-2.06779e-14,1.20019e-05,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,8.34843e-11,4.75692e-10,-1.16617e-08,-0.376685,0,0,0,-3.96072e-13,2.78477e-06,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,3.92989e-10,-1.81277e-09,-6.06656e-09,-0.117639,0,2.91038e-11,0,1.23013e-13,-3.32018e-06,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-3.55905e-09,1.08203e-09,1.49132e-08,-0.319666,0,0,0,8.57647e-15,-1.69231e-06,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-1.79686e-09,-3.86928e-10,-1.73771e-08,0.344984,0,5.82077e-11,0,1.02834e-13,1.86945e-05,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.05472e-10,-8.93281e-10,-7.36176e-09,-0.331955,0,2.18279e-11,4.20641e-12,-6.24027e-11,-0.00142041,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-7.83068e-10,-4.82426e-10,-3.87659e-09,-0.137871,0,0,0,-4.23828e-14,-2.1657e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-3.45409e-09,9.4655e-10,4.28412e-09,-0.422097,0,7.27596e-12,1.47793e-12,3.18934e-12,-5.13819e-05,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,4.08036e-11,3.50669e-09,-3.86447e-09,-0.266239,0,0,0,-5.96745e-15,-5.85827e-06,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-3.44924e-09,-1.26144e-09,-3.20522e-09,-0.0108351,0,0,-2.27374e-13,4.36479e-12,-0.0111425,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-1.31766e-09,-3.83713e-09,-8.52209e-09,-0.149488,0,0,-1.13687e-13,7.02216e-15,3.52815e-08,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-3.27185e-10,1.77691e-09,1.66208e-08,0.0289494,0,0,5.68434e-13,4.9174e-12,0.0296734,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-3.82628e-10,9.96001e-10,1.13451e-08,0.173029,0,0,0,-1.14492e-13,-9.71826e-07,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-1.29166e-09,5.59482e-11,2.19711e-09,0.452019,0,0,0,1.65423e-14,1.11959e-07,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.03812e-09,2.60376e-09,-9.53413e-09,-0.0457948,0,0,0,5.29021e-14,-5.41679e-06,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,9.3953e-10,6.93231e-11,-6.90866e-09,-0.21433,0,0,0,-7.16649e-14,3.636e-07,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,5.53511e-10,-1.09623e-09,7.18215e-09,-10.0942,0,7.27596e-12,0,-3.73784e-13,-10.643,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,3.43258e-09,-1.07518e-09,4.04868e-09,-9.92836,0,0,2.04636e-12,-2.21019e-11,-10.4867,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,4.65801e-09,6.68664e-10,2.10258e-08,-9.97147,0,2.18279e-11,0,-3.53967e-13,-10.6098,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,-2.19102e-09,3.83568e-10,-2.3079e-08,-10.0681,0,0,5.68434e-13,-1.36989e-11,-10.5827,0,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,-2.38237e-09,7.30056e-10,-1.41296e-08,-10.52,0,0,2.27374e-13,1.87322e-11,-10.8306,0,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,-3.77979e-09,4.19254e-09,1.53825e-08,-9.77519,0,7.27596e-12,-1.13687e-13,7.22061e-13,-10.5654,0,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,-2.67536e-09,-1.4081e-10,1.48371e-08,-16.2637,0,0,1.81899e-12,-8.35093e-12,-16.7938,0,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,4.54835e-10,-7.78233e-10,6.10996e-09,-16.4066,0,0,4.54747e-12,8.96264e-12,-17.0987,0,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,-1.2033e-10,-3.7613e-09,1.9327e-09,-14.9856,0,0,3.18323e-12,1.06373e-11,-15.6216,0,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,2.04513e-09,-7.15105e-10,-1.35905e-08,-16.2162,0,7.27596e-12,0,1.75118e-12,-16.4669,0,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,2.77672e-09,8.78544e-10,4.71479e-09,-0.564233,0,0,0,-3.43114e-13,2.70041e-05,0,False,69.0|233,705
