********************************************************************************
*                        m480_fitted.mlxtran                                   *
beta_f_mab_virus_65_0_162     :   -2.3e-06
beta_f_mab_virus_65_0_174     :   1.14e-06
beta_f_mab_virus_65_0_218     :      -4.28
beta_f_mab_virus_65_0_274     :  -1.43e-08
beta_f_mab_virus_65_0_276     :      -1.58
beta_f_mab_virus_65_0_292     :  -4.03e-05
beta_f_mab_virus_65_0_319     :   9.68e-07
beta_f_mab_virus_65_0_322     :     -0.574
beta_f_mab_virus_65_0_65      :   8.65e-07
beta_f_mab_virus_65_0_69      :     -0.123
beta_f_mab_virus_69_0_103     :   -2.7e-05
beta_f_mab_virus_69_0_162     :  -2.46e-05
beta_f_mab_virus_69_0_174     :  -1.52e-05
beta_f_mab_virus_69_0_218     :  -3.81e-06
beta_f_mab_virus_69_0_233     :  -2.45e-06
beta_f_mab_virus_69_0_274     :  -2.98e-06
beta_f_mab_virus_69_0_276     :  -5.21e-07
beta_f_mab_virus_69_0_292     :  -3.42e-06
beta_f_mab_virus_69_0_319     :   3.78e-06
beta_f_mab_virus_69_0_322     :  -1.46e-06
beta_f_mab_virus_69_0_42      :  -1.98e-06
beta_f_mab_virus_69_0_65      :  -1.56e-05
beta_f_mab_virus_69_0_69      :   3.29e-09
beta_f_mab_virus_69_0_71      :  -9.43e-07
beta_f_mab_virus_69_0_73      :  -1.16e-05
beta_f_mab_virus_69_0_99      :    1.1e-06
beta_f_mab_virus_70_0_274     :   1.89e-06
beta_f_run_id_1042            :   5.77e-07
beta_f_run_id_1043            :   1.79e-06
beta_f_run_id_1056            :  -0.000585
beta_f_run_id_1099            :     -2e-06
beta_f_run_id_1159            :     -0.971
beta_f_run_id_1197            :   2.59e-07
beta_f_run_id_1241            :     -0.711
beta_f_run_id_1260            :   3.01e-07
beta_f_run_id_152             :  -1.87e-07
beta_f_run_id_183             :      -2.48
beta_f_run_id_291             :   5.25e-07
beta_f_run_id_297             :   -1.5e-07
beta_f_run_id_322             :  -1.37e-06
beta_f_run_id_394             :      0.383
beta_f_run_id_411             :   1.99e-07
beta_f_run_id_433             :  -3.55e-07
beta_f_run_id_462             :       2.64
beta_f_run_id_474             :   2.83e-08
beta_f_run_id_488             :       1.97
beta_f_run_id_491             :      -2.03
beta_f_run_id_555             :  -1.66e-06
beta_f_run_id_611             :  -1.32e-06
beta_f_run_id_705             :       2.47
beta_f_run_id_719             :      0.544
beta_f_run_id_745             :   1.81e-07
beta_f_run_id_75              :  -2.26e-06
beta_f_run_id_77              :      -2.29
beta_f_run_id_783             :       2.93
beta_f_run_id_84              :  -2.08e-07
beta_f_run_id_847             :  -1.98e-07
beta_f_run_id_863             :   1.63e-06
beta_f_run_id_963             :  -1.08e-07
h_pop                         :       1.47
beta_h_mab_virus_22_0_162     :     0.0135
beta_h_mab_virus_22_0_174     :     0.0135
beta_h_mab_virus_22_0_218     :     0.0135
beta_h_mab_virus_22_0_274     :     0.0161
beta_h_mab_virus_22_0_276     :     0.0135
beta_h_mab_virus_22_0_292     :     0.0135
beta_h_mab_virus_22_0_319     :     0.0135
beta_h_mab_virus_22_0_322     :     0.0135
beta_h_mab_virus_22_0_65      :     0.0538
beta_h_mab_virus_22_0_69      :     0.0135
beta_h_mab_virus_28_0_103     :    7.6e-07
beta_h_mab_virus_28_0_162     :     0.0135
beta_h_mab_virus_28_0_174     :     0.0135
beta_h_mab_virus_28_0_218     :     0.0135
beta_h_mab_virus_28_0_274     :     0.0162
beta_h_mab_virus_28_0_276     :     0.0135
beta_h_mab_virus_28_0_292     :     0.0135
beta_h_mab_virus_28_0_319     :     0.0135
beta_h_mab_virus_28_0_322     :     0.0135
beta_h_mab_virus_28_0_65      :     0.0538
beta_h_mab_virus_28_0_69      :     0.0135
beta_h_mab_virus_32_0_103     :  -8.82e-07
beta_h_mab_virus_32_0_162     :     0.0135
beta_h_mab_virus_32_0_174     :     0.0135
beta_h_mab_virus_32_0_218     :     0.0135
beta_h_mab_virus_32_0_274     :     0.0161
beta_h_mab_virus_32_0_276     :     0.0135
beta_h_mab_virus_32_0_292     :     0.0135
beta_h_mab_virus_32_0_319     :     0.0135
beta_h_mab_virus_32_0_322     :     0.0135
beta_h_mab_virus_32_0_65      :     0.0538
beta_h_mab_virus_32_0_69      :     0.0135
beta_h_mab_virus_44_0_99      :     0.0179
beta_h_mab_virus_55_0_103     :  -8.62e-07
beta_h_mab_virus_55_0_162     :     0.0135
beta_h_mab_virus_55_0_174     :     0.0135
beta_h_mab_virus_55_0_218     :     0.0135
beta_h_mab_virus_55_0_274     :     0.0162
beta_h_mab_virus_55_0_276     :     0.0135
beta_h_mab_virus_55_0_292     :     0.0135
beta_h_mab_virus_55_0_319     :     0.0135
beta_h_mab_virus_55_0_322     :     0.0135
beta_h_mab_virus_55_0_65      :     0.0538
beta_h_mab_virus_55_0_69      :     0.0135
beta_h_mab_virus_6_0_233      :     0.0323
beta_h_mab_virus_6_0_42       :     0.0135
beta_h_mab_virus_6_0_71       :     0.0269
beta_h_mab_virus_6_0_73       :     0.0269
beta_h_mab_virus_6_0_99       :     0.0179
beta_h_mab_virus_63_0_42      :     0.0135
beta_h_mab_virus_63_0_99      :     0.0179
beta_h_mab_virus_65_0_103     :   1.17e-07
beta_h_mab_virus_65_0_162     :     0.0135
beta_h_mab_virus_65_0_174     :     0.0135
beta_h_mab_virus_65_0_218     :     0.0135
beta_h_mab_virus_65_0_274     :     0.0162
beta_h_mab_virus_65_0_276     :     0.0135
beta_h_mab_virus_65_0_292     :     0.0135
beta_h_mab_virus_65_0_319     :     0.0135
beta_h_mab_virus_65_0_322     :     0.0135
beta_h_mab_virus_65_0_65      :     0.0538
beta_h_mab_virus_65_0_69      :     0.0135
beta_h_mab_virus_69_0_103     :    2.1e-07
beta_h_mab_virus_69_0_162     :     0.0135
beta_h_mab_virus_69_0_174     :     0.0135
beta_h_mab_virus_69_0_218     :     0.0135
beta_h_mab_virus_69_0_233     :     0.0323
beta_h_mab_virus_69_0_274     :     0.0162
beta_h_mab_virus_69_0_276     :     0.0135
beta_h_mab_virus_69_0_292     :     0.0135
beta_h_mab_virus_69_0_319     :     0.0135
beta_h_mab_virus_69_0_322     :     0.0135
beta_h_mab_virus_69_0_42      :     0.0135
beta_h_mab_virus_69_0_65      :     0.0538
beta_h_mab_virus_69_0_69      :     0.0135
beta_h_mab_virus_69_0_71      :     0.0269
beta_h_mab_virus_69_0_73      :     0.0269
beta_h_mab_virus_69_0_99      :     0.0179
beta_h_mab_virus_70_0_274     :     0.0162
beta_h_run_id_1042            :     0.0404
beta_h_run_id_1043            :     0.0404
beta_h_run_id_1056            :     0.0404
beta_h_run_id_1099            :     0.0269
beta_h_run_id_1159            :     0.0404
beta_h_run_id_1197            :     0.0538
beta_h_run_id_1241            :     0.0404
beta_h_run_id_1260            :     0.0404
beta_h_run_id_152             :     0.0404
beta_h_run_id_183             :     0.0215
beta_h_run_id_291             :     0.0538
beta_h_run_id_297             :     0.0269
beta_h_run_id_322             :     0.0404
beta_h_run_id_394             :     0.0404
beta_h_run_id_411             :     0.0377
beta_h_run_id_433             :     0.0359
beta_h_run_id_462             :     0.0404
beta_h_run_id_474             :     0.0404
beta_h_run_id_488             :     0.0404
beta_h_run_id_491             :     0.0359
beta_h_run_id_555             :     0.0215
beta_h_run_id_611             :     0.0269
beta_h_run_id_705             :     0.0215
beta_h_run_id_719             :     0.0377
beta_h_run_id_745             :     0.0404
beta_h_run_id_75              :  -4.39e-07
beta_h_run_id_77              :     0.0404
beta_h_run_id_783             :     0.0269
beta_h_run_id_84              :     0.0404
beta_h_run_id_847             :     0.0404
beta_h_run_id_863             :     0.0377
beta_h_run_id_963             :     0.0404
L_gap_pop                     :   1.19e-07
beta_L_gap_mab_virus_22_0_162 :   7.91e-07
beta_L_gap_mab_virus_22_0_174 :   1.09e-06
beta_L_gap_mab_virus_22_0_218 :   3.58e-07
beta_L_gap_mab_virus_22_0_274 :   1.24e-06
beta_L_gap_mab_virus_22_0_276 :   4.53e-07
beta_L_gap_mab_virus_22_0_292 :   2.52e-07
beta_L_gap_mab_virus_22_0_319 :  -6.45e-07
beta_L_gap_mab_virus_22_0_322 :  -7.98e-07
beta_L_gap_mab_virus_22_0_65  :   1.84e-06
beta_L_gap_mab_virus_22_0_69  :  -2.45e-07
beta_L_gap_mab_virus_28_0_103 :  -5.44e-07
beta_L_gap_mab_virus_28_0_162 :   1.25e-06
beta_L_gap_mab_virus_28_0_174 :  -2.24e-06
beta_L_gap_mab_virus_28_0_218 :   -8.9e-07
beta_L_gap_mab_virus_28_0_274 :  -1.61e-06
beta_L_gap_mab_virus_28_0_276 :   1.28e-06
beta_L_gap_mab_virus_28_0_292 :  -1.37e-06
beta_L_gap_mab_virus_28_0_319 :  -7.67e-07
beta_L_gap_mab_virus_28_0_322 :   1.43e-06
beta_L_gap_mab_virus_28_0_65  :  -6.07e-07
beta_L_gap_mab_virus_28_0_69  :   2.33e-07
beta_L_gap_mab_virus_32_0_103 :  -1.48e-06
beta_L_gap_mab_virus_32_0_162 :  -1.17e-07
beta_L_gap_mab_virus_32_0_174 :    3.4e-06
beta_L_gap_mab_virus_32_0_218 :   1.41e-06
beta_L_gap_mab_virus_32_0_274 :  -1.69e-07
beta_L_gap_mab_virus_32_0_276 :   5.16e-07
beta_L_gap_mab_virus_32_0_292 :   1.93e-06
beta_L_gap_mab_virus_32_0_319 :   6.79e-07
beta_L_gap_mab_virus_32_0_322 :  -2.01e-06
beta_L_gap_mab_virus_32_0_65  :  -3.88e-07
beta_L_gap_mab_virus_32_0_69  :   8.91e-07
beta_L_gap_mab_virus_44_0_99  :  -1.19e-06
beta_L_gap_mab_virus_55_0_103 :  -1.63e-08
beta_L_gap_mab_virus_55_0_162 :  -7.21e-07
beta_L_gap_mab_virus_55_0_174 :   1.55e-06
beta_L_gap_mab_virus_55_0_218 :   1.02e-06
beta_L_gap_mab_virus_55_0_274 :   9.29e-07
beta_L_gap_mab_virus_55_0_276 :  -2.29e-06
beta_L_gap_mab_virus_55_0_292 :   1.19e-06
beta_L_gap_mab_virus_55_0_319 :   3.81e-07
beta_L_gap_mab_virus_55_0_322 :  -4.77e-07
beta_L_gap_mab_virus_55_0_65  :  -1.73e-07
beta_L_gap_mab_virus_55_0_69  :  -6.85e-07
beta_L_gap_mab_virus_6_0_233  :   3.67e-07
beta_L_gap_mab_virus_6_0_42   :  -3.86e-07
beta_L_gap_mab_virus_6_0_71   :   1.01e-07
beta_L_gap_mab_virus_6_0_73   :  -1.64e-07
beta_L_gap_mab_virus_6_0_99   :     -2e-08
beta_L_gap_mab_virus_63_0_42  :   8.02e-07
beta_L_gap_mab_virus_63_0_99  :   1.51e-06
beta_L_gap_mab_virus_65_0_103 :   5.44e-07
beta_L_gap_mab_virus_65_0_162 :   2.48e-07
beta_L_gap_mab_virus_65_0_174 :  -1.84e-06
beta_L_gap_mab_virus_65_0_218 :  -1.77e-06
beta_L_gap_mab_virus_65_0_274 :   2.21e-07
beta_L_gap_mab_virus_65_0_276 :   3.61e-07
beta_L_gap_mab_virus_65_0_292 :   -1.2e-06
beta_L_gap_mab_virus_65_0_319 :   1.48e-07
beta_L_gap_mab_virus_65_0_322 :  -8.72e-08
beta_L_gap_mab_virus_65_0_65  :  -8.65e-07
beta_L_gap_mab_virus_65_0_69  :  -1.72e-06
beta_L_gap_mab_virus_69_0_103 :   2.74e-07
beta_L_gap_mab_virus_69_0_162 :  -6.08e-07
beta_L_gap_mab_virus_69_0_174 :  -1.95e-06
beta_L_gap_mab_virus_69_0_218 :  -4.25e-07
beta_L_gap_mab_virus_69_0_233 :  -5.99e-07
beta_L_gap_mab_virus_69_0_274 :   6.11e-07
beta_L_gap_mab_virus_69_0_276 :  -8.04e-07
beta_L_gap_mab_virus_69_0_292 :   5.83e-07
beta_L_gap_mab_virus_69_0_319 :   4.48e-07
beta_L_gap_mab_virus_69_0_322 :   1.79e-06
beta_L_gap_mab_virus_69_0_42  :  -4.31e-07
beta_L_gap_mab_virus_69_0_65  :   3.36e-07
beta_L_gap_mab_virus_69_0_69  :   1.44e-06
beta_L_gap_mab_virus_69_0_71  :  -3.76e-07
beta_L_gap_mab_virus_69_0_73  :   -2.9e-08
beta_L_gap_mab_virus_69_0_99  :  -5.02e-07
beta_L_gap_mab_virus_70_0_274 :  -1.65e-06
beta_L_gap_run_id_1042        :  -7.07e-08
beta_L_gap_run_id_1043        :   1.41e-06
beta_L_gap_run_id_1056        :  -1.16e-06
beta_L_gap_run_id_1099        :   9.37e-08
beta_L_gap_run_id_1159        :   1.84e-06
beta_L_gap_run_id_1197        :   2.22e-07
beta_L_gap_run_id_1241        :   4.12e-07
beta_L_gap_run_id_1260        :   4.42e-07
beta_L_gap_run_id_152         :   -1.3e-07
beta_L_gap_run_id_183         :   2.55e-07
beta_L_gap_run_id_291         :  -3.69e-07
beta_L_gap_run_id_297         :  -4.02e-07
beta_L_gap_run_id_322         :  -1.39e-06
beta_L_gap_run_id_394         :  -1.46e-08
beta_L_gap_run_id_411         :    9.7e-07
beta_L_gap_run_id_433         :  -5.44e-07
beta_L_gap_run_id_462         :  -4.67e-07
beta_L_gap_run_id_474         :    6.8e-07
beta_L_gap_run_id_488         :  -1.75e-08
beta_L_gap_run_id_491         :   3.41e-07
beta_L_gap_run_id_555         :  -1.92e-07
beta_L_gap_run_id_611         :  -2.87e-07
beta_L_gap_run_id_705         :  -2.95e-07
beta_L_gap_run_id_719         :  -1.83e-06
beta_L_gap_run_id_745         :   6.78e-07
beta_L_gap_run_id_75          :  -1.03e-06
beta_L_gap_run_id_77          :  -9.77e-07
beta_L_gap_run_id_783         :   1.27e-07
beta_L_gap_run_id_84          :   9.13e-07
beta_L_gap_run_id_847         :  -4.99e-07
beta_L_gap_run_id_863         :   4.25e-07
beta_L_gap_run_id_963         :  -1.99e-07
eta_alpha_pop                 :     0.0191
beta_eta_alpha_run_id_1042    :   2.25e-07
beta_eta_alpha_run_id_1043    :   1.96e-07
beta_eta_alpha_run_id_1056    :  -7.11e-05
beta_eta_alpha_run_id_1099    :  -1.63e-06
beta_eta_alpha_run_id_1159    :   1.18e-06
beta_eta_alpha_run_id_1197    :  -1.69e-05
beta_eta_alpha_run_id_1241    :   2.57e-07
beta_eta_alpha_run_id_1260    :    0.00548
beta_eta_alpha_run_id_152     :   1.28e-06
beta_eta_alpha_run_id_183     :    0.00725
beta_eta_alpha_run_id_291     :   3.56e-07
beta_eta_alpha_run_id_297     :    -0.0161
beta_eta_alpha_run_id_322     :   1.74e-06
beta_eta_alpha_run_id_394     :   8.31e-06
beta_eta_alpha_run_id_411     :   8.87e-08
beta_eta_alpha_run_id_433     :    -0.0144
beta_eta_alpha_run_id_462     :  -1.08e-06
beta_eta_alpha_run_id_474     :  -3.81e-06
beta_eta_alpha_run_id_488     :    0.00144
beta_eta_alpha_run_id_491     :   6.82e-08
beta_eta_alpha_run_id_555     :  -1.01e-06
beta_eta_alpha_run_id_611     :  -0.000989
beta_eta_alpha_run_id_705     :  -4.61e-06
beta_eta_alpha_run_id_719     :  -3.94e-07
beta_eta_alpha_run_id_745     :   7.81e-08
beta_eta_alpha_run_id_75      :   1.37e-06
beta_eta_alpha_run_id_77      :   2.24e-07
beta_eta_alpha_run_id_783     :   4.21e-07
beta_eta_alpha_run_id_84      :     -0.023
beta_eta_alpha_run_id_847     :     -0.037
beta_eta_alpha_run_id_863     :  -4.88e-06
beta_eta_alpha_run_id_963     :   9.68e-08

Standard Deviation of the Random Effects -
omega_h                       :   3.46e-08
omega_L_gap                   :   1.52e-08

Error Model Parameters -------------------
acc                           :   2.22e-16
bcc                           :     0.0629
asample                       :        867
bsample                       :      0.449
avc                           :        300
bvc                           :     0.0289

Elapsed time (seconds):  7.8e+03
CPU time     (seconds):  9.7e+03
Exploratory phase iterations:      938 (Autostop)
Smoothing phase iterations:        200 (Stopped at the maximum number of iterations)

 _______________________________________________________________________________



ESTIMATION OF THE INDIVIDUAL PARAMETERS ________________________________________


Estimation of the individual parameters by Conditional Mode --------------------
                      min            Q1        median            Q3           max  shrinkage(%)
f         :       0.00644         0.297         0.467         0.805          50.6           nan
h         :          1.53          1.53          1.53          1.53          1.53          99.9
L_gap     :     -3.22e-06     -5.59e-07      3.65e-08         6e-07      2.61e-06          99.9
eta_alpha :       -0.0179        0.0191        0.0191        0.0191        0.0263           nan

Elapsed time (seconds):     0.12
CPU time     (seconds):        0

 -------------------------------------------------------------------------------

 _______________________________________________________________________________




ESTIMATION OF THE LOG-LIKELIHOOD _______________________________________________

                                                            (is)
-2 x log-likelihood                       (OFV) :       62494.90
Akaike Information Criteria               (AIC) :       63248.90
Corrected Bayesian Information Criteria  (BICc) :       65068.05
Bayesian Information Criteria             (BIC) :       64749.89

Elapsed time                          (seconds) :          25.31
CPU time                              (seconds) :          30.00
MonteCarlo size (is):    10000 (Fixed number of iterations)


[Importance Sampling] Standard error        : 0.399
                      Sampling distribution : T-distribution with 5 degrees of freedom

 _______________________________________________________________________________

DATASET INFORMATION
Number of individuals: 396
Number of observations (obsid cc): 264
Number of observations (obsid sample): 2640
Number of observations (obsid vc): 264
Number of doses: 0

