rep,id,U,L,L_gap,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.35079,0.0277037,1.14915,-4.35112,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.35079,0.0277037,1.14915,-7.46516,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.35079,0.0277037,1.14915,-7.22714,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.35079,0.0277037,1.14915,-6.64174,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.35079,0.0277037,1.14915,-2.98786,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.35079,0.0277037,1.14915,-5.17306,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.35079,0.0277037,1.14915,-0.123401,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.35079,0.0277037,1.14915,-3.14769,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.35079,0.0277037,1.14915,-4.04059,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.35079,0.0277037,1.14915,-9.57941,0.0819156,3.45129e-07,8.17506e-11,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.35079,0.0277037,8.88788,-1.45855,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.35079,0.0277037,8.88788,9.69797,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.35079,0.0277037,8.88788,-3.04793,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.35079,0.0277037,8.88788,0.18664,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.35079,0.0277037,8.88788,-3.68634,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.35079,0.0277037,8.88788,10.1827,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.35079,0.0277037,8.88788,10.9443,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.35079,0.0277037,8.88788,-0.713417,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.35079,0.0277037,8.88788,-6.39922,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.35079,0.0277037,8.88788,-7.49161,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.35079,0.0277037,8.88788,-0.499562,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.35079,0.0277037,8.88788,-0.23186,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.35079,0.0277037,8.88788,6.01763,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.35079,0.0277037,8.88788,-1.72137,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.35079,0.0277037,8.88788,6.27311,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.35079,0.0277037,8.88788,3.3336,1.20556,3.45129e-07,8.17506e-11,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0.999997,-0.0275935,0.927605,-4.00796,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0.999997,-0.0275935,0.927604,-0.613195,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0.999997,-0.0275935,0.927604,-3.44313,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0.999997,-0.0275935,0.927605,-3.25152,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0.999997,-0.0275935,0.927604,-7.27079,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0.999997,-0.0275935,0.927604,-1.16863,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0.999997,-0.0275935,0.927604,-1.80622,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0.999997,-0.0275935,0.927605,-2.14274,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0.999997,-0.0275935,0.927604,-14.4541,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0.999997,-0.0275935,0.927604,-1.22499,0.16944,3.45132e-07,8.17506e-11,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0.999997,-0.0275935,1.50236,-3.50616,1.3157,3.45132e-07,8.17506e-11,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0.999997,-0.0275935,1.50236,-0.427271,1.3157,3.45132e-07,8.17506e-11,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0.999997,-0.0275935,1.50236,-2.91602,1.3157,3.45132e-07,8.17506e-11,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0.999997,-0.0275935,1.50236,1.56242,1.3157,3.45132e-07,8.17506e-11,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0.999997,-0.0275935,1.50236,4.74277,1.3157,3.45132e-07,8.17506e-11,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,0.999997,-0.0275935,1.50236,-3.40682,1.3157,3.45132e-07,8.17506e-11,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,0.999997,-0.0275935,1.50236,-1.2546,1.3157,3.45132e-07,8.17506e-11,False,69.0|71,783
