id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-2.80351e-09,-3.94125,-2.2989e-09,0,0,0,0,5.38458e-15,-1.29304,-9.76996e-15,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-5.29867e-10,-4.42866,1.64548e-09,0,0,0,0,1.31561e-14,-1.72697,4.21885e-14,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,3.69658e-10,-3.92365,-5.3634e-09,0,0,0,0,5.60663e-15,-1.15659,-2.22045e-14,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.31887e-09,-4.21236,3.26286e-09,0,0,0,0,2.22045e-15,-1.21049,-8.88178e-16,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,5.09444e-10,-3.98313,-1.12881e-09,0,0,0,0,6.38378e-15,-1.44082,3.06422e-14,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,1.13603e-09,-4.05484,2.59814e-09,0,0,0,0,7.77156e-16,-1.46352,1.33227e-15,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,-6.79553e-10,-3.63465,-8.56581e-09,0,0,0,0,-9.76996e-15,-1.16515,2.04281e-14,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,3.19789e-09,-3.83492,2.9715e-09,0,0,0,0,2.80331e-15,-1.16255,-2.35367e-14,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,1.2492e-09,-4.22191,-5.12902e-09,0,0,0,0,8.27116e-15,-1.61556,-2.66454e-15,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,3.00973e-09,-3.95204,-6.85332e-09,0,0,0,0,9.32587e-15,-1.55157,1.11022e-14,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-1.84512e-10,0.518452,2.53728e-10,0,0,0,0,-2.66454e-15,4.14797e-07,-5.55112e-16,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-4.26765e-09,0.144158,-8.21888e-09,0,0,0,0,-8.88178e-16,-3.52321e-07,-3.9968e-15,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-2.96657e-09,0.534598,-6.44614e-09,0,0,0,0,2.22045e-15,1.0924e-07,-3.88578e-15,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,1.90738e-09,-0.241531,-5.68778e-09,0,0,0,0,-3.55271e-15,-5.08494e-07,2.22045e-16,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-2.42937e-09,-0.0608002,-6.52716e-09,0,0,0,0,-3.55271e-15,1.88121e-07,7.85483e-15,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,7.00455e-10,-0.0538988,4.50521e-09,0,0,0,0,-1.77636e-15,6.21139e-08,-6.60583e-15,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-9.63437e-10,0.494926,4.23228e-09,0,0,0,0,1.77636e-15,3.54082e-08,3.10862e-15,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,8.64856e-10,-0.0321685,1.73048e-09,0,0,0,0,0,-3.59071e-07,-4.4964e-15,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-1.4789e-11,0.0587847,9.51339e-10,0,0,0,0,0,4.69937e-07,-1.22125e-15,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,1.30909e-09,-0.63242,-5.28383e-09,0,0,0,0,3.55271e-15,-1.60591e-07,2.05391e-15,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-8.92981e-10,-0.0558431,-1.18102e-09,0,0,0,0,-1.77636e-15,1.46328e-07,-6.71685e-15,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-3.07444e-10,0.390807,-8.85261e-10,0,0,0,0,-1.77636e-15,4.80011e-07,-8.88178e-16,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,1.72755e-09,-0.165806,-8.29755e-10,0,0,0,0,-1.77636e-15,9.5881e-08,0,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,2.23455e-09,-0.588963,-5.87458e-09,0,0,0,0,-3.55271e-15,2.21339e-07,2.38698e-15,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-1.04758e-09,0.35317,7.97157e-11,0,0,0,0,-3.55271e-15,-4.5473e-08,2.9976e-15,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-1.44742e-09,0.562607,-6.02077e-09,0,0,0,0,1.77636e-15,-1.34273e-07,-6.66134e-16,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,2.22773e-09,-2.96081,-7.79235e-09,0,0,0,0,-4.66294e-14,-0.380859,-7.99361e-15,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,0,1.24319e-10,-2.82338,3.40579e-09,0,0,0,0,-1.55154e-14,-0.411017,4.39648e-14,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,0,-5.15301e-09,-3.53129,6.34407e-09,0,0,0,0,1.79023e-15,-0.633604,2.22045e-15,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,0,1.1018e-09,-4.65373,4.55681e-09,0,0,0,0,-5.68989e-16,-0.702201,3.39728e-14,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,0,-7.39578e-10,-4.63457,4.13459e-09,0,0,0,0,8.38218e-15,-1.98896,-1.11022e-14,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,0,-1.63261e-10,-4.4872,-1.24506e-09,0,0,0,0,0,-1.9997,-3.33067e-15,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,0,-4.15696e-09,-2.48709,1.06604e-09,0,0,0,0,-9.96425e-15,-0.415043,-2.30926e-14,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,0,-7.75204e-10,-2.25302,-1.11535e-08,0,0,0,0,-2.55906e-14,-0.390908,1.04361e-14,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,0,4.39735e-10,-4.0933,3.56988e-09,0,0,0,0,-6.53644e-15,-1.88957,-4.44089e-15,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,0,-1.90215e-09,-4.51236,3.22746e-09,0,0,0,0,-5.19029e-15,-1.89824,-1.64313e-14,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,0,1.20041e-11,-0.0218368,-8.34615e-10,0,0,0,0,-1.66533e-15,-2.75541e-07,1.94289e-15,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0,0,-2.04394e-09,-0.0556102,2.45355e-09,0,0,0,0,9.99201e-16,2.98145e-07,4.55191e-15,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,0,0,1.80857e-09,0.244135,-4.87061e-10,0,0,0,0,-6.66134e-16,3.52406e-07,3.21965e-15,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,0,0,4.4832e-10,0.264138,2.33674e-09,0,0,0,0,4.44089e-16,2.39794e-07,-1.33227e-15,0,0,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,0,0,1.01807e-09,0.568707,1.90675e-09,0,0,0,0,1.22125e-15,2.22945e-07,2.33147e-15,0,0,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,0,0,4.97258e-10,0.232741,-8.92372e-09,0,0,0,0,-4.44089e-16,-2.86889e-07,6.21725e-15,0,0,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,0,0,-1.95481e-09,-0.214521,2.57276e-10,0,0,0,0,-2.77556e-16,3.10432e-07,4.77396e-15,0,0,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,0,0,-5.09422e-10,0.0620993,-3.89822e-09,0,0,0,0,2.22045e-16,-3.33972e-07,-1.55431e-15,0,0,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,0,0,3.04017e-09,0.141328,4.70273e-09,0,0,0,0,-4.44089e-16,-4.90176e-07,6.66134e-16,0,0,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,0,0,-5.77991e-09,-0.0850787,-7.39498e-09,0,0,0,0,-3.66374e-15,2.43383e-07,2.83107e-15,0,0,False,69.0|71,783
