rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-8.15121,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-3.85532,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-1.55437,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,2.38976,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-1.22884,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-3.26032,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.22305,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,2.09712,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-1.37677,0,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-4.98246,0,0,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,2.32015,0,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-5.33667,0,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-5.09908,0,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-14.9412,0,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-0.294566,0,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,5.43991,0,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,5.03037,0,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,2.2008,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-2.80878,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-5.90777,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.72107,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.40351,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-3.07266,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-5.16382,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.340571,0,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-3.36389,0,0,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,5.62734,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,5.6007,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,5.36678,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,5.55976,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,-1.17479,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,-2.56058,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,5.56558,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,5.7358,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,-3.53663,0,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,-3.329,0,0,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,3.35318,0,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,2.6437,0,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,-2.0596,0,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,2.94525,0,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,2.66043,0,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,-0.97985,0,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,4.94868,0,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,-0.173904,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,-4.74147,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,-4.64246,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,-7.75164,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,1.65275,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,2.7071,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,-0.794569,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,2.23118,0,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,-1.16954,0,0,0,0,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,-4.04862,0,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,-2.60678,0,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,-0.301074,0,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,-2.37163,0,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,-2.75021,0,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,0.446266,0,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,1.94062,0,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,1.85343,0,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,-5.34836,0,0,0,0,True,63.0|99,491
1,14|491|14|491|sample|8|99|8|99|63.0,-6.56234,0,0,0,0,True,63.0|99,491
1,14|491|14|491|cc|1|1|99|1|99|69.0,2.42568,0,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|2|1|99|1|99|69.0,-2.4021,0,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|3|1|99|1|99|69.0,0.963266,0,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|4|1|99|1|99|69.0,5.13799,0,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|5|1|99|1|99|69.0,1.9183,0,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|6|1|99|1|99|69.0,4.00964,0,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|7|1|99|1|99|69.0,-3.5655,0,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|8|1|99|1|99|69.0,-4.66343,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|1|2|99|2|99|69.0,-2.28035,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|2|2|99|2|99|69.0,-2.1823,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|3|2|99|2|99|69.0,4.10497,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|4|2|99|2|99|69.0,-3.34026,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|5|2|99|2|99|69.0,3.79995,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|6|2|99|2|99|69.0,2.44354,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|7|2|99|2|99|69.0,-1.31135,0,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|8|2|99|2|99|69.0,4.01912,0,0,0,0,False,69.0|99,491
1,14|433|14|433|sample|4|99|4|99|6.0,-3.20299,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|3|99|3|99|6.0,-5.1869,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|6|99|6|99|6.0,4.48672,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|5|99|5|99|6.0,4.03249,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|8|99|8|99|6.0,-2.52184,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|7|99|7|99|6.0,-7.75116,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|10|99|10|99|6.0,-2.9875,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|9|99|9|99|6.0,-1.82804,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|11|99|11|99|6.0,4.1301,0,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|12|99|12|99|6.0,3.24748,0,0,0,0,True,6.0|99,433
1,14|433|14|433|cc|1|1|99|1|99|69.0,-0.868072,0,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|2|1|99|1|99|69.0,0.319078,0,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|3|1|99|1|99|69.0,5.11882,0,0,0,0,False,69.0|99,433
