rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,5.58892e-08,7.00394e-08,-5.63216,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,5.14403e-08,1.27736e-07,-2.78105,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-5.22853e-08,-4.41897e-08,-3.25772,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-1.05001e-08,5.48188e-08,-6.51619,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,1.34958e-08,7.86804e-08,-6.4908,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,8.89258e-09,2.32851e-07,-9.89198,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,5.03961e-08,7.24852e-08,-5.40096,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,3.06093e-08,1.69217e-07,-8.74421,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-3.5679e-08,-7.41224e-08,-8.80451,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-2.85058e-09,-8.73891e-08,-8.76314,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-6.74729e-08,6.90159e-09,-0.249243,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,1.80716e-07,-1.8843e-07,-0.328626,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,8.40125e-08,-1.02491e-08,0.204687,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,2.24262e-08,-7.31831e-09,0.982399,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-1.22715e-08,1.5585e-07,-5.54465,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-5.29488e-08,6.49261e-08,-2.40016,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,1.1823e-07,-7.26826e-08,-1.25153,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,6.19456e-08,-1.01737e-07,-3.91913,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,3.12882e-08,-1.29722e-07,1.71237,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-6.84872e-09,3.83778e-08,-6.73592,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,7.0259e-08,-3.89859e-08,6.21522,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,4.22897e-08,-8.5249e-09,5.34769,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,1.4825e-08,-1.26718e-09,-0.254259,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,5.97586e-08,-2.84949e-07,4.37544,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,1.55062e-08,1.31586e-07,-8.21043,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-4.20241e-08,3.9103e-08,-0.419173,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,0,-4.23966e-08,9.01049e-08,1.50075,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,0,2.225e-08,-1.84696e-08,5.86468,0,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,0,-9.22857e-08,-1.05815e-07,3.87757,0,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,0,-1.01488e-08,4.59801e-08,4.87903,0,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,0,-3.95044e-08,1.13733e-07,6.25478,0,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,0,-3.25394e-08,1.09818e-07,5.50265,0,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,0,2.73014e-08,2.7853e-07,-5.06846,0,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,0,-1.29501e-07,-8.13251e-08,-6.07693,0,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,0,1.72662e-07,-9.00678e-08,0.791383,0,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,0,-7.54958e-08,1.90509e-08,-2.75029,0,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,0,1.07733e-07,1.83572e-08,5.34937,0,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,0,-6.28417e-08,1.13954e-07,-4.96382,0,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,0,9.86461e-10,-1.98958e-07,0.60882,0,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,0,4.18801e-08,-8.08969e-08,-0.777276,0,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,0,-1.49207e-07,1.87728e-07,-4.72609,0,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,0,-8.71814e-08,-5.37404e-08,3.48881,0,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,0,-6.79597e-09,-1.03255e-07,-2.64038,0,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,0,2.85836e-08,-2.04592e-07,-3.86469,0,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,0,1.2119e-09,-3.08562e-07,-1.03845,0,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,0,2.27039e-08,-6.52766e-08,4.35992,0,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,0,-8.45023e-08,2.32224e-07,-7.3872,0,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,0,5.73881e-08,5.22195e-08,-5.79164,0,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,0,-3.1894e-08,7.0338e-08,-1.37444,0,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,0,-8.21429e-08,8.95755e-08,-5.95892,0,False,69.0|233,705
1,14|705|14|705|vc|7|2|233|2|233|69.0,0,-5.27498e-08,3.31749e-08,1.54031,0,False,69.0|233,705
1,14|705|14|705|vc|8|2|233|2|233|69.0,0,-2.4699e-08,-6.61045e-08,5.06419,0,False,69.0|233,705
1,8|152|8|152|sample|8|322|8|322|65.0,0,5.59309e-08,2.40615e-08,3.36653,0,True,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,-1.95441e-08,-7.33039e-08,-2.59737,0,True,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,6.22971e-08,-8.49428e-08,-3.35776,0,True,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,-6.97628e-09,8.40206e-08,-0.337263,0,True,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,-6.15818e-08,-6.70529e-08,-5.24406,0,True,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,7.85201e-09,7.85817e-08,-6.16975,0,True,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,-4.80362e-08,-7.70114e-08,-1.72836,0,True,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,-5.81219e-08,-2.72213e-08,-2.28719,0,True,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,4.13401e-08,7.36802e-09,-5.8405,0,True,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,-1.0507e-07,-1.15649e-07,-1.71447,0,True,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0,-1.95354e-08,5.22207e-08,6.38657,0,False,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0,7.53905e-08,1.69325e-07,-6.83164,0,False,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0,-1.42291e-07,-4.04862e-08,-7.81955,0,False,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0,2.25759e-08,-4.56518e-08,0.910863,0,False,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0,2.81462e-08,1.83494e-07,-5.02361,0,False,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0,6.02444e-08,1.01901e-07,1.18113,0,False,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0,-1.41009e-08,-3.83673e-08,-1.42583,0,False,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0,-4.7798e-08,1.25999e-07,0.712792,0,False,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0,-1.21837e-07,1.95946e-07,-0.553825,0,False,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0,3.21768e-08,2.26881e-07,3.69769,0,False,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0,2.09981e-08,-9.65863e-08,5.36296,0,False,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0,-4.29297e-08,-9.41025e-08,-4.7071,0,False,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0,3.7136e-08,4.20236e-08,4.36227,0,False,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0,8.4643e-08,1.01124e-07,-2.45871,0,False,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0,7.92014e-08,1.65629e-07,-0.729028,0,False,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,0,-4.50874e-08,1.49755e-07,-6.46372,0,False,69.0|322,152
1,8|1159|8|1159|sample|8|292|8|292|65.0,0,-5.05719e-08,-1.76933e-08,-1.04054,0,True,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,0,-5.5279e-08,-1.33897e-08,-2.45623,0,True,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,0,-3.69093e-08,-1.31772e-07,1.78406,0,True,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,0,2.62061e-08,1.14748e-07,5.98743,0,True,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,0,-2.38325e-08,1.60745e-07,2.75967,0,True,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,0,-1.51302e-08,2.96107e-07,-1.30497,0,True,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,0,-2.50587e-08,3.7776e-08,-0.811681,0,True,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,0,7.63039e-08,8.92694e-09,-0.247213,0,True,28.0|292,1159
1,8|1159|8|1159|sample|4|292|4|292|22.0,0,-5.96059e-08,2.38835e-08,4.18002,0,True,22.0|292,1159
1,8|1159|8|1159|sample|3|292|3|292|22.0,0,-6.4191e-08,1.55402e-07,-0.424564,0,True,22.0|292,1159
