id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,86441.6,769.639,0.159,0.0193633,0.47873,85993.3,769.639,0.159,0.00112082,0.484886,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,86441.6,769.639,0.159,0.0170157,0.47873,85993.3,769.639,0.159,0.000838408,0.484886,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,86441.6,769.639,0.159,0.0742791,0.47873,85993.3,769.639,0.159,0.00313852,0.484886,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,86441.6,769.639,0.159,1.97295,0.47873,85993.3,769.639,0.159,0.00722148,0.484886,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,86441.6,769.639,0.159,0.00698652,0.47873,85993.3,769.639,0.159,0.000666511,0.484886,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,86441.6,769.639,0.159,0.0267344,0.47873,85993.3,769.639,0.159,0.00078693,0.484886,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,86441.6,769.639,0.159,0.306138,0.47873,85993.3,769.639,0.159,0.00435243,0.484886,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,86441.6,769.639,0.159,0.775098,0.47873,85993.3,769.639,0.159,0.00474528,0.484886,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,86441.6,769.639,0.159,0.00460484,0.47873,85993.3,769.639,0.159,0.000561534,0.484886,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,86441.6,769.639,0.159,0.140598,0.47873,85993.3,769.639,0.159,0.000826514,0.484886,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,86441.6,766.878,0.159,7366.91,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,86441.6,766.878,0.159,18941.1,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,86441.6,766.878,0.159,156441,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,86441.6,766.878,0.159,2369.16,0.47873,85993.3,766.878,0.159,0.999999,0.484886,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,86441.6,766.878,0.159,1692.29,0.47873,85993.3,766.878,0.159,0.999999,0.484886,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,86441.6,766.878,0.159,9378.67,0.47873,85993.3,766.878,0.159,1.00001,0.484886,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,86441.6,766.878,0.159,3711.42,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,86441.6,766.878,0.159,1449.85,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,86441.6,766.878,0.159,321557,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,86441.6,766.878,0.159,2.25808e+07,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,86441.6,766.878,0.159,175286,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,86441.6,766.878,0.159,25625.4,0.47873,85993.3,766.878,0.159,0.999996,0.484886,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,86441.6,766.878,0.159,12662.9,0.47873,85993.3,766.878,0.159,0.999998,0.484886,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,86441.6,766.878,0.159,11997.1,0.47873,85993.3,766.878,0.159,1,0.484886,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,86441.6,766.878,0.159,12695.6,0.47873,85993.3,766.878,0.159,0.999999,0.484886,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,86441.6,766.878,0.159,4207.71,0.47873,85993.3,766.878,0.159,0.999997,0.484886,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,16016.2,768.338,0.159,10925.3,1.49287,16009.9,768.338,0.159,20.537,1.49538,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,16016.2,768.338,0.159,1.77175e+06,1.49287,16009.9,768.338,0.159,44.5163,1.49538,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,16016.2,768.338,0.159,11408,1.49287,16009.9,768.338,0.159,43.4684,1.49538,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,16016.2,768.338,0.159,902019,1.49287,16009.9,768.338,0.159,48.4954,1.49538,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,16016.2,768.338,0.159,2848.78,1.49287,16009.9,768.338,0.159,25.1518,1.49538,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,16016.2,768.338,0.159,994.732,1.49287,16009.9,768.338,0.159,44.9801,1.49538,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,16016.2,768.338,0.159,8.27592,1.49287,16009.9,768.338,0.159,0.0101793,1.49538,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,16016.2,768.338,0.159,10.2191,1.49287,16009.9,768.338,0.159,0.00921507,1.49538,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,16016.2,768.338,0.159,3.6032,1.49287,16009.9,768.338,0.159,0.0252563,1.49538,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,16016.2,768.338,0.159,4.5397,1.49287,16009.9,768.338,0.159,0.0122817,1.49538,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,86439.4,766.519,0.159,25477.1,1.49287,85991.4,766.519,0.159,0.999998,1.49538,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,86439.4,766.519,0.159,11709.7,1.49287,85991.4,766.519,0.159,1.00001,1.49538,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,86439.4,766.519,0.159,479.332,1.49287,85991.4,766.519,0.159,0.999996,1.49538,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,86439.4,766.519,0.159,12955,1.49287,85991.4,766.519,0.159,0.999997,1.49538,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,86439.4,766.519,0.159,45552.2,1.49287,85991.4,766.519,0.159,1,1.49538,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,86439.4,766.519,0.159,2803.15,1.49287,85991.4,766.519,0.159,0.999998,1.49538,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,86439.4,766.519,0.159,3117.26,1.49287,85991.4,766.519,0.159,1,1.49538,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,86439.4,766.519,0.159,5851.78,1.49287,85991.4,766.519,0.159,1,1.49538,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,86439.4,766.519,0.159,357499,1.49287,85991.4,766.519,0.159,1,1.49538,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,86439.4,766.519,0.159,15844,1.49287,85991.4,766.519,0.159,1,1.49538,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,86439.4,766.519,0.159,22418,1.49287,85991.4,766.519,0.159,1,1.49538,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,86439.4,766.519,0.159,8599.25,1.49287,85991.4,766.519,0.159,0.999998,1.49538,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,86439.4,766.519,0.159,8749.25,1.49287,85991.4,766.519,0.159,1,1.49538,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,86439.4,766.519,0.159,2412.81,1.49287,85991.4,766.519,0.159,0.999993,1.49538,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,86439.4,766.519,0.159,13466.6,1.49287,85991.4,766.519,0.159,0.999994,1.49538,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,86439.4,766.519,0.159,54791.9,1.49287,85991.4,766.519,0.159,0.999995,1.49538,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,86441.6,769.188,0.159,2.44852,0.34052,85993.3,769.188,0.159,0.0359828,0.337313,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,86441.6,769.188,0.159,18.6946,0.34052,85993.3,769.188,0.159,0.0406736,0.337313,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,86441.6,769.188,0.159,11.4175,0.34052,85993.3,769.188,0.159,0.0674215,0.337313,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,86441.6,769.188,0.159,118.998,0.34052,85993.3,769.188,0.159,0.0827017,0.337313,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,86441.6,769.284,0.159,0.295822,0.34052,85993.3,769.284,0.159,0.00253568,0.337313,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,86441.6,769.284,0.159,0.620506,0.34052,85993.3,769.284,0.159,0.00640971,0.337313,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,86441.6,769.284,0.159,8.96132,0.34052,85993.3,769.284,0.159,0.015132,0.337313,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,86441.6,769.284,0.159,17.3871,0.34052,85993.3,769.284,0.159,0.0153807,0.337313,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,86441.6,769.489,0.159,3.25672,0.34052,85993.3,769.489,0.159,0.0219946,0.337313,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,86441.6,769.489,0.159,0.881906,0.34052,85993.3,769.489,0.159,0.029429,0.337313,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,86441.6,766.53,0.159,4713.74,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,86441.6,766.53,0.159,1.65983e+06,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,86441.6,766.53,0.159,22545.5,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,86441.6,766.53,0.159,936.047,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,86441.6,766.53,0.159,22460,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,86441.6,766.53,0.159,8401.72,0.34052,85993.3,766.53,0.159,1.00002,0.337313,False,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,86441.6,766.53,0.159,1641.48,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,86441.6,766.53,0.159,7689.46,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,86441.6,766.53,0.159,34127,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,86441.6,766.53,0.159,1.60329e+06,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,86441.6,766.53,0.159,249547,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,86441.6,766.53,0.159,3808.53,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,86441.6,766.53,0.159,16021.7,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,86441.6,766.53,0.159,986.906,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,86441.6,766.53,0.159,4290.99,0.34052,85993.3,766.53,0.159,1,0.337313,False,69.0|322,152
