U_pop,1.44157e+07,-1.45032e+07,-1.45377e+07,-1.44787e+07,-1.67682e+07,-1.44401e+07,-3.84109e-08,-1.50574e-07,6.99098e-08,2.53717e-07,-7.8789e-06,-1.15745e-06,378.132,-378.05,-378.261,-376.812,-2063.42,-385.149,-9.40976e-07,1.33891e-09,-824381,14.3375
beta_U_mean_cc_643_5,-1.45032e+07,3.30486e+07,1.46312e+07,1.45694e+07,1.69721e+07,1.45289e+07,-4.84934e-07,5.42099e-05,8.80722e-07,-1.34226e-07,8.33117e-06,1.84016e-06,-380.441,694.776,380.575,379.053,2148.98,387.768,-1.21256e-05,1.72882e-08,861326,-15.0161
beta_U_mean_cc_654_75,-1.45377e+07,1.46312e+07,3.32617e+07,1.4606e+07,1.7067e+07,1.45631e+07,4.1218e-08,1.60208e-07,-7.50216e-08,-2.65136e-07,8.47079e-06,1.36123e-06,-381.183,381.096,835.143,379.805,2195.12,389.317,1.00938e-06,-1.43619e-09,947832,-15.9052
beta_U_mean_cc_695_25,-1.44787e+07,1.45694e+07,1.4606e+07,2.37145e+07,1.69197e+07,1.45038e+07,2.4101e-06,-5.96878e-06,-4.38725e-06,0.000502644,7.84651e-06,-1.60809e-06,-379.742,379.657,379.884,3109.06,2129.02,387.2,5.89433e-05,-8.38564e-08,873831,-15.0237
beta_U_mean_cc_713_75,-1.67682e+07,1.69721e+07,1.7067e+07,1.69197e+07,3.70165e+07,1.68216e+07,3.61512e-07,-3.55121e-07,-6.57747e-07,-6.34699e-07,6.78112e-05,2.98134e-06,-439.156,438.969,439.579,436.233,15146.5,458.626,8.88534e-06,-1.26471e-08,2.24983e+06,-36.3117
beta_U_mean_cc_910_0,-1.44401e+07,1.45289e+07,1.45631e+07,1.45038e+07,1.68216e+07,1.78339e+07,-1.22352e-07,6.02142e-07,2.19245e-07,-2.305e-07,7.98078e-06,0.000142466,-378.816,378.732,378.94,377.468,2084.32,1222.68,-3.44717e-06,4.96862e-09,817547,-14.3787
L_pop,-3.84109e-08,-4.84934e-07,4.1218e-08,2.4101e-06,3.61512e-07,-1.22352e-07,211.289,-213.347,-215.927,-210.317,-210.152,-211.524,-1.00076e-12,-7.95053e-12,1.00485e-12,9.15999e-10,2.3611e-10,-5.36746e-11,39.9046,-0.0454181,2.13819e-08,-3.42434e-13
beta_L_mean_cc_643_5,-1.50574e-07,5.42099e-05,1.60208e-07,-5.96878e-06,-3.55121e-07,6.02142e-07,-213.347,425.121,219.665,210.836,210.397,214.003,-3.99981e-12,9.24961e-10,4.00348e-12,-2.36045e-09,-3.68076e-10,1.57248e-10,-91.2822,0.118659,5.07751e-08,-1.05684e-12
beta_L_mean_cc_654_75,6.99098e-08,8.80722e-07,-7.50216e-08,-4.38725e-06,-6.57747e-07,2.19245e-07,-215.927,219.665,431.359,214.158,213.859,216.351,1.82128e-12,1.44384e-11,-1.82874e-12,-1.66745e-09,-4.29571e-10,9.65185e-11,-73.9098,0.0825377,-3.89834e-08,6.23829e-13
beta_L_mean_cc_695_25,2.53717e-07,-1.34226e-07,-2.65136e-07,0.000502644,-6.34699e-07,-2.305e-07,-210.317,210.836,214.158,416.438,210.017,210.359,7.00942e-12,-4.73688e-12,-6.97221e-12,1.94136e-07,-2.76253e-10,3.08054e-12,-16.1459,0.0116177,3.05775e-08,7.77262e-13
beta_L_mean_cc_713_75,-7.8789e-06,8.33117e-06,8.47079e-06,7.84651e-06,6.78112e-05,7.98078e-06,-210.152,210.397,213.859,210.017,416.383,210.159,-2.04376e-10,2.05091e-10,2.05359e-10,7.21387e-11,4.38146e-08,2.47696e-10,-11.9282,0.00559226,4.77393e-06,-7.35937e-11
beta_L_mean_cc_910_0,-1.15745e-06,1.84016e-06,1.36123e-06,-1.60809e-06,2.98134e-06,0.000142466,-211.524,214.003,216.351,210.359,210.159,418.196,-2.34789e-11,3.42588e-11,2.46761e-11,-1.07381e-09,1.41768e-09,4.81362e-08,-46.3396,0.0546675,3.51932e-06,-3.51617e-11
alpha_pop,378.132,-380.441,-381.183,-379.742,-439.156,-378.816,-1.00076e-12,-3.99981e-12,1.82128e-12,7.00942e-12,-2.04376e-10,-2.34789e-11,0.0133346,-0.0133323,-0.0133366,-0.013298,-0.056936,-0.0134836,-2.45367e-11,3.49161e-14,-17.9378,0.000344422
beta_alpha_mean_cc_643_5,-378.05,694.776,381.096,379.657,438.969,378.732,-7.95053e-12,9.24961e-10,1.44384e-11,-4.73688e-12,2.05091e-10,3.42588e-11,-0.0133323,0.0211126,0.0133343,0.0132958,0.0568597,0.0134813,-1.98938e-10,2.83658e-13,17.9276,-0.000343995
beta_alpha_mean_cc_654_75,-378.261,380.575,835.143,379.884,439.579,378.94,1.00485e-12,4.00348e-12,-1.82874e-12,-6.97221e-12,2.05359e-10,2.46761e-11,-0.0133366,0.0133343,0.0290428,0.0133002,0.0571667,0.0134918,2.46335e-11,-3.50533e-14,18.595,-0.000350632
beta_alpha_mean_cc_695_25,-376.812,379.053,379.805,3109.06,436.233,377.468,9.15999e-10,-2.36045e-09,-1.66745e-09,1.94136e-07,7.21387e-11,-1.07381e-09,-0.013298,0.0132958,0.0133002,1.06742,0.0557768,0.0134495,2.24019e-08,-3.18702e-11,18.1362,-0.000340717
beta_alpha_mean_cc_713_75,-2063.42,2148.98,2195.12,2129.02,15146.5,2084.32,2.3611e-10,-3.68076e-10,-4.29571e-10,-2.76253e-10,4.38146e-08,1.41768e-09,-0.056936,0.0568597,0.0571667,0.0557768,11.7895,0.0664744,5.80517e-09,-8.26313e-12,1088.38,-0.0165121
