id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,53592.2,780.439,1.5457,0.60321,0.21486,53592.2,780.439,1.5457,0.551832,0.218848,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,53592.2,780.439,1.5457,0.338043,0.21486,53592.2,780.439,1.5457,0.313383,0.218848,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,53592.2,780.439,1.5457,0.674495,0.21486,53592.2,780.439,1.5457,0.62173,0.218848,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,53592.2,780.439,1.5457,1.06409,0.21486,53592.2,780.439,1.5457,0.677332,0.218848,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,53592.2,780.439,1.5457,0.482619,0.21486,53592.2,780.439,1.5457,0.425148,0.218848,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,53592.2,780.439,1.5457,0.415067,0.21486,53592.2,780.439,1.5457,0.395148,0.218848,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,53592.2,780.439,1.5457,0.633411,0.21486,53592.2,780.439,1.5457,0.573761,0.218848,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,53592.2,780.439,1.5457,0.768821,0.21486,53592.2,780.439,1.5457,0.661573,0.218848,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,53592.2,780.439,1.5457,0.423432,0.21486,53592.2,780.439,1.5457,0.390591,0.218848,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,53592.2,780.439,1.5457,0.489707,0.21486,53592.2,780.439,1.5457,0.441478,0.218848,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,53592.2,777.678,-0.403621,319.862,0.21486,53592.2,777.678,-0.403621,0.896389,0.218848,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,53592.2,777.678,-0.403621,187.814,0.21486,53592.2,777.678,-0.403621,0.999998,0.218848,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,53592.2,777.678,-0.403621,318.126,0.21486,53592.2,777.678,-0.403621,0.955346,0.218848,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,53592.2,777.678,-0.403621,96.2603,0.21486,53592.2,777.678,-0.403621,1,0.218848,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,53592.2,777.678,-0.403621,179.713,0.21486,53592.2,777.678,-0.403621,0.999999,0.218848,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,53592.2,777.678,-0.403621,193.685,0.21486,53592.2,777.678,-0.403621,0.999996,0.218848,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,53592.2,777.678,-0.403621,37.2503,0.21486,53592.2,777.678,-0.403621,0.999997,0.218848,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,53592.2,777.678,-0.403621,290.473,0.21486,53592.2,777.678,-0.403621,0.999994,0.218848,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,53592.2,777.678,-0.403621,250.412,0.21486,53592.2,777.678,-0.403621,1,0.218848,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,53592.2,777.678,-0.403621,350.359,0.21486,53592.2,777.678,-0.403621,1,0.218848,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,53592.2,777.678,-0.403621,127.461,0.21486,53592.2,777.678,-0.403621,1.00787,0.218848,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,53592.2,777.678,-0.403621,238.183,0.21486,53592.2,777.678,-0.403621,1,0.218848,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,53592.2,777.678,-0.403621,1496.29,0.21486,53592.2,777.678,-0.403621,0.934606,0.218848,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,53592.2,777.678,-0.403621,76.4234,0.21486,53592.2,777.678,-0.403621,0.957949,0.218848,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,53592.2,777.678,-0.403621,156.715,0.21486,53592.2,777.678,-0.403621,0.999999,0.218848,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,53592.2,777.678,-0.403621,2413.64,0.21486,53592.2,777.678,-0.403621,0.999998,0.218848,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,53591.1,779.138,0.123707,0.0149455,1.02612,53591.1,779.138,0.123707,0.000123046,1.02583,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,53591.1,779.138,0.123707,0.00569966,1.02612,53591.1,779.138,0.123707,0.000143573,1.02583,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,53591.1,779.138,0.123707,0.002399,1.02612,53591.1,779.138,0.123707,0.000129741,1.02583,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,53591.1,779.138,0.123707,0.00405773,1.02612,53591.1,779.138,0.123707,0.000132386,1.02583,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,53591.1,779.138,0.123707,0.001021,1.02612,53591.1,779.138,0.123707,0.000112224,1.02583,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,53591.1,779.138,0.123707,0.00258492,1.02612,53591.1,779.138,0.123707,0.000137077,1.02583,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,53590.7,779.138,2.22735,0.0822369,1.02612,53590.7,779.138,2.22735,0.0741532,1.02583,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,53590.7,779.138,2.22735,0.0959257,1.02612,53590.7,779.138,2.22735,0.0858305,1.02583,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,53590.7,779.138,2.22735,0.116221,1.02612,53590.7,779.138,2.22735,0.09382,1.02583,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,53590.7,779.138,2.22735,0.108497,1.02612,53590.7,779.138,2.22735,0.0980474,1.02583,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,53590.8,777.319,1.28676,169.954,1.02612,53590.8,777.319,1.28676,1,1.02583,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,53590.8,777.319,1.28676,254.855,1.02612,53590.8,777.319,1.28676,0.982853,1.02583,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,53590.8,777.319,1.28676,739.672,1.02612,53590.8,777.319,1.28676,0.986053,1.02583,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,53590.8,777.319,1.28676,414.516,1.02612,53590.8,777.319,1.28676,0.941364,1.02583,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,53590.8,777.319,1.28676,101.787,1.02612,53590.8,777.319,1.28676,0.979518,1.02583,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,53590.8,777.319,1.28676,97.087,1.02612,53590.8,777.319,1.28676,1.03857,1.02583,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,53590.8,777.319,1.28676,363.989,1.02612,53590.8,777.319,1.28676,1.04097,1.02583,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,53590.8,777.319,1.28676,506.297,1.02612,53590.8,777.319,1.28676,1,1.02583,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,53590.8,777.319,1.28676,315.867,1.02612,53590.8,777.319,1.28676,0.994631,1.02583,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,53590.8,777.319,1.28676,418.669,1.02612,53590.8,777.319,1.28676,1.00004,1.02583,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,53590.8,777.319,1.28676,112.281,1.02612,53590.8,777.319,1.28676,1,1.02583,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,53590.8,777.319,1.28676,71.3133,1.02612,53590.8,777.319,1.28676,1,1.02583,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,53590.8,777.319,1.28676,810.972,1.02612,53590.8,777.319,1.28676,1,1.02583,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,53590.8,777.319,1.28676,973.4,1.02612,53590.8,777.319,1.28676,1,1.02583,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,53590.8,777.319,1.28676,134.969,1.02612,53590.8,777.319,1.28676,0.981805,1.02583,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,53590.8,777.319,1.28676,255.528,1.02612,53590.8,777.319,1.28676,1,1.02583,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,53592.7,779.988,1.19172,0.383314,-0.484329,53592.7,779.988,1.19172,0.321671,-0.479262,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,53592.7,779.988,1.19172,0.407349,-0.484329,53592.7,779.988,1.19172,0.35732,-0.479262,True,65.0|322,152
