id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.999964,0.828366,0.000464988,-0.94138,0.373477,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.245482,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.999964,0.828366,0.000464988,-0.94138,0.218292,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.1576,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.999964,0.828366,0.000464988,-0.94138,14.7107,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.295505,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.999964,0.828366,0.000464988,-0.94138,3.77904,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.308245,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.999964,0.828366,0.000464988,-0.94138,0.246893,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.182917,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.999964,0.828366,0.000464988,-0.94138,0.207324,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.176273,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.999964,0.828366,0.000464988,-0.94138,0.842274,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.275484,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.999964,0.828366,0.000464988,-0.94138,4.46992,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.340527,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.999964,0.828366,0.000464988,-0.94138,0.321569,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.205592,0.377112,0.58385,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.999964,0.828366,0.000464988,-0.94138,0.265629,0.377581,0.58648,0.999964,0.830316,0.000464988,-0.94138,0.212445,0.377112,0.58385,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.999964,0.828366,0.000678038,1.3158,111.367,0.377581,0.58648,0.999964,0.830316,0.000678038,1.3158,1,0.377112,0.58385,False,69.0|274,411
