id,importanceSampling
411|4,154.066878
411|3,154.217449
411|5,133.669410
411|6,166.137194
411|8,153.209082
411|7,153.397045
411|9,165.857125
411|10,166.992652
411|12,152.395133
411|11,120.095229
411|1,83.979556
411|2,115.679801
783|3,171.977627
783|4,171.922211
783|5,169.421820
783|6,169.795337
783|7,200.426406
783|8,199.768559
783|10,172.120845
783|9,172.806144
783|12,204.764307
783|11,205.444896
783|1,81.808478
783|2,157.552482
491|10,170.796322
491|9,170.889453
491|12,157.590196
491|11,158.175779
491|4,163.551936
491|3,165.893330
491|6,165.179568
491|5,162.325117
491|7,177.902269
491|8,176.534257
491|1,64.241207
491|2,151.274685
433|4,146.723099
433|3,173.512524
433|6,201.948860
433|5,191.511047
433|8,177.463385
433|7,177.562375
433|10,161.536008
433|9,161.162380
433|11,167.805750
433|12,173.814065
433|1,64.715500
433|2,161.897750
297|3,166.690825
297|4,167.419772
297|5,188.758619
297|6,188.606113
297|8,182.627862
297|7,182.998010
297|9,186.723729
297|10,186.325301
297|12,179.680202
297|11,185.161913
297|1,35.380958
297|2,149.452224
183|4,149.063349
183|3,116.006910
183|6,152.155248
183|5,152.037299
183|7,148.666840
183|8,148.200866
183|10,153.460306
183|9,152.551403
183|12,143.748966
183|11,144.555975
183|1,88.113629
183|2,122.017294
705|3,150.732235
705|4,119.101385
705|5,151.540932
705|6,151.630057
705|7,118.465816
705|8,151.621335
705|10,166.955376
705|9,166.786912
705|12,159.267989
705|11,163.257904
705|1,67.291755
705|2,93.133480
555|4,157.737272
555|3,158.565054
555|5,159.581026
555|6,159.227207
555|7,160.570750
555|8,160.624655
555|9,157.921185
555|10,159.361586
555|12,162.949294
555|11,164.479938
555|1,80.099903
555|2,136.228491
394|5,167.913921
394|6,168.792611
394|7,172.957349
394|8,140.801685
394|10,182.470159
394|9,180.345439
394|12,166.321227
394|11,166.078859
394|3,156.479089
394|4,160.232155
394|1,63.407402
394|2,141.106897
1099|3,149.593473
1099|4,149.887901
1099|5,152.104486
1099|6,151.195446
1099|8,144.162527
1099|7,145.619211
1099|9,149.878328
1099|10,149.809796
1099|11,142.960355
1099|12,110.756544
1099|1,67.620066
1099|2,120.292732
611|4,151.210789
611|3,149.736939
611|5,145.932276
611|6,146.120338
611|7,149.111502
611|8,154.413136
611|9,150.928273
611|10,149.368364
611|12,149.771300
611|11,150.557207
611|1,67.783402
611|2,125.433882
84|5,168.052416
84|6,168.729933
84|4,173.978574
84|3,173.888017
84|9,165.381937
84|10,164.887079
84|7,171.948733
84|8,138.520209
84|12,135.693070
84|11,169.756798
84|1,76.892974
84|2,156.684325
1042|8,162.005296
1042|7,163.131359
1042|6,166.795114
1042|5,166.752885
1042|12,159.043137
1042|11,161.156617
1042|9,166.057656
1042|10,165.037844
1042|4,166.079634
1042|3,165.278686
1042|1,82.932841
1042|2,157.919183
719|5,168.753476
719|6,137.405010
719|3,175.438985
719|4,175.336565
719|10,165.485785
719|9,165.300785
719|8,169.567549
719|7,169.932936
719|12,165.660768
719|11,164.957371
719|1,80.479039
719|2,166.323278
863|7,160.873900
863|8,160.052823
863|6,163.665771
863|5,163.836548
863|11,158.308460
863|12,157.601016
863|9,162.405161
863|10,162.345630
863|3,159.923097
863|4,160.025820
863|1,79.883627
863|2,156.975077
488|6,172.720165
488|5,172.852912
488|4,178.647223
488|3,178.239032
488|10,174.240291
488|9,173.214467
488|8,143.406740
488|7,175.712476
488|11,161.915429
488|12,160.685145
488|1,78.205897
488|2,122.940345
152|8,159.381900
152|7,159.603599
152|6,163.337984
152|5,163.656815
152|12,154.570537
152|11,155.395682
152|10,159.743842
152|9,127.949028
152|3,158.954394
152|4,159.763382
152|1,78.460432
152|2,120.343637
847|6,185.327141
847|3,184.628969
847|4,185.474188
847|10,175.830900
847|9,175.639387
847|7,179.787099
847|8,180.109487
847|12,172.132816
847|11,141.100830
847|5,184.940813
847|1,85.008171
847|2,163.014974
1241|8,166.880290
1241|7,133.876811
1241|5,175.350821
1241|6,175.165285
1241|11,165.586084
1241|12,163.222044
1241|9,172.599128
1241|10,169.926850
1241|3,173.537668
1241|4,174.796399
1241|1,78.967493
1241|2,162.883084
474|5,169.766462
474|6,169.902579
474|3,180.033812
474|4,178.552643
474|9,161.731559
474|10,128.906410
474|8,135.552877
474|7,167.736033
474|12,168.098024
474|11,169.330128
474|1,82.047519
474|2,161.404044
1056|8,162.542811
1056|7,162.631608
1056|6,168.746585
1056|5,169.548982
1056|12,169.999524
1056|11,169.293638
1056|10,171.138015
1056|9,170.751111
1056|4,164.909118
1056|3,165.687037
1056|1,45.563199
1056|2,161.293088
462|6,191.908694
462|5,195.905925
462|4,186.104181
462|3,185.394061
462|9,212.509925
462|10,212.577145
462|7,212.807934
462|8,212.061551
462|11,163.202008
462|12,159.036860
462|1,91.061437
462|2,162.042052
1159|8,165.617845
1159|7,166.214469
1159|5,139.231422
1159|6,172.227478
1159|11,173.215463
1159|12,171.897852
1159|9,175.112321
1159|10,175.526787
1159|4,177.084717
1159|3,174.747989
1159|1,81.186805
1159|2,160.004477
75|6,143.056524
75|5,142.782491
75|3,146.257105
75|4,146.111119
75|9,145.831487
75|10,146.382235
75|7,148.303600
75|8,148.193800
75|12,142.183250
75|11,142.200529
75|1,45.010142
75|2,126.143635
1017|7,142.525433
1017|8,142.092089
1017|5,143.622183
1017|6,111.662842
1017|12,140.439051
1017|11,140.424263
1017|10,142.116923
1017|9,142.721202
1017|4,141.710348
1017|3,141.946214
1017|1,87.535844
1017|2,135.439157
291|6,167.080217
291|5,168.083389
291|4,176.304285
291|3,144.368967
291|9,159.644286
291|10,158.246975
291|8,166.500747
291|7,164.802128
291|11,188.717344
291|12,183.094351
291|1,79.815333
291|2,124.917004
1197|7,154.894663
1197|8,154.687945
1197|6,128.062998
1197|5,162.028562
1197|12,151.241787
1197|10,158.000645
1197|9,160.513087
1197|3,157.477865
1197|4,125.426470
1197|11,151.966684
1197|1,81.013126
1197|2,157.613887
77|6,158.931440
77|5,157.910677
77|3,163.968718
77|4,163.814467
77|9,150.040215
77|10,149.772902
77|8,158.825438
77|7,160.738886
77|12,150.608943
77|11,150.295533
77|1,79.594467
77|2,142.116884
745|7,156.115320
745|8,152.407564
745|6,156.138205
745|5,152.860707
745|3,150.514724
745|11,145.210798
745|12,147.592440
745|10,150.527868
745|9,152.400439
745|4,150.653357
745|1,78.669984
745|2,141.323942
322|6,146.299590
322|5,145.820987
322|3,154.019788
322|4,155.565956
322|10,153.503098
322|9,153.296091
322|7,159.796627
322|8,159.658560
322|12,150.170539
322|11,156.212786
322|1,91.428722
322|2,176.292695
1043|6,152.400976
1043|7,148.586753
1043|8,146.876906
1043|5,150.292373
1043|11,146.434021
