id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.932541,1.09147,1.81688,-0.564815,0.922953,1.09147,1.79886,-0.01404,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.932541,1.09147,1.81688,-0.21512,0.922953,1.09147,1.79886,-0.0454301,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.932541,1.09147,1.81688,0.0233422,0.922953,1.09147,1.79886,0.0201654,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.932541,1.09147,1.81688,2.99363,0.922953,1.09147,1.79886,0.0606526,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.932541,1.09147,1.81688,-0.308457,0.922953,1.09147,1.79886,-0.0628931,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.932541,1.09147,1.81688,-0.453609,0.922953,1.09147,1.79886,-0.0520593,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.932541,1.09147,1.81688,0.335085,0.922953,1.09147,1.79886,0.0182189,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.932541,1.09147,1.81688,0.369407,0.922953,1.09147,1.79886,0.0320838,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.932541,1.09147,1.81688,-0.707538,0.922953,1.09147,1.79886,-0.0559676,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.932541,1.09147,1.81688,-0.636032,0.922953,1.09147,1.79886,-0.041156,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.932541,1.50242,1.81688,0.0931896,0.922953,1.50242,1.79886,-3.54505e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.932541,1.50242,1.81688,0.133129,0.922953,1.50242,1.79886,-3.33849e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.932541,1.50242,1.81688,-0.0747903,0.922953,1.50242,1.79886,1.87571e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.932541,1.50242,1.81688,0.519148,0.922953,1.50242,1.79886,1.33967e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.932541,1.50242,1.81688,-0.26672,0.922953,1.50242,1.79886,-3.99823e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.932541,1.50242,1.81688,0.312227,0.922953,1.50242,1.79886,-4.38105e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.932541,1.50242,1.81688,-0.221923,0.922953,1.50242,1.79886,2.34791e-08,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.932541,1.50242,1.81688,0.379298,0.922953,1.50242,1.79886,-1.22443e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.932541,1.50242,1.81688,0.102172,0.922953,1.50242,1.79886,-2.82318e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.932541,1.50242,1.81688,0.208295,0.922953,1.50242,1.79886,-1.93991e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.932541,1.50242,1.81688,0.0274226,0.922953,1.50242,1.79886,-2.49189e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.932541,1.50242,1.81688,0.0197067,0.922953,1.50242,1.79886,3.37771e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.932541,1.50242,1.81688,0.0507084,0.922953,1.50242,1.79886,-2.41256e-07,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.932541,1.50242,1.81688,0.20947,0.922953,1.50242,1.79886,2.32571e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.932541,1.50242,1.81688,0.134673,0.922953,1.50242,1.79886,-7.902e-08,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.932541,1.50242,1.81688,-0.112128,0.922953,1.50242,1.79886,-1.62997e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.120716,1.0162,0.963794,-0.815212,0.120675,1.0162,0.963641,-0.0604274,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.120716,1.0162,0.963794,-0.443664,0.120675,1.0162,0.963641,-0.0441739,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.120716,1.0162,0.963794,-0.427895,0.120675,1.0162,0.963641,-0.0116011,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.120716,1.0162,0.963794,-0.312929,0.120675,1.0162,0.963641,-0.0220567,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.120716,1.43938,0.963794,-0.295658,0.120675,1.43938,0.963641,-0.0474431,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.120716,1.43938,0.963794,-0.6565,0.120675,1.43938,0.963641,-0.043927,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.120716,1.43938,0.963794,-0.400753,0.120675,1.43938,0.963641,0.00314249,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.120716,1.43938,0.963794,-0.191578,0.120675,1.43938,0.963641,0.00279339,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.120716,1.07474,0.963794,-0.193174,0.120675,1.07474,0.963641,0.00402392,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.120716,1.07474,0.963794,-0.574517,0.120675,1.07474,0.963641,-0.000626761,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.120716,0.119708,0.963794,0.0537233,0.120675,0.119708,0.963641,3.78745e-07,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.120716,0.119708,0.963794,-0.12866,0.120675,0.119708,0.963641,-5.75607e-07,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.120716,0.119708,0.963794,0.321994,0.120675,0.119708,0.963641,-9.12389e-08,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.120716,0.119708,0.963794,-0.0543272,0.120675,0.119708,0.963641,1.74805e-07,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.120716,0.119708,0.963794,0.611852,0.120675,0.119708,0.963641,-2.7772e-07,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0.120716,0.119708,0.963794,-0.124819,0.120675,0.119708,0.963641,3.59653e-07,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.120716,0.119708,0.963794,-0.183202,0.120675,0.119708,0.963641,-2.25493e-07,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.120716,0.119708,0.963794,0.114587,0.120675,0.119708,0.963641,2.0476e-07,69.0|322,152
