rep,id,U,L,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,53593,780.439,1.5457,0.500602,0.21409,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,53593,780.439,1.5457,0.331844,0.21409,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,53593,780.439,1.5457,0.473259,0.21409,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,53593,780.439,1.5457,1.04513,0.21409,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,53593,780.439,1.5457,0.450205,0.21409,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,53593,780.439,1.5457,0.37401,0.21409,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,53593,780.439,1.5457,0.529879,0.21409,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,53593,780.439,1.5457,0.98755,0.21409,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,53593,780.439,1.5457,0.389828,0.21409,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,53593,780.439,1.5457,0.459715,0.21409,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,53593,777.678,-0.403621,1.82868,0.21409,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,53593,777.678,-0.403621,0.126134,0.21409,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,53593,777.678,-0.403621,0.03051,0.21409,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,53593,777.678,-0.403621,12.245,0.21409,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,53593,777.678,-0.403621,372.822,0.21409,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,53593,777.678,-0.403621,0.0798974,0.21409,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,53593,777.678,-0.403621,28.797,0.21409,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,53593,777.678,-0.403621,0.191723,0.21409,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,53593,777.678,-0.403621,9.40115,0.21409,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,53593,777.678,-0.403621,0.345398,0.21409,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,53593,777.678,-0.403621,1.43998,0.21409,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,53593,777.678,-0.403621,2.67271,0.21409,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,53593,777.678,-0.403621,0.429653,0.21409,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,53593,777.678,-0.403621,469.626,0.21409,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,53593,777.678,-0.403621,3.56346,0.21409,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,53593,777.678,-0.403621,7.57001,0.21409,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,53593,779.138,0.123707,0.000151431,1.0262,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,53593,779.138,0.123707,0.00853,1.0262,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,53593,779.138,0.123707,8.17224e-06,1.0262,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,53593,779.138,0.123707,0.000140812,1.0262,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,53593,779.138,0.123707,0.000771178,1.0262,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,53593,779.138,0.123707,0.000516298,1.0262,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,53593,779.138,2.22735,0.0769563,1.0262,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,53593,779.138,2.22735,0.0913416,1.0262,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,53593,779.138,2.22735,0.0889321,1.0262,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,53593,779.138,2.22735,0.0940511,1.0262,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,53593,777.319,1.28676,0.046678,1.0262,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,53593,777.319,1.28676,0.157721,1.0262,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,53593,777.319,1.28676,2.81537,1.0262,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,53593,777.319,1.28676,0.00298627,1.0262,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,53593,777.319,1.28676,9.68602,1.0262,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,53593,777.319,1.28676,0.328981,1.0262,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,53593,777.319,1.28676,119.14,1.0262,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,53593,777.319,1.28676,106.193,1.0262,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,53593,777.319,1.28676,0.170961,1.0262,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,53593,777.319,1.28676,0.569316,1.0262,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,53593,777.319,1.28676,0.296823,1.0262,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,53593,777.319,1.28676,0.0248831,1.0262,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,53593,777.319,1.28676,1584.33,1.0262,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,53593,777.319,1.28676,0.980341,1.0262,False,69.0|233,705
1,14|705|14|705|vc|7|2|233|2|233|69.0,53593,777.319,1.28676,0.699128,1.0262,False,69.0|233,705
1,14|705|14|705|vc|8|2|233|2|233|69.0,53593,777.319,1.28676,22.3152,1.0262,False,69.0|233,705
1,8|152|8|152|sample|8|322|8|322|65.0,53593,779.988,1.19172,0.424354,-0.485596,True,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,53593,779.988,1.19172,0.329551,-0.485596,True,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,53593,779.988,1.19172,0.531375,-0.485596,True,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,53593,779.988,1.19172,0.349408,-0.485596,True,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,53593,780.084,1.22374,0.095163,-0.485596,True,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,53593,780.084,1.22374,0.122735,-0.485596,True,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,53593,780.084,1.22374,0.119013,-0.485596,True,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,53593,780.084,1.22374,0.13891,-0.485596,True,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,53593,780.289,1.16848,0.229244,-0.485596,True,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,53593,780.289,1.16848,0.517324,-0.485596,True,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,53593,777.33,0.746566,5.8282,-0.485596,False,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,53593,777.33,0.746566,0.0558904,-0.485596,False,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,53593,777.33,0.746566,0.132656,-0.485596,False,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,53593,777.33,0.746566,263.294,-0.485596,False,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,53593,777.33,0.746566,17.4377,-0.485596,False,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,53593,777.33,0.746566,320.276,-0.485596,False,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,53593,777.33,0.746566,0.00471154,-0.485596,False,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,53593,777.33,0.746566,0.461245,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,53593,777.33,0.746566,19.9198,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,53593,777.33,0.746566,0.0477551,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,53593,777.33,0.746566,1136.93,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,53593,777.33,0.746566,3.07635,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,53593,777.33,0.746566,0.485995,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,53593,777.33,0.746566,3.16021,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,53593,777.33,0.746566,6.14519,-0.485596,False,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,53593,777.33,0.746566,1.30749,-0.485596,False,69.0|322,152
1,8|1159|8|1159|sample|8|292|8|292|65.0,53593,780.087,2.144,0.456697,-1.58452,True,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,53593,780.087,2.144,0.643138,-1.58452,True,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,53593,780.087,2.144,0.636485,-1.58452,True,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,53593,780.087,2.144,0.549966,-1.58452,True,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,53593,780.108,2.20698,0.170075,-1.58452,True,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,53593,780.108,2.20698,0.0902748,-1.58452,True,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,53593,780.108,2.20698,0.130127,-1.58452,True,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,53593,780.108,2.20698,0.207291,-1.58452,True,28.0|292,1159
