id,importanceSampling
411|4,137.162635
411|3,133.011781
411|5,127.807791
411|6,159.709490
411|8,136.612022
411|7,135.222775
411|9,156.942181
411|10,159.021314
411|12,133.354388
411|11,103.211970
411|1,344.676147
411|2,147.939040
152|8,148.450488
152|7,148.104220
152|6,153.843896
152|5,152.450030
152|12,112.944024
152|11,142.384897
152|10,115.577802
152|9,150.409586
152|3,149.830692
152|4,149.117926
152|1,340.579964
152|2,152.119478
1056|8,114.968628
1056|7,116.898207
1056|6,150.788955
1056|5,151.297972
1056|12,114.734487
1056|11,145.431172
1056|10,152.251568
1056|9,153.950816
1056|4,148.794381
1056|3,145.398359
1056|1,340.949644
1056|2,163.343708
462|6,166.543180
462|5,135.780674
462|4,172.603442
462|3,171.172064
462|9,147.105934
462|10,152.544384
462|7,160.484374
462|8,157.870410
462|11,168.959804
462|12,144.688582
462|1,339.186790
462|2,161.540357
1159|8,129.934478
1159|7,163.781949
1159|5,166.736889
1159|6,165.640762
1159|11,146.819474
1159|12,150.457025
1159|9,160.505687
1159|10,163.833756
1159|4,154.007984
1159|3,153.546971
1159|1,307.227556
1159|2,159.762581
1197|7,141.205416
1197|8,139.685213
1197|6,146.267340
1197|5,145.561574
1197|12,111.522951
1197|10,120.703213
1197|9,117.231671
1197|3,138.084267
1197|4,139.501233
1197|11,146.063543
1197|1,339.118156
1197|2,95.955429
