rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,8.40505e-08,-5.39675e-08,2.63892e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,-3.72406e-08,-2.35959e-08,1.43823e-07,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-7.53017e-08,3.74952e-08,4.07597e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,6.25284e-08,1.07361e-08,5.03764e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-1.53899e-07,-2.57473e-08,4.29068e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,-4.72618e-08,-3.93833e-08,5.96772e-11,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,7.9221e-08,-1.43435e-08,-1.07222e-07,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-1.45652e-07,5.50734e-08,2.52437e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,1.2275e-08,5.44824e-09,2.01582e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,1.7649e-08,-3.04756e-08,3.35202e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-3.36144e-08,3.57271e-08,-1.29755e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-5.23423e-08,7.42364e-08,7.20955e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-4.2581e-08,-1.94288e-09,9.28204e-10,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-2.43727e-08,3.30933e-08,-1.07167e-07,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,7.85709e-08,1.28276e-08,4.63215e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-1.01059e-07,3.17501e-09,4.79792e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,1.22678e-07,-1.62433e-08,-2.93806e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-4.52815e-08,6.52334e-08,2.91652e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,2.29434e-08,-4.31856e-08,6.17346e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,2.81422e-10,7.39806e-09,6.34487e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,4.076e-09,-4.04451e-09,1.79125e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,2.42601e-08,-3.03291e-08,4.29858e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-8.41325e-08,-4.91524e-08,8.75666e-09,0,0,False,69.0|274,411
