id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,3.04116e-10,0.0346237,-0.703456,0,0,2.06057e-13,0.169055,-0.480481,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-3.21654e-09,0.203936,-0.981491,0,0,1.40332e-13,0.17605,-1.04545,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-6.63551e-09,0.0902504,-0.430361,0,0,-8.52651e-14,0.124096,-0.443353,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.46187e-08,-0.0219444,-0.52789,0,0,-1.56319e-13,0.0041214,-0.531512,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,5.25744e-09,0.186616,-0.710726,0,0,2.66454e-14,0.175679,-0.731235,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.23699e-08,0.186876,-0.791134,0,0,-1.91847e-13,0.197525,-0.777926,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-1.48248e-08,0.0575442,-0.598525,0,0,-1.56319e-13,0.0810502,-0.587845,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-1.37441e-08,0.16002,-0.322016,0,0,1.35003e-13,0.123651,-0.387565,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-7.98285e-09,0.0824655,-0.990609,0,0,1.81188e-13,0.0993237,-1.00152,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-9.25047e-09,0.105037,-0.840657,0,0,-3.09086e-13,0.121055,-0.791528,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-7.88077e-09,0.0336379,-0.224846,0,0,5.32907e-15,1.61106e-07,-7.5983e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,2.44645e-09,0.0287759,-0.139033,0,0,3.55271e-15,9.12049e-09,-4.3236e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,5.54791e-09,-0.0181568,0.259255,0,0,1.06581e-14,1.2832e-07,7.44717e-08,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,8.41319e-09,-0.0269828,0.368551,0,0,0,2.89087e-08,4.3552e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.95837e-09,0.00783301,0.140061,0,0,-1.42109e-14,-2.70188e-08,2.01925e-08,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,5.96336e-09,-0.00666371,0.12984,0,0,-3.55271e-15,9.24185e-08,3.85365e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.025e-09,-0.00895728,-0.154023,0,0,7.10543e-15,1.00253e-08,-3.09239e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-1.22277e-08,-0.0200219,0.375812,0,0,1.42109e-14,-9.51011e-08,1.48513e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,7.15165e-09,0.0386276,0.250591,0,0,2.4869e-14,-8.63752e-08,-1.02881e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,5.76933e-09,0.0080985,-0.106265,0,0,-1.59872e-14,4.41801e-08,-1.56512e-08,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-6.81267e-09,-0.0525196,-0.011417,0,0,7.10543e-15,1.66442e-09,-3.18529e-07,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,2.75945e-09,0.0147703,0.596323,0,0,1.77636e-14,-4.78256e-08,2.19565e-07,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-3.50492e-09,-0.000322795,0.17059,0,0,-3.55271e-15,7.75713e-08,-2.28999e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,6.60158e-09,-0.0226989,0.0426476,0,0,-7.10543e-15,-3.71151e-08,-1.90571e-07,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-4.90885e-10,0.0359125,-0.263957,0,0,-1.77636e-14,5.46644e-09,4.01741e-07,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,-3.46969e-09,-0.0422293,0.170714,0,0,1.06581e-14,6.2877e-09,1.59289e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,-5.48476e-10,-0.533051,2.61185,0,0,-2.41585e-13,-0.493056,2.60144,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,2.10595e-08,-0.586115,2.52427,0,0,-5.86198e-14,-0.575237,2.45746,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,2.61056e-09,-0.642809,1.46388,0,0,-1.35003e-13,-0.616795,1.45873,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,1.85401e-09,-0.632881,1.41205,0,0,4.61853e-14,-0.638472,1.3987,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,-2.61106e-09,-0.0149505,-3.00707,0,0,1.27898e-13,0.0430166,-2.87466,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,-1.11569e-08,0.00871842,-2.79949,0,0,-2.4869e-13,0.0272991,-2.74564,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,9.79881e-09,-0.553718,2.55997,0,0,2.4869e-13,-0.508913,2.56052,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,-1.0615e-08,-0.496304,2.67882,0,0,-1.10134e-13,-0.504211,2.62827,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,4.96741e-09,0.231333,-3.77441,0,0,1.77636e-14,0.207569,-3.85492,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,-1.15519e-08,0.266567,-3.75245,0,0,-6.03961e-14,0.262649,-3.79166,0,0,True,6.0|71,783
