rep,id,eta_U,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,0,-2.75698e-09,1.61533,0,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,0,9.67593e-09,1.48544,0,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0,-9.61736e-08,-4.21011,0,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0,4.4126e-08,1.50988,0,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,0,-5.88203e-08,-0.659585,0,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,0,5.14512e-08,1.86132,0,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,0,-2.38467e-08,-3.62664,0,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,0,5.20337e-09,-0.247729,0,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,0,3.5147e-08,-2.1567,0,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0,5.66658e-08,-1.70251,0,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,0,-1.03927e-08,-1.35446,0,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,0,-3.97499e-08,-2.26429,0,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,0,4.78023e-08,-2.18083,0,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,0,7.46335e-08,-2.66587,0,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,0,-2.10032e-09,-2.69298,0,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,0,3.73512e-08,-1.86881,0,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,0,-5.91132e-09,-1.88918,0,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,0,-2.17423e-08,-1.93268,0,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,0,5.66567e-09,-0.678911,0,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,0,-2.06305e-08,2.97082,0,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,0,8.40211e-08,-0.851678,0,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,0,-1.93607e-08,-2.4127,0,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,0,4.54445e-08,-0.240831,0,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,0,-4.68436e-08,0.606653,0,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,0,-1.50621e-08,-4.3254,0,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,0,-3.83088e-08,-0.701288,0,0,0,False,69.0|162,84
