rep,id,U,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,1,0.0811755,1.08949,5.02956,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|cc|2|1|162,1,0.0811755,1.08949,4.41691,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|cc|3|1|162,1,0.0811755,1.08949,0.0148447,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|cc|4|1|162,1,0.0811755,1.08949,4.52617,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|cc|5|1|162,1,0.0811755,1.08949,0.517066,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|cc|6|1|162,1,0.0811755,1.08949,6.43224,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|cc|7|1|162,1,0.0811755,1.08949,0.0266054,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|cc|8|1|162,1,0.0811755,1.08949,0.780572,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|sample|10|162,1,0.0811729,1.87853,0.115706,337.735,0.22485,0.212328,True,32.0|162,84
1,8|84|sample|11|162,1,0.0811591,2.01209,0.182225,337.735,0.22485,0.212328,True,22.0|162,84
1,8|84|sample|12|162,1,0.0811591,2.01209,0.258087,337.735,0.22485,0.212328,True,22.0|162,84
1,8|84|sample|3|162,1,0.0811579,2.73985,0.103903,337.735,0.22485,0.212328,True,55.0|162,84
1,8|84|sample|4|162,1,0.0811579,2.73985,0.112947,337.735,0.22485,0.212328,True,55.0|162,84
1,8|84|sample|5|162,1,0.0811579,2.73985,0.0695391,337.735,0.22485,0.212328,True,55.0|162,84
1,8|84|sample|6|162,1,0.0811579,2.73985,0.0676788,337.735,0.22485,0.212328,True,55.0|162,84
1,8|84|sample|7|162,1,0.0811729,1.87853,0.154307,337.735,0.22485,0.212328,True,32.0|162,84
1,8|84|sample|8|162,1,0.0811729,1.87853,0.151196,337.735,0.22485,0.212328,True,32.0|162,84
1,8|84|sample|9|162,1,0.0811729,1.87853,0.14476,337.735,0.22485,0.212328,True,32.0|162,84
1,8|84|vc|1|2|162,1,0.0811755,1.08949,0.507169,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|vc|2|2|162,1,0.0811755,1.08949,19.5079,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|vc|3|2|162,1,0.0811755,1.08949,0.426698,337.735,0.22485,0.212328,False,69.0|162,84
1,8|84|vc|4|2|162,1,0.0811755,1.08949,0.089573,337.735,0.22485,0.212328,False,69.0|162,84
