rep,id,eta_f,eta_h,eta_s,eta_L_gap,eta_eta_alpha,mab_virus,run_id
1,411|4,1.44193,-2.08498e-08,1.51157,3.77847e-09,-0.00270508,70.0|274,411
1,411|3,0.547296,9.62523e-08,1.22577,-4.92073e-08,0.00852597,70.0|274,411
1,411|5,-0.176113,1.5551e-08,0.549701,-1.69972e-08,0.00167755,70.0|274,411
1,411|6,0.442063,-3.60241e-08,0.846937,1.9039e-08,-0.00410337,70.0|274,411
1,411|8,0.0161501,9.44711e-08,0.822277,1.76932e-08,0.00550885,70.0|274,411
1,411|7,-0.129932,-1.2813e-08,0.824884,8.89477e-09,-0.0021516,70.0|274,411
1,411|9,0.512257,-1.55012e-08,0.940199,-5.28811e-08,-0.00702054,70.0|274,411
1,411|10,2.86001,-2.84774e-08,2.43705,1.42495e-08,0.00476501,70.0|274,411
1,411|12,-0.808711,-1.04673e-08,0.499858,-1.64107e-08,-0.00269975,70.0|274,411
1,411|11,0.448244,-3.46561e-08,1.00039,-2.37376e-08,-0.0186689,70.0|274,411
1,411|1,0.452414,7.94549e-08,0.725309,-7.79232e-09,0.0132206,69.0|274,411
1,411|2,-1.73309,-1.8046e-08,-0.236844,3.84779e-08,-0.00172242,69.0|274,411
1,152|8,2.68715,-1.95977e-08,2.18458,2.17612e-08,0.00655189,65.0|322,152
1,152|7,1.37658,1.5198e-07,1.51989,4.06646e-09,-0.0065848,65.0|322,152
1,152|6,0.895366,4.54991e-08,1.24148,3.97561e-08,0.00660087,65.0|322,152
1,152|5,0.303812,-1.05146e-07,1.18171,2.50672e-08,0.00598889,65.0|322,152
1,152|12,-0.299211,3.79459e-08,1.40906,2.89229e-08,0.000367422,28.0|322,152
1,152|11,1.29693,3.98898e-08,1.87391,-3.86392e-08,0.00242046,28.0|322,152
1,152|10,1.29062,3.83061e-08,1.96551,1.36158e-08,0.00864878,28.0|322,152
1,152|9,0.861196,7.99965e-08,1.66438,-1.82744e-08,0.00821655,28.0|322,152
1,152|3,0.4823,7.55198e-08,1.25918,-2.89125e-08,0.000969715,22.0|322,152
1,152|4,0.302309,1.24283e-08,1.30734,1.50669e-09,-0.0034616,22.0|322,152
1,152|1,-1.67975,1.22288e-07,-0.109776,4.08644e-09,0.00559834,69.0|322,152
1,152|2,3.78463,-4.94265e-08,1.00574,-1.22287e-08,-0.0129265,69.0|322,152
1,1056|8,-1.13463,-6.30732e-08,0.749856,-1.48888e-08,-0.00544053,65.0|276,1056
1,1056|7,-1.18198,-4.57008e-08,0.817977,-5.50656e-09,0.00143086,65.0|276,1056
1,1056|6,-1.11061,-1.04517e-07,0.686995,1.63237e-08,-0.00314209,65.0|276,1056
1,1056|5,-1.65045,7.855e-08,0.42543,1.56924e-08,-0.00114734,65.0|276,1056
